date,round,category,comment,value,clue,response,link
2014-03-03,J,STEPHEN KING,,200,The inspiration for this novel came when King's daughter's cat was killed by a passing truck,Pet Sematary,NA
2014-03-03,J,ROLE IN COMMON,,200,"Sean Connery,George Lazenby,Timothy Dalton",(James) Bond,NA
2014-03-03,J,"ON THE ""GO""",(Alex: That will come up at the end of each response.),200,Chronic or recurring pain in the lower back,lumbago,NA
2014-03-03,J,THE 90s,,200,"The 91st one says, ""he that dwelleth in the secret place of the most high shall abide under the shadow of the almighty""",a psalm,NA
2014-03-03,J,DOT COM,,200,"wordpress.com bills itself as ""a better way to"" keep one of these Internet diaries",a blog,NA
2014-03-03,J,BOOM!,,200,"This word for a massive explosion is Latin for ""new""",a nova,NA
2014-03-03,J,STEPHEN KING,,400,"Like ""The Shining"", ""Misery"" deals with a writer stuck in this U.S. state during winter",Colorado,NA
2014-03-03,J,ROLE IN COMMON,,400,"Sean Connery,Kevin Costner,Errol Flynn",Robin Hood,NA
2014-03-03,J,"ON THE ""GO""",(Alex: That will come up at the end of each response.),400,"Another name for graphite, it's also the name of several garden plants",plumbago,NA
2014-03-03,J,THE 90s,,400,"93 is the atomic number of this element, the first transuranium one",Neptunium,NA
2014-03-03,J,DOT COM,,400,"See houses before they hit the market, or zestimate the value of your home at this website",zillow,NA
2014-03-03,J,BOOM!,,400,"In 1924 a lava lake in this single-named Hawaiian volcano sank away, & major steam explosions occurred",Kilauea,NA
2014-03-03,J,STEPHEN KING,,600,"""The Wizard and Glass"" is one entry in this series",The Dark Tower,NA
2014-03-03,J,ROLE IN COMMON,,600,"Sean Connery,Clive Owen,Graham Chapman",King Arthur,NA
2014-03-03,J,"ON THE ""GO""",(Alex: That will come up at the end of each response.),600,"Ze plane, boss, ze plane--our faith in this kind of cult is being proved true!",a cargo cult,NA
2014-03-03,J,THE 90s,,600,Geeks rejoiced when the 95 version of this replaced version 3.1,Windows,NA
2014-03-03,J,DOT COM,,600,"This site sums itself up as ""real people, real reviews""",yelp.com,NA
2014-03-03,J,BOOM!,,600,"Twinkle, twinkle... boom! in 2007 in Vegas, this hotel went down; as Sinatra sang, ""love is now the"" this ""of yesterday""",Stardust,NA
