date,round,category,comment,value,clue,response,link
2011-05-31,J,THE HUMAN BODY,,200,"In the womb a baby receives nourishment from this, also called the afterbirth",the placenta,NA
2011-05-31,J,BEATLES LAST LINES,,200,"""All the lonely people, where do they all belong?""","""Eleanor Rigby""",NA
2011-05-31,J,"YES, WE HAVE NO ARMY",,200,"It has no army, just a 131-man civil defense force &  a palace guard that looks after Prince Albert & family",Monaco,NA
2011-05-31,J,YOU'VE GONE BANKRUPT,,200,In June 2009 this car co. organized by William Durant in 1908 filed for bankruptcy; it emerged from Chapter 11 in July,General Motors,NA
2011-05-31,J,SUMMER SCHOOL  AT YALE,,200,"One course was ""Introduction to the History of Art:  Prehistory to"" this cultural movement that began in Italy in the 1300s",the Renaissance,NA
2011-05-31,J,ANIMAL ANAGRAMS,,200,Seeing this baby animal is like a balm to me,lamb,NA
2011-05-31,J,THE HUMAN BODY,,400,"As you might guess by its name, the nasalis is a muscle in this facial feature",the nose,NA
2011-05-31,J,BEATLES LAST LINES,,400,"""You were only waiting for this moment to arise""","""Blackbird""",NA
2011-05-31,J,"YES, WE HAVE NO ARMY",,400,"Southernmost of the Lesser Antilles, it hasn't had an army since a 1983 U.S. invasion",Grenada,NA
2011-05-31,J,YOU'VE GONE BANKRUPT,,400,A French company went bankrupt in 1889 after digging out 76 million cubic yards of earth to make this waterway,the Panama Canal,NA
2011-05-31,J,SUMMER SCHOOL  AT YALE,,400,"""Introduction to"" this explored its ""approaches to the biological, cognitive, social, and emotional bases of behavior""",psychology,NA
2011-05-31,J,ANIMAL ANAGRAMS,,400,One of these mammals barged into my front yard,badger,NA
2011-05-31,J,THE HUMAN BODY,,NA,"Appropriately, part of this organ's name is an archaic term for bile",the gall bladder,NA
2011-05-31,J,BEATLES LAST LINES,,600,"""My baby don't care, my baby don't care""","""Ticket To Ride""",NA
2011-05-31,J,"YES, WE HAVE NO ARMY",,600,France & Spain share the defense of this little country nestled between them,Andorra,NA
