date,round,category,comment,value,clue,response,link
1988-06-14,J,1978,,100,"He died September 30, & Charlie McCarthy hasn't spoken since",Edgar Bergen,NA
1988-06-14,J,MUSEUMS,,100,"David Hockney's show at LACMA featured a portrait of this late ""Hairspray"" star--in male attire",Divine,NA
1988-06-14,J,MUSICAL METALS,,100,"Word that precedes rock group names Horse, Butterfly & Maiden",Iron,NA
1988-06-14,J,INVERTEBRATES,,100,There's an estimated average of 1/2 a ton of these nocturnal crawlers in an acre of soil,earthworms,NA
1988-06-14,J,CHILDREN'S LITERATURE,,100,"In this fairy tale, the last words spoken by one of the 3 animal characters were, ""And here she is""","""Goldilocks and the Three Bears""",NA
1988-06-14,J,"""G"" WHIZ!",,100,"Zane, or Lady Jane",Grey,NA
1988-06-14,J,1978,,200,"On January 19, Volkswagen halted production of this model in Germany",the Beetle,NA
1988-06-14,J,MUSEUMS,,200,"Ptolemy I was the daddy, not the mummy, of the famed museum & library in this city",Alexandria,NA
1988-06-14,J,MUSICAL METALS,,200,"According to the RIAA, a single that has sold 2 million units is certified as this",platinum,NA
1988-06-14,J,INVERTEBRATES,,200,They have about twice the number of legs as centipedes of the same length,millipedes,NA
1988-06-14,J,CHILDREN'S LITERATURE,,200,"""Tunnel in the Sky"" & ""A Wrinkle in Time"" are 2 novels for children written in this genre",science fiction,NA
1988-06-14,J,"""G"" WHIZ!",,200,"Poet Edgar, whether or not he was invited to dinner",Guest,NA
1988-06-14,J,1978,,300,"Warren Beatty's 1978 film was a remake of 1941's ""Here Comes Mr. Jordan"", not this, its 1943 namesake",Heaven Can Wait,NA
1988-06-14,J,MUSEUMS,,300,"This Hollywood store's Bra Museum boasts bras worn by Madonna, the Pointer Sisters, & even Tony Curtis",Frederick\'s of Hollywood,NA
1988-06-14,J,MUSICAL METALS,,300,"A 1974 hit for America, or a hit character in ""The Wizard of Oz""",Tin Man,NA
1988-06-14,J,INVERTEBRATES,,300,A slug is basically a land snail that doesn't have a prominent one of these,shell,NA
1988-06-14,J,CHILDREN'S LITERATURE,,300,"Title adjective describing the wilderness ""journey"" of 2 dogs & a cat to find the humans they love",Incredible,NA
1988-06-14,J,"""G"" WHIZ!",,300,A brown & white cow or its Channel Island home,Guernsey,NA
1988-06-14,J,1978,,400,"His hitting streak stopped at 44 games, disappointing everybody except maybe Joe DiMaggio",Pete Rose,NA
1988-06-14,J,MUSEUMS,,400,"This religious leader's former residence, Beehive House, is now a museum",Brigham Young,NA
1988-06-14,J,MUSICAL METALS,,NA,"Not the lead singer, but the back-up band heard here:",The Silver Bullet Band,http://www.j-archive.com/media/1988-06-14_J_12.mp3
1988-06-14,J,INVERTEBRATES,,400,A spineless jellyfish does this by alternately relaxing & contracting its bell,move (swim),NA
1988-06-14,J,CHILDREN'S LITERATURE,,400,Winnie-the-Pooh's real name,Edward Bear,NA
1988-06-14,J,"""G"" WHIZ!",,400,"It commonly precedes ""drop"" or ""Arabic""",gum,NA
1988-06-14,J,1978,,500,"In January, 35 new trainees for this job were announced, including 6 women & 3 blacks",astronaut,NA
1988-06-14,J,MUSEUMS,,500,The cabildo where this agreement was signed in 1803 now houses part of the Louisiana State Museum,the Louisiana Purchase,NA
1988-06-14,J,MUSICAL METALS,,500,Appropriate title of Neil Young's only solo single to go gold,"""Heart of Gold""",NA
1988-06-14,J,INVERTEBRATES,,500,"Audubon says these ants ""have no fixed place of abode...occupying only temporary bivouacs""",army ants,NA
1988-06-14,J,CHILDREN'S LITERATURE,,500,"Of the 4 Bremen Town Musicians, it's the only 2-legged animal",rooster (cock),NA
1988-06-14,J,"""G"" WHIZ!",,500,"This word for ""sociable"" comes from the Latin meaning ""belonging to a flock""",gregarious,NA
1988-06-14,DJ,AMERICAN WOMEN,(Alex: There's a good one!),200,This Smith graduate went to India to study politics before founding Ms. Magazine,Gloria Steinem,NA
1988-06-14,DJ,AWARDS,,200,"This country awards the ""Order of Pius"" for personal & civil merit",Vatican City,NA
1988-06-14,DJ,ANCIENT WORLDS,,200,"In the Temple of Vesta, goddess of the hearth, this was allowed to go out only once a year",the flame (fire),NA
1988-06-14,DJ,POLAND,,200,This labor union went underground after it was outlawed in 1982,Solidarity,NA
1988-06-14,DJ,NAME CHANGES,,200,"Lyle Russell Cedric Henderson used this nickname to conduct ""The Tonight Show"" band",Skitch,NA
1988-06-14,DJ,SHAKESPEAREAN LAST LINES,"(Alex: These are not the last lines of plays, these will be the last lines spoken by a particular character.)",200,"This king's last words were ""A horse!  A horse!  My kingdom for a horse!""",Richard III,NA
1988-06-14,DJ,AMERICAN WOMEN,(Alex: There's a good one!),400,"She married a man named Fortune, but after a few anthropological field trips, they got divorced",Margaret Mead,NA
1988-06-14,DJ,AWARDS,,400,"In 1988, he won the 1st ""America's Hope Award"", & his name appeared twice on it",Bob Hope,NA
1988-06-14,DJ,ANCIENT WORLDS,,400,"Interestingly, the earliest form of the Etruscan alphabet contained this # of letters",26,NA
1988-06-14,DJ,POLAND,,400,"More than 70% of land for this use remains in private hands, the highest % in the Warsaw Pact",agriculture (farming),NA
1988-06-14,DJ,NAME CHANGES,,400,"German-born Simone Kaminker found ""Room at the Top"" as 1 of France's finest film stars under this name",Simone Signoret,NA
1988-06-14,DJ,SHAKESPEAREAN LAST LINES,"(Alex: These are not the last lines of plays, these will be the last lines spoken by a particular character.)",400,"He said, ""O true apothecary!  Thy drugs are quick.  Thus with a kiss I die.""",Romeo,NA
1988-06-14,DJ,AMERICAN WOMEN,(Alex: There's a good one!),NA,"Sadly, she died 14 years before the 19th Amendment gave women the right to vote",Susan B. Anthony,NA
1988-06-14,DJ,AWARDS,,600,"In 1988, they became the 1st pop group to get the American Music Awards' Award of Merit",The Beach Boys,NA
1988-06-14,DJ,ANCIENT WORLDS,,600,Fencers in ancient Egypt wore this piece of equipment tied to their wigs,mask,NA
1988-06-14,DJ,POLAND,,600,Poland borders on this body of salt water,the Baltic Sea,NA
1988-06-14,DJ,NAME CHANGES,,600,"Patti Woodward, who won an Oscar for her moving performance as Ma Joad in ""The Grapes of Wrath""",Jane Darwell,NA
1988-06-14,DJ,SHAKESPEAREAN LAST LINES,"(Alex: These are not the last lines of plays, these will be the last lines spoken by a particular character.)",600,"She said, ""O happy dagger, this is thy sheath; there rest, & let me die.""",Juliet,NA
1988-06-14,DJ,AMERICAN WOMEN,(Alex: There's a good one!),800,"""Ramona"" author Helen Hunt Jackson & this poetess were childhood playmates in Amherst, Mass.",Emily Dickinson,NA
1988-06-14,DJ,AWARDS,,NA,2 of the 3 types of short subjects for which you can win an Oscar,animation & documentary,NA
1988-06-14,DJ,ANCIENT WORLDS,,800,It was the capital of Hammurabi's empire,Babylon,NA
1988-06-14,DJ,POLAND,,800,It equals 100 groszy,1 zloty,NA
1988-06-14,DJ,NAME CHANGES,,800,"Ray Cramton, who was the main man on ""Medical Center""",Chad Everett,NA
1988-06-14,DJ,SHAKESPEAREAN LAST LINES,"(Alex: These are not the last lines of plays, these will be the last lines spoken by a particular character.)",800,"She gasped, ""O my dear Hamlet -- the drink, the drink!  I am poisoned!""",Gertrude (his mother),NA
1988-06-14,DJ,AMERICAN WOMEN,(Alex: There's a good one!),1000,"She was a nurse, cook & spy during the Civil War, but was best known as the Moses of her people",Harriet Tubman,NA
1988-06-14,DJ,AWARDS,,1000,"Of the only 25 recipients of this Nobel Prize, 15 have been Americans",Economics,NA
1988-06-14,DJ,ANCIENT WORLDS,,1000,The Sumerians established Sumer in what is now this Mideast country,Iraq,NA
1988-06-14,DJ,POLAND,,1000,"In 1795, partition by Russia, Austria & this country wiped Poland off the map",Prussia,NA
1988-06-14,DJ,NAME CHANGES,,1000,"Herbert Charles Angelo Kuchacevic, Clouseau's frazzled boss in ""The Pink Panther"" movies",Herbert Lom,NA
1988-06-14,DJ,SHAKESPEAREAN LAST LINES,"(Alex: These are not the last lines of plays, these will be the last lines spoken by a particular character.)",1000,"He said, ""I kissed thee ere I killed thee: no way but this, killing myself, to die upon a kiss""",Othello,NA
1988-06-14,FJ,THE OLYMPICS,,NA,The 2 U.S. states that have hosted the Summer Olympic Games,California & Missouri,NA
