date,round,category,comment,value,clue,response,link
2008-09-23,J,GRAMMAR,,200,"In the sentence ""It was as if an occult hand had been at work"", ""occult"" is this part of speech",an adjective,NA
2008-09-23,J,CLOSING WORDS IN THE CINEMA,"(Alex: You have to ID the film, of course.)",200,"1964:""Eliza?  Where the devil are my slippers?""",My Fair Lady,NA
2008-09-23,J,MY OFF-SHOW WARDROBE,,200,"I still have this artsy rhyming type of shirt seen here from the time I toured with The Dead back in '73, man",tie-dye,http://www.j-archive.com/media/2008-09-23_J_11.jpg
2008-09-23,J,5 PEOPLE WHO'VE NEVER BEEN IN MY KITCHEN,,200,In January 1999 Ted Kennedy & John McCain were sworn in as jurors in this man's trial,Bill Clinton,NA
2008-09-23,J,A LINE,,200,This 18th c. line & its extensions westward became the boundary between Northern & Southern states,the Mason-Dixon line,NA
2008-09-23,J,IN THE SAND,,200,This bird rearranges its eggs in the sand--hence the belief it's burying its head,an ostrich,NA
2008-09-23,J,GRAMMAR,,400,"As in this clue, ending a sentence with one of these is a practice some don't agree with",preposition,NA
2008-09-23,J,CLOSING WORDS IN THE CINEMA,"(Alex: You have to ID the film, of course.)",400,"1961:""Fat man, you shoot a great game of pool.""""So do you, Fast Eddie""",The Hustler,NA
2008-09-23,J,MY OFF-SHOW WARDROBE,,400,I'm kickin' it island-style in these geographically named shorts I sport here,Bermuda,http://www.j-archive.com/media/2008-09-23_J_17.jpg
2008-09-23,J,5 PEOPLE WHO'VE NEVER BEEN IN MY KITCHEN,,400,"Known as the ""White Mouse"", New Zealand spy Nancy Wake was the Allies' most decorated woman in this war",World War II,NA
2008-09-23,J,A LINE,,400,"The Yamanote Line, this city's busiest train line, carries more than 3.5 million people a day",Tokyo,NA
2008-09-23,J,IN THE SAND,,400,"This fanged, hairy spider of the Southwest desert can live up to 30 years",a tarantula,NA
2008-09-23,J,GRAMMAR,,600,"""As the sun set"" is known as a ""sentence"" this",fragment,NA
2008-09-23,J,CLOSING WORDS IN THE CINEMA,"(Alex: You have to ID the film, of course.)",600,"1979:""This is Ripley, last survivor of the Nostromo, signing off.  Come on, Cat""",Alien,NA
2008-09-23,J,MY OFF-SHOW WARDROBE,,600,"Hey, there, Daddy-O--it's the rhymin' name of the threads I'm stylin' here",a zoot suit,http://www.j-archive.com/media/2008-09-23_J_18.jpg
2008-09-23,J,5 PEOPLE WHO'VE NEVER BEEN IN MY KITCHEN,,600,"On April 9,  2005 England celebrated the happy nuptials of Prince Charles & this woman",Camilla Parker Bowles,NA
2008-09-23,J,A LINE,,600,In the 1930s Germany built fortifications called the Siegfried Line on the west side of this river,Rhine,NA
2008-09-23,J,IN THE SAND,,600,The name of this wild canine now found across the U.S. comes from an Aztec word,coyote,NA
2008-09-23,J,GRAMMAR,,800,"As necessary to complete the idea, the last 3 words of ""I like men who bake bread"" form a restrictive type of this",clause,NA
2008-09-23,J,CLOSING WORDS IN THE CINEMA,"(Alex: You have to ID the film, of course.)",800,"1975:""I used to hate the water.""""I can't imagine why""",Jaws,NA
2008-09-23,J,MY OFF-SHOW WARDROBE,,800,It's the '70s casual attire I'm in here--I burned all the real pics of me in one,a leisure suit,http://www.j-archive.com/media/2008-09-23_J_26a.jpg
2008-09-23,J,5 PEOPLE WHO'VE NEVER BEEN IN MY KITCHEN,,800,"In 1976 Judy Rankin became the first woman to win more than $100,000 in a year playing this pro sport",golf,NA
2008-09-23,J,A LINE,,800,"The Curzon Line, proposed in 1919, became essentially the boundary between Poland & this country in 1945",Russia (the Soviet Union),NA
2008-09-23,J,IN THE SAND,,NA,"Russian thistle is also called this, since the plant detaches from its base & scatters seeds as it rolls",tumbleweed,NA
2008-09-23,J,GRAMMAR,,1000,"It's best to use this type of voice when possible; ""Bob ate the pie"" is good... ""The pie was eaten by Bob"", not so much",active,NA
2008-09-23,J,CLOSING WORDS IN THE CINEMA,"(Alex: You have to ID the film, of course.)",1000,"1968:""Boys, let's watch the cigarette butts, shall we?  This is my house, not a pigsty""",The Odd Couple,NA
2008-09-23,J,MY OFF-SHOW WARDROBE,,1000,"I think this '50s fashion seen here  looks good on me--hey, who are you to judge?",a poodle skirt,http://www.j-archive.com/media/2008-09-23_J_27.jpg
2008-09-23,J,5 PEOPLE WHO'VE NEVER BEEN IN MY KITCHEN,,1000,Alois is the middle name of this current U.S. governor,Arnold Schwarzenegger,NA
2008-09-23,J,A LINE,,1000,"In 1949 Israel & Jordan created the Green Line between them, determining the boundary of this troubled area",the West Bank,NA
2008-09-23,J,IN THE SAND,,1000,"This desert insect was part of Egyptian cosmogony; it was the Sun, & its rolled food was the Earth",a scarab beetle,NA
2008-09-23,DJ,BRITISH AUTHORS,,400,"He made recordings reading from some of his own works, including ""Poems and Songs of Middle-earth""",Tolkien,NA
2008-09-23,DJ,POP SINGERS,,400,"Despite her name, this woman who replaced Kim Hill in the Black Eyed Peas has never been married to Prince Andrew",Fergie,NA
2008-09-23,DJ,ALL ABOUT ARTISTS,,400,"To honor peace, Jean Verame painted some 4 mi. of Sinai Desert boulders blue; this intl. org. donated the paint",the United Nations,NA
2008-09-23,DJ,BUSINESS,,400,"Valero Energy is tops in the U.S. in this fuel-producing activity, with capacity of 3.1 bil. bbl. of oil a day",refining,NA
2008-09-23,DJ,LAND OF THE DICTATOR,(Alex: Give us the land; we'll tell you the dictator's name.),400,Robert Mugabe,Zimbabwe,NA
2008-09-23,DJ,_____ OF _____,,400,Date of the next federal holiday after Memorial Day,Fourth of July,NA
2008-09-23,DJ,BRITISH AUTHORS,,800,"As a youth, this ""War of the Worlds"" author studied biology under the great scientist Thomas H. Huxley",H.G. Wells,NA
2008-09-23,DJ,POP SINGERS,,800,"The 2008 ""American Idol"" finale featured a medley of his hits, including ""Father Figure""",George Michael,NA
2008-09-23,DJ,ALL ABOUT ARTISTS,,800,"Damien Hirst decorated a cast of a skull with 8,601 of these gems & sold the darn thing for $100 million",diamonds,NA
2008-09-23,DJ,BUSINESS,,800,Add 2 letters to the name of a soft drink to get this company that also owns Tropicana & Frito-Lay,PepsiCo,NA
2008-09-23,DJ,LAND OF THE DICTATOR,(Alex: Give us the land; we'll tell you the dictator's name.),800,Manuel Noriega,Panama,NA
2008-09-23,DJ,_____ OF _____,,800,"This classic from 1939 features a load of Joads, including Ma, Pa & Tom",The Grapes of Wrath,NA
2008-09-23,DJ,BRITISH AUTHORS,,1200,"His first novel, ""Lord of the Flies"", was rejected by 21 publishers before Faber & Faber bought the book",(William) Golding,NA
2008-09-23,DJ,POP SINGERS,,1200,"The globe she posed with for the May '08 cover of Vanity Fair was auctioned off for her charity, Raising Malawi",Madonna,NA
2008-09-23,DJ,ALL ABOUT ARTISTS,,1200,Pietro Torrigiano is remembered not so much for his art as for breaking this fellow Florentine sculptor's nose,Michelangelo,NA
2008-09-23,DJ,BUSINESS,,1200,"Seen here is part of the logo of IP, short for International this",Paper,http://www.j-archive.com/media/2008-09-23_DJ_23.jpg
2008-09-23,DJ,LAND OF THE DICTATOR,(Alex: Give us the land; we'll tell you the dictator's name.),1200,Anastazio Somoza,Nicaragua,NA
2008-09-23,DJ,_____ OF _____,,1200,This 36-mile-long body of water separates southernmost Spain from the northern coast of Africa,the Strait of Gibraltar,NA
2008-09-23,DJ,BRITISH AUTHORS,,NA,"She opened a 1938 novel with the line ""Last night I dreamt I went to Manderley again""",Daphne du Maurier,NA
2008-09-23,DJ,POP SINGERS,,1600,"""Vagabond Ways"" was a 2000 CD from this singer who'd been the ""loyal"" girlfriend of Mick Jagger in the '60s",Marianne Faithfull,NA
2008-09-23,DJ,ALL ABOUT ARTISTS,,1600,"Jean-Paul Sartre was so moved by this artist's mobiles that he called them ""the perceptible symbol of nature""",(Alexander) Calder,NA
2008-09-23,DJ,BUSINESS,,1600,"Bigger than PETCO, this leash & litter-box retailer also operates ""Doggie Day Camps""",PetSmart,NA
2008-09-23,DJ,LAND OF THE DICTATOR,(Alex: Give us the land; we'll tell you the dictator's name.),1600,Milton Obote,Uganda,NA
2008-09-23,DJ,_____ OF _____,,1600,"(Cheryl of the Clue Crew waves a reflective stick through a projected image.)  Even when a projected image appears to be gone, you can still see it when I wave this stick because of this phenomenon in which the light detectors in the eye send signals to the brain",the persistence of vision,http://www.j-archive.com/media/2008-09-23_DJ_11.wmv
2008-09-23,DJ,BRITISH AUTHORS,,2000,"His short story ""Rain"" was inspired by a missionary & a prostitute who were passengers aboard his ship on a trip to Samoa",(Somerset) Maugham,NA
2008-09-23,DJ,POP SINGERS,,2000,"""I don't wanna be a loser"", cried this girl singer in 1964; well, it's her party",Lesley Gore,NA
2008-09-23,DJ,ALL ABOUT ARTISTS,,2000,"Last name of the artistic American siblings Rembrandt & Raphaelle; it has a nice ""ring"" to it",Peale,NA
2008-09-23,DJ,BUSINESS,,2000,"(Jimmy of the Clue Crew holds a vintage electronics product at Sony Headquarters in Tokyo, Japan.) When it was launched in 1979, this Sony product was to have a different name in each country, like the ""Soundabout"" in the U.S. & the ""Stowaway"" in England",the Walkman,http://www.j-archive.com/media/2008-09-23_DJ_25a.jpg
2008-09-23,DJ,LAND OF THE DICTATOR,(Alex: Give us the land; we'll tell you the dictator's name.),2000,Charles Taylor,Liberia,NA
2008-09-23,DJ,_____ OF _____,,NA,In 1950 Scottish nationalists stole this object from under the coronation chair at Westminster Abbey,the Stone of Scone,NA
2008-09-23,FJ,TENNIS,,NA,This Grand Slam stadium is named for a WWI pilot who pioneered the use of machine guns on fighter planes,Roland-Garros Stadium,NA
