date,round,category,comment,value,clue,response,link
2005-01-18,J,ANATOMY & MEDICINE,,200,"The stomach is found in what's called this ""cavity""",abdominal,NA
2005-01-18,J,"""EMP"" TV",,200,Couples were separated & then surrounded by enticing singles on this FOX reality show,Temptation Island,NA
2005-01-18,J,HOW ABOUT A HAWAIIAN LUNCH?,,200,"Eaten with the fingers, this traditional dish is made by pounding cooked taro root to a paste",poi,NA
2005-01-18,J,WE HAVE TO LET THEM GO,,200,"It was ollie, ollie, oxen free for Kazakhstan from this union in 1991",the Soviet Union,NA
2005-01-18,J,H.H.,,200,"This hit's third verse begins ""Well, the bellhop's tears keep flowin and the desk clerk's dressed in black""","""Heartbreak Hotel""",NA
2005-01-18,J,3-LETTER WORDS,,200,It can be an experienced soldier or a doctor for your pet,vet,NA
2005-01-18,J,ANATOMY & MEDICINE,,400,The thyroid gland straddles this tube also known as the windpipe,the trachea,NA
2005-01-18,J,"""EMP"" TV",,400,Richard Mulligan had to deal with his 2 grown daughters moving back home on this sitcom,Empty Nest,NA
2005-01-18,J,HOW ABOUT A HAWAIIAN LUNCH?,,400,"Lomi lomi salmon is diced, salted salmon, tomatoes & this, both green & the Maui kind",onions,NA
2005-01-18,J,WE HAVE TO LET THEM GO,,400,"As East Timor, the eastern half of the island of Timor broke from this island nation in 2002",Indonesia,NA
2005-01-18,J,H.H.,,400,"In 1924, he wrote ""A Magician Among the Spirits"", debunking mind readers & mediums",Harry Houdini,NA
2005-01-18,J,3-LETTER WORDS,,400,3-letter word often partnered with neither in a sentence,nor,NA
2005-01-18,J,ANATOMY & MEDICINE,,600,"(Cheryl of the Clue Crew reports from an old-time pharmacy.)  Polio, which forced young victims to wear braces like this, was once often referred to by this two-word name",infantile paralysis,http://www.j-archive.com/media/2005-01-18_J_28.jpg
2005-01-18,J,"""EMP"" TV",,600,"Roger Moore was ""The Saint"" while playing this character",Simon Templar,NA
2005-01-18,J,HOW ABOUT A HAWAIIAN LUNCH?,,600,Boneless chicken is popularly rolled into a crust made from these,macadamia nuts,http://www.j-archive.com/media/2005-01-18_J_18.jpg
2005-01-18,J,WE HAVE TO LET THEM GO,,600,This country let Brazil become independent back in 1822,Portugal,NA
2005-01-18,J,H.H.,,600,"In 1607, he sailed further north than anyone before him, reaching Spitsbergen, 700 mi. from the Pole",Henry Hudson,NA
2005-01-18,J,3-LETTER WORDS,,600,This watery term turns up in the names of 2 NFL teams,Bay,NA
2005-01-18,J,ANATOMY & MEDICINE,,NA,These bones in the foot correspond to the carpal & metacarpal bones in the hand,the tarsals and the metatarsals,NA
2005-01-18,J,"""EMP"" TV",,800,"In a TV movie, Treat Williams played this Colorado boxer who knocked out more than half of this opponents",Jack Dempsey,NA
2005-01-18,J,HOW ABOUT A HAWAIIAN LUNCH?,,800,"Today's special is this Hawaiian yellowfin tuna, seared & served over mango chutney",ahi,NA
2005-01-18,J,WE HAVE TO LET THEM GO,,800,"The Central African Republic got free from this country in 1960, but kept its language as official",France,NA
2005-01-18,J,H.H.,,800,"In 1989, she recreated her stage role as Carnell Scott in the film ""Miss Firecracker""",Holly Hunter,NA
2005-01-18,J,3-LETTER WORDS,,800,A wildebeest is also known by this 3-letter name,gnu,NA
2005-01-18,J,ANATOMY & MEDICINE,,1000,The spinal cord passes through a large opening in this bone at the back of the skull,the occipital,NA
