date,round,category,comment,value,clue,response,link
2010-05-27,J,STATES' FORMER GOVERNORS,,200,"Lurleen Wallace, 1967-1968",Alabama,NA
2010-05-27,J,BORN IN BURBANK,,200,"The daughter of Broadway legend John Raitt, she's won numerous Grammys for her blues-rock style",Bonnie Raitt,NA
2010-05-27,J,ADOPTION,,200,"Listen up, Berhanu!  New South Wales, Australia has banned changing these for adopted kids over 1 year old",names,NA
2010-05-27,J,WORLD OF GESTURES,,200,"(Jimmy of the Clue Crew shows a picture of the President making a gesture on the monitor.) The President can tell you the Shaka gesture means ""Hang loose, brah"" & comes from this U.S. state",Hawaii,http://www.j-archive.com/media/2010-05-27_J_06.wmv
2010-05-27,J,TREES COMPANY,,200,Parson Weems' 1806 biography of George Washington included the story of chopping down one of these trees,a cherry tree,NA
2010-05-27,J,2 WORDS IN ONE,,200,Cleopatra's cobra plus a command to stop gives us this road surface,asphalt (asp + halt),NA
2010-05-27,J,STATES' FORMER GOVERNORS,,400,"Michael Dukakis, 1983-1991",Massachusetts,NA
2010-05-27,J,BORN IN BURBANK,,400,"This quirky director's films include ""Mars Attacks!"" & ""Sweeney Todd""",Tim Burton,NA
2010-05-27,J,ADOPTION,,400,Many adoptees come from this type of care in which they were with a family but still wards of the court,foster care,NA
2010-05-27,J,WORLD OF GESTURES,,400,"In Italy a raised little finger means this, an observation sometimes made about supermodels",skinny,NA
2010-05-27,J,TREES COMPANY,,400,This tall tree can be lodgepole or ponderosa,a pine,NA
2010-05-27,J,2 WORDS IN ONE,,400,To ask for spare change plus one ninth of a baseball game gives us this starting place,beginning (beg + inning),NA
2010-05-27,J,STATES' FORMER GOVERNORS,,600,"Rutherford B. Hayes, 1876-1877",Ohio,NA
2010-05-27,J,BORN IN BURBANK,,600,"Before playing agent Gibbs on ""NCIS"", this Burbank native played quarterback for UCLA",Mark Harmon,NA
2010-05-27,J,ADOPTION,,600,For 2008 this Central American country passed China in the number of babies adopted by Americans,Guatemala,NA
2010-05-27,J,WORLD OF GESTURES,,600,(Kelly of the Clue Crew cups her hands in front of her.) South Africans in the service sector have a gentle but insistent gesture to ask for this,a tip,http://www.j-archive.com/media/2010-05-27_J_10.wmv
2010-05-27,J,TREES COMPANY,,600,"Populus tremuloides is the scientific name for this ""quaking"" species",an aspen,NA
2010-05-27,J,2 WORDS IN ONE,,600,One piece of butter plus public group violence gives us this nation lover,patriot (pat + riot),NA
2010-05-27,J,STATES' FORMER GOVERNORS,,800,"Tom Ridge, 1995-2001",Pennsylvania,NA
2010-05-27,J,BORN IN BURBANK,,800,"She was a successful fashion model before starring in films like ""Lethal Weapon 3"" & ""The Thomas Crown Affair""",Rene Russo,NA
2010-05-27,J,ADOPTION,,800,In 2008 Americans adopted 2 kids from this African country; Madonna has adopted that many by herself,Malawi,NA
2010-05-27,J,WORLD OF GESTURES,,800,"Legend says that a rude British 2-finger salute began as defiance of the French, who were de-fingering these people",archers or bowmen,NA
2010-05-27,J,TREES COMPANY,,NA,This timber tree of the genus Fraxinus sounds like what's left over after you burn some of it,an ash,NA
2010-05-27,J,2 WORDS IN ONE,,800,A Catholic religious service plus a standard unit of area gives us this wanton slaughter,massacre (mass + acre),NA
2010-05-27,J,STATES' FORMER GOVERNORS,,1000,"Thomas Dewey, 1943-1954",New York,NA
2010-05-27,J,BORN IN BURBANK,,1000,"This Burbank boy starred in ""8 Simple Rules"" & also voiced Clifford the Big Red Dog",John Ritter,NA
2010-05-27,J,ADOPTION,,1000,"From the Anita Bryant era, this state has the only law banning gay adoption; it's been ruled unconstitutional",Florida,NA
2010-05-27,J,WORLD OF GESTURES,,1000,"(Jimmy of the Clue Crew twirls a finger near his temple.) In much of the world, the twirled finger means ""you're crazy"", but in Argentina, it means you may have one of these--pick up!",a phone call,http://www.j-archive.com/media/2010-05-27_J_26.wmv
2010-05-27,J,TREES COMPANY,,1000,The first tree brought from America to Europe was the northern white species of this aromatic conifer,the cedar,NA
2010-05-27,J,2 WORDS IN ONE,,1000,A shark appendage plus a type of beer gives us this musical conclusion,finale (fin + ale),NA
2010-05-27,DJ,SHAKESPEARE'S CHARACTERS DESCRIBED,,400,"""A noble Moor in the service of the Venetian state""",Othello,NA
2010-05-27,DJ,MUSICAL MOVIE TITLES,,400,Harvey Keitel agrees to deliver the title instrument to Holly Hunter in this 1993 film,The Piano,NA
2010-05-27,DJ,THE NEWS,,400,"You can tune into this network's ""Situation Room"" & hear a report from Jack Cafferty's ""File""",CNN,NA
2010-05-27,DJ,TOMBSTONE,,400,"The grave of English king Edward I calls him by his nickname, ""Hammer of"" these people",the Scots,NA
2010-05-27,DJ,ARIZONA,,400,"The Agua Fria river might be better for its scenery than for a swim, as its name means this",cold water,NA
2010-05-27,DJ,"OK, CORRAL ME",,400,"Even though I'm a beefmaster cow, one of the ""six essential qualities"" I fulfill is the ability to give this",milk,NA
