date,round,category,comment,value,clue,response,link
1994-11-25,J,STATE CAPITALS,,100,"Built in 1792, St. Joseph's Cathedral is the oldest church in this Louisiana capital",Baton Rouge,NA
1994-11-25,J,CELEBRITY MARRIAGES,,100,"They couldn't help falling in love, so in 1994 this superstar & Lisa Marie Presley tied the knot",Michael Jackson,NA
1994-11-25,J,EXPLORERS,,100,"He led the expedition that rescued Emin Pasha, as well as the one that found Livingstone",Henry Stanley,NA
1994-11-25,J,ETIQUETTE,,100,"When sending or bringing flowers to a person in the hospital, provide one of these, hospitals have few",Vase/container,NA
1994-11-25,J,ANIMALS,,100,"LIke other male bovines, adult male yaks are called these",Bulls,NA
1994-11-25,J,OVER 15-LETTER WORDS,,100,It's the direction in which the hands of a watch move backward,Counterclockwise,NA
1994-11-25,J,STATE CAPITALS,,200,It was once called Anne Arundel Town after the wife of the 2nd Lord Baltimore,Annapolis,NA
1994-11-25,J,CELEBRITY MARRIAGES,,200,"On Valentine's Day, 1991, this ""Sleepless in Seattle"" star married her sweetheart, Dennis Quaid",Meg Ryan,NA
1994-11-25,J,EXPLORERS,,200,There's no picture of him atop Everest because he assumed Tenzing couldn't work the camera,Sir Edmund Hillary,NA
1994-11-25,J,ETIQUETTE,,200,"Traditionally, this person pays for the marriage license",Husband/groom,NA
1994-11-25,J,ANIMALS,,200,A hinny has an ass for a mother & one of these animals for a father,Horse,NA
1994-11-25,J,OVER 15-LETTER WORDS,,200,A being not of this earth,Extraterrestrial,NA
1994-11-25,J,STATE CAPITALS,,300,This Kansas city's zoological park boasts a tropical rain forest habitat,Topeka,NA
1994-11-25,J,CELEBRITY MARRIAGES,,300,Clark Gable's short but happy marriage to this actress ended with her death in a 1942 plane crash,Carole Lombard,NA
1994-11-25,J,EXPLORERS,,300,Alexandra David Neal was the first European woman to visit this Tibetan capital,Lhasa,NA
1994-11-25,J,ETIQUETTE,,300,"At a private audience with the Pope, visitors should immediately do this when he enters the room",Kneel,NA
1994-11-25,J,ANIMALS,,300,"To escape predators, many lizards break off this body part; it later regenerates",Tail,NA
1994-11-25,J,OVER 15-LETTER WORDS,,300,"A quarrel, or a failure to comprehend correctly",Misunderstanding,NA
1994-11-25,J,STATE CAPITALS,,400,You can visit the Rodeo Hall of Fame at the National Cowboy Hall of Fame in this city,Oklahoma City,NA
