date,round,category,comment,value,clue,response,link
2001-06-08,J,LITERARY ANIMALS,,100,"He told the hare, ""You are much faster than I, but as you have seen, slow and steady wins the race""",the tortoise,NA
2001-06-08,J,CAR REPAIR 101,,100,"This part helps start the engine; after that, it's the alternator's job to keep the juice flowing",the battery,NA
2001-06-08,J,PRESIDENTIAL VPs,"(Alex: We'll give you the vice president, you name the president.)",100,George Bush,Ronald Reagan,NA
2001-06-08,J,THE WOMEN OF BAYWATCH,"(Alex: That's a lot more fun, I think!)",100,"Gena Lee Nolin traded in her swimsuit for a loincloth & became this ""Queen Of The Jungle""",Sheena,NA
2001-06-08,J,DIFFERENT STROKES,,100,"At the Olympics you won't see this ""canine"" race, where quick, short strokes keep the head above water",the dog paddle,NA
2001-06-08,J,"""WILL"" OF THE PEOPLE",,100,"Renaissance man who wrote several narrative poems, 154 sonnets & oh, yes, over 30 plays",William Shakespeare,NA
2001-06-08,J,LITERARY ANIMALS,,200,Dan'l Webster was this Twain animal who was so full of quail shot that he couldn't jump,"The ""Celebrated Jumping Frog""",NA
2001-06-08,J,CAR REPAIR 101,,200,This part ignites the fuel within the engine,a spark plug,NA
2001-06-08,J,PRESIDENTIAL VPs,"(Alex: We'll give you the vice president, you name the president.)",200,Richard Nixon,Dwight D. Eisenhower,NA
2001-06-08,J,THE WOMEN OF BAYWATCH,"(Alex: That's a lot more fun, I think!)",200,"For the 2000-01 season, the show dipped back into the pages of this magazine & pulled out Miss April, Brande Roderick",Playboy,NA
2001-06-08,J,DIFFERENT STROKES,,200,"Look directly skyward as you swim this way?  That's just ""Krayzelburg"" enough to work",Backstroke,NA
2001-06-08,J,"""WILL"" OF THE PEOPLE",,200,Swiss archer who broke a few child welfare laws around 1307,William Tell,NA
2001-06-08,J,LITERARY ANIMALS,,300,"Felix Salten's fawn, first appearing in print in 1923",Bambi,NA
2001-06-08,J,CAR REPAIR 101,,300,The chambers in this part will keep your car purring instead of roaring,a muffler,http://www.j-archive.com/media/2001-06-08_J_07.jpg
2001-06-08,J,PRESIDENTIAL VPs,"(Alex: We'll give you the vice president, you name the president.)",300,Harry Truman,Franklin D. Roosevelt,NA
2001-06-08,J,THE WOMEN OF BAYWATCH,"(Alex: That's a lot more fun, I think!)",300,"Lani in 1997, at the present time she may or may not be married to Dennis Rodman",Carmen Electra,NA
2001-06-08,J,DIFFERENT STROKES,,300,Mike Barrowman won 200-meter Olympic gold by swimming this stroke that uses a frog kick,the breaststroke,NA
2001-06-08,J,"""WILL"" OF THE PEOPLE",,300,"You like apples?  Well, Matt Damon got Minnie Driver's number in this film....how'd you like them apples?",Good Will Hunting,NA
2001-06-08,J,LITERARY ANIMALS,,400,"Shere Khan, Mowgli's enemy in ""The Jungle Book"", was this type of feline",Tiger,NA
2001-06-08,J,CAR REPAIR 101,,400,Metal shavings & dirt can be cleaned from the engine's lubricant with this part,an oil filter,NA
2001-06-08,J,PRESIDENTIAL VPs,"(Alex: We'll give you the vice president, you name the president.)",400,Thomas Jefferson,John Adams,NA
2001-06-08,J,THE WOMEN OF BAYWATCH,"(Alex: That's a lot more fun, I think!)",400,"As C.J. Parker, she's been in the opening credits with several variations of her name",Pamela Anderson Lee,NA
2001-06-08,J,DIFFERENT STROKES,,400,Croc Hunter Steve Irwin's nationality & the way his giant snakes move combine to form the name of this stroke,the Australian crawl,NA
2001-06-08,J,"""WILL"" OF THE PEOPLE",,400,"Last name of heavyweight champ Jess, or first name of the weatherman who'd wish him a happy 120th birthday",Willard,NA
2001-06-08,J,LITERARY ANIMALS,,500,Gabilan is the equine given to young Jody Tiflin in this Steinbeck work consisting of 4 stories,The Red Pony,NA
2001-06-08,J,CAR REPAIR 101,,500,Detroit basketball fans will tell you expanding gas forces this part down the cylinder,a piston,NA
2001-06-08,J,PRESIDENTIAL VPs,"(Alex: We'll give you the vice president, you name the president.)",500,Theodore Roosevelt,William McKinley,NA
2001-06-08,J,THE WOMEN OF BAYWATCH,"(Alex: That's a lot more fun, I think!)",500,"Seen here, she played Caroline and has since appeared on ""Nash Bridges""",Yasmine Bleeth,NA
2001-06-08,J,DIFFERENT STROKES,,NA,The name of this stroke is also a type of voting ballot that made some people's heads swim,the butterfly,NA
2001-06-08,J,"""WILL"" OF THE PEOPLE",,500,"A memorial statue to him bears his famous line, ""I never met a man I didn't like""",Will Rogers,NA
2001-06-08,DJ,KEMAL ATATURK,,200,Kemal Ataturk was born in 1881 in the city of Thessaloniki in what is now this country,Greece,NA
2001-06-08,DJ,MAY FLOWERS,,200,"Held each May in Ottawa, the world's largest festival of this flower began with a gift from Dutch royalty",Tulips,NA
2001-06-08,DJ,ITALIAN CITIES,,200,The locals call it Firenze,Florence,NA
2001-06-08,DJ,FUN WITH COLORS,,200,"Before they appear on shows like Letterman's, guests are sequestered in this waiting area",Green room,NA
2001-06-08,DJ,DIONNE WARWICK,,200,"While she sang of being ""Born & raised in San Jose"", Dionne's actually from East Orange in this state",New Jersey,NA
2001-06-08,DJ,PHONETICS,,200,Speech sound formed by the active use of these is called labial,Lips,NA
2001-06-08,DJ,KEMAL ATATURK,,400,In 1928 Ataturk removed a Turkish constitutional provision naming this as the state religion,Islam,NA
2001-06-08,DJ,MAY FLOWERS,,400,"On display in May is the spider type of this very popular ornamental flower, seen here",Orchid,NA
2001-06-08,DJ,ITALIAN CITIES,,400,"Mussolini founded the Fascist party in this city, but keep it under your hat",Milan,NA
2001-06-08,DJ,FUN WITH COLORS,,400,This card game is also called twenty-one or vingt-et-un,Blackjack,NA
