date,round,category,comment,value,clue,response,link
2006-04-12,J,MONEY MATTERS,,200,"Hey big spender--set aside a few bucks for the future in one of these, an IRA for short",an individual retirement account,NA
2006-04-12,J,DOCUMENTARIES,,200,"One of the earliest documentaries was Robert Flaherty's 1922 film about this title Eskimo ""of the North""",Nanook,NA
2006-04-12,J,GET TO THE POINT,,200,"(Jon of the Clue Crew lurks in the shadows, weapon at the ready...)  A long time ago in a galaxy far, far away, this was the weapon of choice",a lightsaber,http://www.j-archive.com/media/2006-04-12_J_04.wmv
2006-04-12,J,FOREIGN WORDS & PHRASES,,200,German bibliophiles know that a Buchhandlung is this type of retail store,a bookstore,NA
2006-04-12,J,GUMFIGHT,,200,"Just like it ""sounds"", this electric toothbrush from Philips can give you healthier gums",the Sonicare,NA
2006-04-12,J,AT THE OK. CHORALE,,200,"A Tulsa chorale adapted this holiday song, with valkyries for milkmaids & 9 ladies waltzing to Strauss","""The 12 Days Of Christmas""",NA
2006-04-12,J,MONEY MATTERS,,400,In 1976 Bank Americard got this new name with an international flavor,Visa,NA
2006-04-12,J,DOCUMENTARIES,,400,"The documentary ""Hearts of Darkness"" recounted the harrowing making of this other movie",Apocalypse Now,NA
2006-04-12,J,GET TO THE POINT,,400,"A cutting remark, or the point projecting off the end of a hook in an opposite direction",a barb,NA
2006-04-12,J,FOREIGN WORDS & PHRASES,,400,"To a Dutchman this clothing accessory is a zakdoek, & is something to sneeze at",handkerchief,NA
2006-04-12,J,GUMFIGHT,,400,"You get an award if you tell us this term for a film of bacteria around teeth that the FDA says ""begins gum disease""",plaque,NA
2006-04-12,J,AT THE OK. CHORALE,,400,Nearly 200 Oklahoma singers united in song in 2005 to raise money for the victims of these 2 hurricanes,Katrina & Rita,NA
2006-04-12,J,MONEY MATTERS,,600,"If a stock symbol has more than 3 letters, like MSFT, this company, it's probably on the NASDAQ, not the NYSE",Microsoft,NA
2006-04-12,J,DOCUMENTARIES,,600,Subway's Jared Fogle turns up for a cameo in this 2004 Morgan Spurlock film about fast food in America,Super Size Me,NA
2006-04-12,J,GET TO THE POINT,,600,Surreal thinker of the comics seen here,Zippy (the Pinhead),http://www.j-archive.com/media/2006-04-12_J_06.jpg
2006-04-12,J,FOREIGN WORDS & PHRASES,,600,"In Greek this 2-word phrase means ""the many""; it refers to the common people",hoi polloi,NA
2006-04-12,J,GUMFIGHT,,600,"From the Latin for ""gums"", it's an inflammation of the gums in which they bleed easily",gingivitis,NA
2006-04-12,J,AT THE OK. CHORALE,,600,"In 2005 the Oklahoma Master Chorale's ""Hymns to Theotokos"" featured songs dedicated to this biblical woman",Mary,NA
2006-04-12,J,MONEY MATTERS,,800,"Applying for college?  Consider going for one of these $4,000 grants, named for a Rhode Island senator in 1980",a Pell grant,NA
2006-04-12,J,DOCUMENTARIES,,800,A 1945 Hitchcock film shares its name with this 2002 documentary about the Scripps National Spelling Bee competition,Spellbound,NA
2006-04-12,J,GET TO THE POINT,,800,"Davy Crockett said the sight of this man's knife could ""give a man of squeamish stomach the colic""",Jim Bowie,NA
2006-04-12,J,FOREIGN WORDS & PHRASES,,800,"(Kelly of the Clue Crew gives an etymology lesson on the monitor.)  According to Grimm's Law, the ancient ""D"" became our ""T"" sound, and the German sound ""Ts"", so Latin ""duo"" became ""two"" in English & this word in German",zwei,http://www.j-archive.com/media/2006-04-12_J_09a.jpg
2006-04-12,J,GUMFIGHT,,800,Adjective for a tooth that's embedded in the jawbone or soft tissue of the jaw & usually has to be extracted,impacted,NA
2006-04-12,J,AT THE OK. CHORALE,,800,"The Council Oaks Men's Chorale of Tulsa wowed 'em in 2002 with their rendition of ""I Feel Pretty"" from this musical",West Side Story,NA
2006-04-12,J,MONEY MATTERS,,1000,"The bonds issued by over 95% of U.S. companies are noninvestment grade, less respectfully called these",junk,NA
2006-04-12,J,DOCUMENTARIES,,1000,"In 1997's ""Wild Man Blues"", director Barbara Kopple followed this other director & his jazz band around Europe",Woody Allen,NA
2006-04-12,J,GET TO THE POINT,,1000,The monument seen here is one of these pillars that date back to Egyptian temples,an obelisk,http://www.j-archive.com/media/2006-04-12_J_08.jpg
2006-04-12,J,FOREIGN WORDS & PHRASES,,NA,"""Margaritas ante porcos"" means this in Latin, not ""Your aunt has had too many margaritas""",pearls before swine,NA
2006-04-12,J,GUMFIGHT,,1000,"From the Latin for ""around the tooth"", this type of chronic disease is caused by bacterial infection",periodontal disease,NA
2006-04-12,J,AT THE OK. CHORALE,,1000,"In 2005 the Chorale at St. Joseph Old Cathedral in Oklahoma City sang this kind of ""Mass for the Dead"" by Mozart",a requiem,NA
2006-04-12,DJ,EUROPEAN ARCHITECTURE,,400,"This capital's Vladislav Hall, in the Bohemian Renaissance style, was once Europe's largest enclosed secular space",Prague,http://www.j-archive.com/media/2006-04-12_DJ_07.jpg
2006-04-12,DJ,NBA TEAMS' HOME ARENAS,,400,Madison Square Garden,the New York Knicks,NA
2006-04-12,DJ,DURING THE PIERCE ADMINISTRATION,,400,This country emerged from isolation & agreed in 1854 to allow the U.S. trading rights to 2 of its ports,Japan,NA
