date,round,category,comment,value,clue,response,link
1996-06-13,J,SAINTS ON THE MAP,,100,This city's Arch is in the Jefferson National Expansion Memorial in the National Park System,St. Louis,NA
1996-06-13,J,HERBS & SPICES,,100,"While offensive to vampires, this pungent herb is believed to have many benefits for humans",garlic,NA
1996-06-13,J,LEFTOVERS,,100,The adjutant birds of southeast Asia are members of this family known for family deliveries,storks,NA
1996-06-13,J,THE BODY HUMAN,,100,"This part of the large intestine is divided into ascending, transverse, descending & sigmoid sections",colon,NA
1996-06-13,J,QUOTATIONS,,100,"In 1861 this Confederate president said, ""All we ask is to be let alone""",Jefferson Davis,NA
1996-06-13,J,BROADWAY SONGS,,100,"""Aquarius""",Hair,NA
1996-06-13,J,SAINTS ON THE MAP,,200,In 1980 this volcano in the American northwest made an ash of itself,Mount St. Helens,NA
1996-06-13,J,HERBS & SPICES,,200,This pickling herb is an essential ingredient in the Scandinavian dish Gravlax,dill,NA
1996-06-13,J,LEFTOVERS,,200,A collection of jewelry valued at $2 million earned James Buchanan Brady this nickname,"""Diamond Jim""",NA
1996-06-13,J,THE BODY HUMAN,,200,These 3-headed muscles on the back of the upper arms straighten the elbow,triceps,NA
1996-06-13,J,QUOTATIONS,,200,"On Jan. 9, 1959 this U.S. president told Congress, ""America is best described by one word. Freedom""",Dwight D. Eisenhower,NA
1996-06-13,J,BROADWAY SONGS,,200,"""The Rain in Spain""",My Fair Lady,NA
1996-06-13,J,SAINTS ON THE MAP,,300,The Fountain of Youth Park in this Florida city commemorates the 1513 landing of Ponce de Leon,St. Augustine,NA
1996-06-13,J,HERBS & SPICES,,300,"These bluish-gray seeds used in cakes & salad dressings go a long way --- there are about 900,000 to a pound",poppy seeds,NA
1996-06-13,J,LEFTOVERS,,300,"Every August Williamsport, Pennsylvania hosts this organization's World Series",Little League,NA
1996-06-13,J,THE BODY HUMAN,,300,Goiters develop when this gland becomes too active or not active enough,thyroid,NA
1996-06-13,J,QUOTATIONS,,300,"Benjamin Franklin said, ""We must indeed all hang together.  Or, most assuredly, we shall all"" do this",hang separately,NA
1996-06-13,J,BROADWAY SONGS,,300,"""I Feel Pretty""",West Side Story,NA
1996-06-13,J,SAINTS ON THE MAP,,NA,"This city's largest library, the Saltykov-Shchedrin Library, has over 25 million volumes",St. Petersburg (Russia),NA
