date,round,category,comment,value,clue,response,link
2007-06-01,J,SIX MILLION-DOLLAR MEN,,200,In 1939 he & Bill Hewlett started a business in his garage with $538,(David) Packard,NA
2007-06-01,J,BARELY ALIVE,,200,"The name of this condition comes from the Greek for ""deep sleep""",a coma,NA
2007-06-01,J,"WE CAN REBUILD ""HIM""",,200,A small cap worn over the fingertip for protection,a thimble,NA
2007-06-01,J,WE HAVE THE TECHNOLOGY,,200,"Men who hate asking for directions need a product by Garmin or Magellan using GPS, this type of ""system""",a global positioning system,NA
2007-06-01,J,"BETTER, STRONGER",,200,"In a 12-year career, Mark Price's 90.4% made him the NBA's all-time leader in this shot's percentage",the free throw,NA
2007-06-01,J,FASTER,,200,"One of his fasts, in 1932, protested the British government's treatment of India's untouchables",(Mohandas) Gandhi,NA
2007-06-01,J,SIX MILLION-DOLLAR MEN,,400,"John N., of this R.I. university-endowing family, was known as ""The World's Richest Baby"" when his uncle died in 1900",the Brown family,NA
2007-06-01,J,BARELY ALIVE,,400,"If a patient is non-responsive & these openings in the iris are fixed & dilated, it's bad news",the pupils,NA
2007-06-01,J,"WE CAN REBUILD ""HIM""",,400,"""Not with a bang, but with"" this cry with low, plaintive, broken sounds",a whimper,NA
2007-06-01,J,WE HAVE THE TECHNOLOGY,,400,"The ""Pearl"" model of this Research In Motion device is an e-mail client, media player, camera & cell phone",the BlackBerry,NA
2007-06-01,J,"BETTER, STRONGER",,400,"This pitching feat has happened only 17 times in MLB history; Randy Johnson had the last one, in 2004",a perfect game,NA
2007-06-01,J,FASTER,,400,Exodus 34 reports that Moses didn't eat or drink for 40 days up here,Mount Sinai,NA
2007-06-01,J,SIX MILLION-DOLLAR MEN,,600,He moved into Las Vegas' Desert Inn in 1966 & bought the whole hotel a short time later,Howard Hughes,NA
2007-06-01,J,BARELY ALIVE,,600,"Defined as asystole, no cardiac electrical activity on the EKG is also known by this ""level"" term",a flatline,NA
2007-06-01,J,"WE CAN REBUILD ""HIM""",,600,The name of this structure on a house also refers to the vent of a volcano,a chimney,NA
2007-06-01,J,WE HAVE THE TECHNOLOGY,,600,"If you want true high def, see your way to finding this company's Bravia TV line",Sony,NA
2007-06-01,J,"BETTER, STRONGER",,600,"Noted enforcer Tiger Williams holds the NHL record with 3,966 of these; it equals about 2.75 days",penalty box minutes,NA
2007-06-01,J,FASTER,,600,"In 1909 Marion Wallace-Dunlop, best known for this cause, got out of prison after a 91-hour fast",women\'s suffrage,NA
2007-06-01,J,SIX MILLION-DOLLAR MEN,,800,"Kemmons Wilson had already made a pile with his jukebox franchise when he founded this ""festive"" family hotel chain",Holiday Inn,NA
2007-06-01,J,BARELY ALIVE,,800,"Cleveland Clinic protocol says when this 3-letter order is given by a patient, there will be no chest compressions",DNR (do not resuscitate),NA
2007-06-01,J,"WE CAN REBUILD ""HIM""",,800,"It's this Honshu seaport with a 1.1 million population, mon amour",Hiroshima,NA
2007-06-01,J,WE HAVE THE TECHNOLOGY,,NA,This technology used for wireless headsets is named after a Danish king who united parts of Scandinavia,Bluetooth,NA
2007-06-01,J,"BETTER, STRONGER",,800,"In 1896 Tom Burke set an Olympic record by going this distance in 12.0 seconds; in 2004, Justin Gatlin ran a 9.85",100 meters,NA
2007-06-01,J,FASTER,,800,In 1981 Patrick McGeown survived a 42-day hunger strike while in prison for a bombing done for this organization,the IRA,NA
2007-06-01,J,SIX MILLION-DOLLAR MEN,,1000,"Decorated with marble brought from India, the London home of tycoon Lakshmi Mittal has this punning name",the Taj Mittal,NA
2007-06-01,J,BARELY ALIVE,,1000,"Patient has tachycardia! Oh, man, he's in V-fib! Charge to 360! Clear! while I use an external this device",a defibrillator,NA
2007-06-01,J,"WE CAN REBUILD ""HIM""",,1000,"Any time you are in the tub, you can see this Greek mathematician's principle at work",Archimedes,NA
2007-06-01,J,WE HAVE THE TECHNOLOGY,,1000,"(Jimmy of the Clue Crew plugs us in to the next clue.) A common way of linking computers in the office is this type of local area networking technology, which uses a Cat5 cable with a special connector",ethernet,http://www.j-archive.com/media/2007-06-01_J_24.jpg
2007-06-01,J,"BETTER, STRONGER",,1000,"In the longest heavyweight title bout in modern history, in 1915 ""Great White Hope"" Jess Willard beat this man in 26 rds.",Jack Johnson,NA
2007-06-01,J,FASTER,,1000,In 1224 this Italian saint's 40 days of fasting brought on the stigmata,Saint Francis of Assisi,NA
2007-06-01,DJ,IN THE SONG OF HIAWATHA,,400,"Mondamin is this crop with his ""plumes and tassels"", his ""garments green and yellow""",corn,NA
2007-06-01,DJ,'90s TV,,400,In 1998 Andre Braugher won an Emmy for his work on this Baltimore-set police drama,Homicide: Life on the Street,NA
2007-06-01,DJ,ALSO A SUPREME COURT CHIEF JUSTICE,,400,Serve it on a bun,(Warren) Burger,NA
2007-06-01,DJ,DUTCH TREATY,,400,"In 1902 Dutch settlers signed the Treaty of Vereeneging, ending hostilities in this war",the Boer War,NA
2007-06-01,DJ,"HE'S DEAD, JIM",,400,Reported final resting places of this man who disappeared in 1975 include Giants Stadium & under Pulaski Skyway,Jimmy Hoffa,NA
2007-06-01,DJ,PART-LY CORRECT,,400,"Like a book such as Moby Dick, the Sierra Club has many of these divisions",chapters,NA
2007-06-01,DJ,IN THE SONG OF HIAWATHA,,800,"Hiawatha's ""swift Cheemaun for sailing"" comes from the bark of this tree",the birch,NA
2007-06-01,DJ,'90s TV,,800,Porter was the last name of this title character played by Keri Russell,Felicity,NA
2007-06-01,DJ,ALSO A SUPREME COURT CHIEF JUSTICE,,800,Actors Wagner & Redford,Roberts,NA
2007-06-01,DJ,DUTCH TREATY,,800,"The peace settlement brokered at this Congress in 1815 reunited Belgium & the Netherlands, but not for long",the Congress of Vienna,NA
2007-06-01,DJ,"HE'S DEAD, JIM",,800,"This inventor of a sport got slam dunked on November 28, 1939",(James) Naismith,NA
2007-06-01,DJ,PART-LY CORRECT,,800,"Pie?  Well, maybe just...not a slice, heavens no.  I only want this, from ths Middle English for ""split""",a sliver,NA
2007-06-01,DJ,IN THE SONG OF HIAWATHA,,1200,"Hiawatha might be frustrated when sent on a wawa chase, as ""wawa"" means this creature",a wild goose,NA
2007-06-01,DJ,'90s TV,,1200,(I'm Miguel Ferrer.) On this '90s TV series I played an FBI agent who helped Kyle MacLachlan investigate the murder of Laura Palmer,<I>Twin Peaks</I>,http://www.j-archive.com/media/2007-06-01_DJ_14.jpg
2007-06-01,DJ,ALSO A SUPREME COURT CHIEF JUSTICE,,1200,Rabbit breeding place,(Earl) Warren,NA
2007-06-01,DJ,DUTCH TREATY,,1200,"In a treaty of 1824, this current country's city of Malacca was given to the English by the Dutch",Malaysia,NA
2007-06-01,DJ,"HE'S DEAD, JIM",,1200,"In 1851 this author of ""The Prairie"" could no longer stay alive no matter what occurs",James Fenimore Cooper,NA
2007-06-01,DJ,PART-LY CORRECT,,1200,"In the ""Star Trek"" universe, it's 1/4 of the Milky Way; Deep Space 9 is in the Alpha one",a quadrant,NA
2007-06-01,DJ,IN THE SONG OF HIAWATHA,,1600,"Hiawatha ""crossed the rushing Esconaba, crossed the mighty"" this river",the Mississippi,NA
2007-06-01,DJ,'90s TV,,NA,"This sitcom debuted on Fox in August, 1998, 22 years after its setting",That \'70s Show,NA
2007-06-01,DJ,ALSO A SUPREME COURT CHIEF JUSTICE,,NA,To pursue with intent to capture,(Salmon P.) Chase,NA
2007-06-01,DJ,DUTCH TREATY,,1600,The Dutch got their independence from this country in 1648 when the Peace of Westphalia was signed,Spain,NA
2007-06-01,DJ,"HE'S DEAD, JIM",,1600,"On April 13, 1917 this U.S. businessman & lover of lavish meals found that diamonds weren't forever","""Diamond"" Jim Brady",NA
2007-06-01,DJ,PART-LY CORRECT,,1600,"An 1885 British-German agreement dividing up part of Africa was the first to refer to these ""of influence""",spheres of influence,NA
2007-06-01,DJ,IN THE SONG OF HIAWATHA,,2000,Wenonah is the mother of Hiawatha & the daughter of this woman of Wigwam fame,Nokomis,NA
