date,round,category,comment,value,clue,response,link
2008-10-21,J,IN MEMORIAM 2008,,200,"This ABC sportscaster long associated with the Olympics didn't get to see the Beijing games, as he died in June",Jim McKay,NA
2008-10-21,J,GET THE POINT,,200,This senator,John Kerry,http://www.j-archive.com/media/2008-10-21_J_26.jpg
2008-10-21,J,BORN TO BE MILD,,200,"On July 6, 1935 he was born in Tibet for either the 1st or 14th time",the Dalai Lama,NA
2008-10-21,J,LIGHTNING YOUR LOAD,,200,"The safest place to be during a thunderstorm is in a building equipped with one of these, invented by Ben Franklin",a lightning rod,NA
2008-10-21,J,"THERE WILL BE ""UD""",,200,11 gents conferring on a plan of attack on a football field,a huddle,NA
2008-10-21,J,AND THEN THERE'S BEA ARTHUR,,200,Bea Arthur played this signature role on the small screen from 1972 to 1978,Maude,NA
2008-10-21,J,IN MEMORIAM 2008,,400,He became the world's most famous beekeeper when he conquered Everest in 1953,Sir Edmund Hillary,NA
2008-10-21,J,GET THE POINT,,400,This Supreme Court justice,Ruth Bader Ginsburg,http://www.j-archive.com/media/2008-10-21_J_27.jpg
2008-10-21,J,BORN TO BE MILD,,400,"Missionary?  Not impossible for him, born in Assisi in 1181 or 1182",St. Francis,NA
2008-10-21,J,LIGHTNING YOUR LOAD,,400,"Of 1 in 500, in 5,000 or in 5 million, the odds of being struck in one's lifetime, according to the NOAA","1 in 5,000",NA
2008-10-21,J,"THERE WILL BE ""UD""",,400,"What's that, Mr. Kane?  Someone said you wanted this?",a rosebud,http://www.j-archive.com/media/2008-10-21_J_02.jpg
2008-10-21,J,AND THEN THERE'S BEA ARTHUR,,400,Bea turned out to be Larry David's real mother on a 2005 episode of this series,Curb Your Enthusiasm,NA
2008-10-21,J,IN MEMORIAM 2008,,600,"Sadly, we'll never again hear this comedian do his ""7 words you can never say on TV"" routine",George Carlin,NA
2008-10-21,J,GET THE POINT,,600,This edifice,the Chrysler Building,http://www.j-archive.com/media/2008-10-21_J_28.jpg
2008-10-21,J,BORN TO BE MILD,,600,"This writer began communing with nature on July 12, 1817 in Concord, Massachusetts",Henry David Thoreau,NA
2008-10-21,J,LIGHTNING YOUR LOAD,,600,This lord of Olympus punished wayward mortals & lesser gods by hurling lightning bolts at them,Zeus,NA
2008-10-21,J,"THERE WILL BE ""UD""",,600,"A person who does distasteful work; it's also in the name of an online ""Report""",a drudge,NA
2008-10-21,J,AND THEN THERE'S BEA ARTHUR,,600,In 1964 Bea shot to fame as Yente the matchmaker in the original Broadway production of this musical,Fiddler on the Roof,NA
2008-10-21,J,IN MEMORIAM 2008,,800,"A nationally syndicated newspaper columnist, he also hosted the TV show ""Firing Line"" 1966-1999",William F. Buckley (Jr.),NA
2008-10-21,J,GET THE POINT,,800,This assassin,John Wilkes Booth,http://www.j-archive.com/media/2008-10-21_J_29.jpg
2008-10-21,J,BORN TO BE MILD,,800,"His Oct. 2, 1869 birth in Porbandar, India would change the world",(Mohandas) Gandhi,NA
2008-10-21,J,LIGHTNING YOUR LOAD,,800,"Roy Sullivan, who had this outdoorsy job, holds the Guinness record for being hit by lightning: 7 times",a park ranger,NA
2008-10-21,J,"THERE WILL BE ""UD""",,800,"10-letter term for a difficult, cantankerous person",a curmudgeon,NA
2008-10-21,J,AND THEN THERE'S BEA ARTHUR,,800,Bea won her second Emmy for playing Dorothy Zbornak on this sitcom,The Golden Girls,NA
2008-10-21,J,IN MEMORIAM 2008,,1000,"This Oscar-winning director's very literary output included ""Cold Mountain"" & ""The English Patient""",Anthony Minghella,NA
2008-10-21,J,GET THE POINT,,1000,This ship's memorial,the Arizona,http://www.j-archive.com/media/2008-10-21_J_30.jpg
2008-10-21,J,BORN TO BE MILD,,1000,"No ""blockhead"", this cartoonist drew his first breath in Minneapolis on Nov. 26, 1922",Charles Schulz,NA
2008-10-21,J,LIGHTNING YOUR LOAD,,NA,The leading cause of indoor lightning injuries involves the use of this everyday device,the telephone,NA
2008-10-21,J,"THERE WILL BE ""UD""",,1000,This Bible book covers the period between Joshua's death & Saul's accession to the throne,Judges,NA
2008-10-21,J,AND THEN THERE'S BEA ARTHUR,,1000,In 1979 Bea hosted this late night comedy show & The Roches were the musical guest,Saturday Night Live,NA
2008-10-21,DJ,THE HUMAN BODY,,400,The name of the hypoglossal nerve tells you it's situated under this,the tongue,NA
2008-10-21,DJ,HITCHCOCK FILMS IN OTHER WORDS,,400,Romijn or De Mornay,Rebecca,NA
2008-10-21,DJ,"""M"": A NATION",,400,"A tiny, hilly wedge, it lies 9 miles east of Nice, France",Monaco,NA
2008-10-21,DJ,THE MISSING DRINK,,400,Harvey____of magnesia,milk,NA
2008-10-21,DJ,I HAVE A QUESTION,,400,"Macbeth asks, ""Is this"" this ""which I see before me, the handle toward my hand?""",a dagger,NA
2008-10-21,DJ,WHAT'VE YOU GOT THERE?,,400,"Oh, it's the golden dollar coin, featuring this woman, that was released into circulation on January 27, 2000",Sacagawea,NA
2008-10-21,DJ,THE HUMAN BODY,,800,"(Jon of the Clue Crew plays with a skeleton.)  The knee is the joint where the femur, the body's longest bone, meets this large shin bone",the tibia,http://www.j-archive.com/media/2008-10-21_DJ_12b.jpg
2008-10-21,DJ,HITCHCOCK FILMS IN OTHER WORDS,,800,Members of the class Aves,The Birds,NA
2008-10-21,DJ,"""M"": A NATION",,NA,"This nation comprises more than 2,000 small islands in the western Pacific Ocean",Micronesia,NA
2008-10-21,DJ,THE MISSING DRINK,,800,Heavy ____skier,water,NA
2008-10-21,DJ,I HAVE A QUESTION,,800,"Act IV of this writer's 1904 play has the line""Do you believe in fairies?""  (He didn't add ""Yes!"")",J.M. Barrie,NA
2008-10-21,DJ,WHAT'VE YOU GOT THERE?,,800,The cutter here is used to remove the end of one of these before its use,a cigar,http://www.j-archive.com/media/2008-10-21_DJ_27.jpg
2008-10-21,DJ,THE HUMAN BODY,,1200,"The name of this gland found only in men is from the Greek for ""standing before""",the prostate gland,NA
2008-10-21,DJ,HITCHCOCK FILMS IN OTHER WORDS,,1200,"Held, as if by some magical charm",Spellbound,NA
2008-10-21,DJ,"""M"": A NATION",,1200,"Greece is possessive about this name, so the U.N. has a member nation called the Former Yugoslav Republic of this",Macedonia,NA
2008-10-21,DJ,THE MISSING DRINK,,1200,High ____rose,tea,NA
2008-10-21,DJ,I HAVE A QUESTION,,1200,"""'What's to-day?' cried"" this Dickens guy, ""calling downward to a boy in Sunday clothes""",Ebenezer Scrooge,NA
2008-10-21,DJ,WHAT'VE YOU GOT THERE?,,2547,"So you're not neutral on having the Ranger type of this knife with a wood saw, can opener &, of course, toothpick",a Swiss Army knife,NA
2008-10-21,DJ,THE HUMAN BODY,,1600,"(Sarah of the Clue Crew points to a diagram of the heart on the monitor.)  Deoxygenated blood is carried back to the heart via the body's two largest veins, the superior & inferior this",the vena cava,http://www.j-archive.com/media/2008-10-21_DJ_14.jpg
2008-10-21,DJ,HITCHCOCK FILMS IN OTHER WORDS,,1600,"Duran Duran tune that means ""unfavorably famous""",Notorious,NA
