date,round,category,comment,value,clue,response,link
1992-05-19,J,BIOGRAPHIES,,100,"An unauthorized biography of this radio personality is entitled ""The Man from Lake Wobegon""",Garrison Keillor,NA
1992-05-19,J,THE FBI,,100,"In 1924 the identification division was created with over 800,000 cards bearing these markings",fingerprints,NA
1992-05-19,J,FILMS OF THE '90s,,100,"The documentary ""Truth or Dare"" takes a look at this rock star, on & off stage",Madonna,NA
1992-05-19,J,BOSTON,,100,"This document got its first reading in Boston July 18, 1776 at the Old State House",the Declaration of Independence,NA
1992-05-19,J,SHOPPING,,100,The Walter Drake Company has over 800 patterns of these in stock if you want to replace your chipped ones,China (or dishes),NA
1992-05-19,J,"""KING""s",,100,"In 1973 she helped found, & also served as first president of, the Women's Tennis Association",Billie Jean King,NA
1992-05-19,J,BIOGRAPHIES,,200,"B.D. Hyman told what it was like living with this movie star mother in 1985's ""My Mother's Keeper""",Bette Davis,NA
1992-05-19,J,THE FBI,,200,"Appointed in 1924, he was FBI director under every president from Coolidge or Nixon",(J. Edgar) Hoover,NA
1992-05-19,J,FILMS OF THE '90s,,200,"In a 1991 summer blockbuster, he returned to the screen as ""The Terminator""",(Arnold) Schwarzenegger,NA
1992-05-19,J,BOSTON,,200,"Benjamin Franklin once grazed his cow in this, the nation's oldest public park",Boston Common,NA
1992-05-19,J,SHOPPING,,200,The shopping mall nicknamed Pentagon City is located conveniently near the Pentagon in this city,"Arlington, Virginia",NA
1992-05-19,J,"""KING""s",,200,This comedian got his big break after appearing with Judy Garland at the Palace Theatre,Alan King,NA
1992-05-19,J,BIOGRAPHIES,,300,"""First Father, First Daughter"" was her memoir",Maureen Reagan,NA
1992-05-19,J,THE FBI,,300,"As a fugitive, James Earl Ray became the first ""special addition"" to this list",the Ten Most Wanted,NA
1992-05-19,J,FILMS OF THE '90s,,300,James Caan played a writer held captive by his No. 1 fan in this thriller,Misery,NA
1992-05-19,J,BOSTON,,300,This stadium has been the home of football's Patriots as well as baseball's Red Sox,Fenway Park,NA
1992-05-19,J,SHOPPING,,300,"A Pea in the Pod specializes in fashions for these people, as you might ""expect""",expectant mothers (pregnant people accepted),NA
1992-05-19,J,"""KING""s",,300,"He was the man behind such boxing events as the ""Rumble in the Jungle"" & the ""Thrilla in Manila""",Don King,NA
1992-05-19,J,BIOGRAPHIES,,400,"The subtitle of Dan Kurzman's 1983 biography of this 1st Israeli prime minister is ""Prophet of Fire""",David Ben-Gurion,NA
1992-05-19,J,THE FBI,,400,Until the mid-'70s the FBI was headquartered in this building,the Department of Justice (the Justice Building accepted),NA
1992-05-19,J,FILMS OF THE '90s,,400,"Title pair played by Geena Davis & Susan Sarandon, a couple of good ol' girls from Arkansas",Thelma & Louise,NA
1992-05-19,J,BOSTON,,400,The Boston Pops orchestra plays outdoor concerts at Hatch Shell on the banks of this river,the Charles,NA
1992-05-19,J,SHOPPING,,400,"By definition, this kind of shop pays no import tax on goods of foreign make",a duty-free shop,NA
1992-05-19,J,"""KING""s",,400,"In addition to hosting a ""Live"" cable interview show on CNN, he also writes a newspaper column",Larry King,NA
1992-05-19,J,BIOGRAPHIES,,500,"""The Lone Star"" is James Reston Jr.'s biography of this former Texas governor & U.S. Sec'y of the Treasury",(John) Connally,NA
1992-05-19,J,THE FBI,,500,"According to its motto, the FBI's initials stand for ""fidelity, bravery"" & this",integrity,NA
1992-05-19,J,FILMS OF THE '90s,,500,"In this highly acclaimed film, Oscar nominee Angelica Houston played a professional con artist",The Grifters,NA
1992-05-19,J,BOSTON,,NA,"This fashionable neighborhood was the site of a lighted signal in the 1600s, hence its name",Beacon Hill,NA
1992-05-19,J,SHOPPING,,500,This department store on Brompton Road has been called London's most famous,Harrods,NA
1992-05-19,J,"""KING""s",,500,"In 1968 she called upon American women to unite & fight the evils of racism, poverty & war",Coretta Scott King,NA
1992-05-19,DJ,JAPAN,,200,You can reach the summit of this mountain via the Gotemba or Subashiri paths,Fujiyama,NA
1992-05-19,DJ,FEATHERED FRIENDS,,200,This small bird is the only one that can fly backwards,the hummingbird,NA
1992-05-19,DJ,THE 17th CENTURY,,200,In 1609 Christianized Muslims called Moriscos were expelled from this country,Spain,NA
1992-05-19,DJ,NEWSPAPERS,,200,"On Oct. 25, 1896 this newspaper first used the slogan ""All the news that's fit to print""",The New York Times,NA
1992-05-19,DJ,ALUMINUM,,200,In 1962 Alcoa introduced pull tabs & aluminum ends on these,cans,NA
1992-05-19,DJ,QUEENS,,200,"On her death in 1901, Henry James remarked, ""We all feel a bit motherless today""",Victoria,NA
1992-05-19,DJ,JAPAN,,400,"You wash before entering an ofuro, a traditional Japanese one of these",a bath,NA
1992-05-19,DJ,FEATHERED FRIENDS,,400,"Species of this wading bird include the great blue, great white & green-backed",the heron,NA
1992-05-19,DJ,THE 17th CENTURY,,400,In 1647 astronomer Johannes Hevelius published the 1st detailed atlas of this heavenly body,the moon,NA
1992-05-19,DJ,NEWSPAPERS,,400,This London paper owned by Rupert Murdoch was founded in 1785 as the Daily Universal Register,the London Times,NA
1992-05-19,DJ,ALUMINUM,,400,"In English-speaking countries other than the U.S., aluminum is called this",aluminium,NA
1992-05-19,DJ,QUEENS,,400,"For political reasons, this 1st c. BC ruler called herself the daughter of Ra, the Egyptian sun god",Cleopatra,NA
1992-05-19,DJ,JAPAN,,600,The Shinkansen is the famous high-speed one of these,train,NA
1992-05-19,DJ,FEATHERED FRIENDS,,600,The California species of this New World vulture is North America's largest flying bird,the condor,NA
1992-05-19,DJ,THE 17th CENTURY,,NA,"After a fire destroyed this Scandinavian capital in 1624, it was rebuilt & renamed Christiania",Oslo,NA
1992-05-19,DJ,NEWSPAPERS,,600,The Bangor Daily News & the Portland Press Herald are this state's largest dailies,Maine,NA
1992-05-19,DJ,ALUMINUM,,600,"Cryolite, once used in making aluminum, is found in large quantities only on this large Danish island",Greenland,NA
1992-05-19,DJ,QUEENS,,600,"Blamed for France's bankruptcy, she came to be called ""Madame Deficit""",Marie Antoinette,NA
1992-05-19,DJ,JAPAN,,800,This moated residence in Tokyo is open to the public only 2 days a year,the Imperial Palace,NA
1992-05-19,DJ,FEATHERED FRIENDS,,800,Most domestic species of duck are descended from this wild duck,a mallard,NA
1992-05-19,DJ,THE 17th CENTURY,,800,"In the 1605 Gunpowder Plot, he led a group of conspirators in trying to blow up the English Parliament",Guy Fawkes,NA
1992-05-19,DJ,NEWSPAPERS,,800,In 1989 the Supreme Court upheld the partial merger of the Detroit News & this competitor,the Free Press,NA
1992-05-19,DJ,ALUMINUM,,800,"This aluminum ore gets its name from Les Baux, France, where it was discovered",bauxite,NA
1992-05-19,DJ,QUEENS,,800,"While imprisoned at Lochleven Castle in 1567, she was forced to abdicate in favor of her son James",Mary Stuart,NA
1992-05-19,DJ,JAPAN,,1000,"This city, site of the 1972 Winter Olympics, is capital of Hokkaido Prefecture",Sapporo,NA
1992-05-19,DJ,FEATHERED FRIENDS,,1000,"Female swans are called pens; male swans, this",cobs,NA
1992-05-19,DJ,THE 17th CENTURY,,1000,"When his half-brother died in 1696, he became the sole ruler of Russia",Peter the Great,NA
1992-05-19,DJ,NEWSPAPERS,,NA,"Of over 130 newspaper groups in the U.S., this one which owns USA Today is the largest",Gannett,NA
1992-05-19,DJ,ALUMINUM,,1000,1 of 2 elements more abundant than aluminum in the Earth's crust,silicon (or oxygen),NA
1992-05-19,DJ,QUEENS,,1000,"According to Ethiopian tradition, the name of this Biblical queen was Makeda",the Queen of Sheba,NA
1992-05-19,FJ,ARTISTS,,NA,"2 of his major works are ""Synagogue at Safed"" (1931) & ""King David"" (1951)",Chagall,NA
