date,round,category,comment,value,clue,response,link
1985-11-20,NA,NA,NA,NA,NA,NA,NA
1985-11-20,NA,NA,NA,NA,NA,NA,NA
1985-11-20,NA,NA,NA,NA,NA,NA,NA
1985-11-20,NA,NA,NA,NA,NA,NA,NA
1985-11-20,J,NATIONAL PARKS,,100,"Established in 1872, it's the oldest national park in U.S.",Yellowstone Park,NA
1985-11-20,NA,NA,NA,NA,NA,NA,NA
1985-11-20,J,THE ’70s,,200,"In 1977, Bishop John Neumann was 1st American man to be named this by Roman Catholic Church",saint,NA
1985-11-20,J,GEMS,,200,"Of amber, amethyst, or agate, the one that once came from a living thing",amber,NA
1985-11-20,J,SONGS WITH SPIRITS,,200,The real title of this 1979 hit by Rupert Holmes is “Escape”,"""The Piña Colada Song""",NA
1985-11-20,J,POULTRY,,200,"Besides the breast, only part of chicken or turkey that is all white meat",wing,NA
1985-11-20,J,NATIONAL PARKS,,200,"Of historic value, recreational value, or natural features, reason most nat'l parks are preserved",natural values,NA
1985-11-20,J,STARTS WITH “B”,,200,The 2 South American countries whose names begin with “B”,Brazil & Bolivia,NA
1985-11-20,J,THE ’70s,,300,"Cellist Charlotte Moorman achieved fame by performing this way, but just “barely”",topless,NA
1985-11-20,J,GEMS,,300,Intaglio & cameo are principal forms of doing this to gemstones,carving (or engraving),NA
1985-11-20,J,SONGS WITH SPIRITS,,300,"This & “wild women will drive you crazy, will drive you insane”",cigarettes & (rye) whiskey,NA
1985-11-20,J,POULTRY,,300,Candling is a technique to inspect these,eggs,NA
1985-11-20,J,NATIONAL PARKS,,300,California national park that's site of the world's tallest known tree,Redwood National Park,NA
1985-11-20,J,STARTS WITH “B”,,300,"The only “B” word in the nursery rhyme, “Little Miss Muffet”",beside,NA
1985-11-20,J,THE ’70s,,400,"In March of 1979, Egypt was suspended from this organization for signing peace treaty with Israel",the Arab League,NA
1985-11-20,J,GEMS,,400,Gemologists call this stone found in abundance in Australia hydrated silica gel,opal,NA
1985-11-20,J,SONGS WITH SPIRITS,,400,"According to The Limelighters, “It's ever so much nicer than beer... m'dear”",Madeira,NA
1985-11-20,J,POULTRY,,400,Some farmers specialize in raising pullets which are these,young hens,NA
1985-11-20,J,NATIONAL PARKS,,400,"Kentucky's only national park, it's great for spelunkers",Mammoth Cave National Park,NA
1985-11-20,J,STARTS WITH “B”,,400,From Greek for “great hunger” beating this behavior syndrome is among Jane Fonda's causes,bulimia,NA
