date,round,category,comment,value,clue,response,link
2018-06-08,J,ITALY BEFORE THE ROMANS,,200,"Prehistoric Villanovans in the 700s B.C. cremated their dead, created geometric art & made use of this alloy",bronze,http://www.j-archive.com/media/2018-06-08_J_01.jpg
2018-06-08,J,POP CULTURE SQUIRRELS,,200,Sandy Cheeks wears  a space suit & helmet underwater so she can hang out with this title guy,SpongeBob SquarePants,NA
2018-06-08,J,THIS CATEGORY WILL BLOW YOU AWAY,,200,"Don't try it at home, but it's the art form being practiced here",glassblowing,http://www.j-archive.com/media/2018-06-08_J_16.jpg
2018-06-08,J,STATE OF THE NEWSPAPER,,200,The Hartford Courant,Connecticut,NA
2018-06-08,J,SAILING LIT,,200,"The vessel in Lothar-Gunther Buchheim's claustrophobic World War II novel ""Das Boot"" is one of these",a U-boat,NA
2018-06-08,J,TONGUE-TWISTER PROTAGONISTS,,200,"A groundhog, under this alias",a woodchuck,NA
2018-06-08,J,ITALY BEFORE THE ROMANS,,400,"For 1,000 years before the Romans, the Nuragic culture built stone fortresses on this ""fishy"" island",Sardinia,NA
2018-06-08,J,POP CULTURE SQUIRRELS,,400,"Scrat is the nutty, acorn-obsessed saber-toothed squirrel in this series of movies",Ice Age,NA
2018-06-08,J,THIS CATEGORY WILL BLOW YOU AWAY,,400,"In this play Oberon tells Puck, ""I know a bank where the wild thyme blows""",A Midsummer Night\'s Dream,NA
2018-06-08,J,STATE OF THE NEWSPAPER,,400,The Columbus Dispatch,Ohio,NA
2018-06-08,J,SAILING LIT,,400,"For poet John Masefield, ""All I ask is a tall ship and"" this ""to steer her by""",a star,NA
2018-06-08,J,TONGUE-TWISTER PROTAGONISTS,,400,A beachside vendor of these,seashells,NA
2018-06-08,J,ITALY BEFORE THE ROMANS,,NA,"Around 600 B.C. the Insubres, a tribe in northern Italy, founded Mediolanum, today this city",Milan,NA
2018-06-08,J,POP CULTURE SQUIRRELS,,600,Twiggy the squirrel is a cultural sensation for expertly doing this aquatic activity,water-ski,NA
2018-06-08,J,THIS CATEGORY WILL BLOW YOU AWAY,,600,"Usually made from a ram's horn, it's traditionally blown during the Jewish high holiday of Rosh Hashanah",a shofar,http://www.j-archive.com/media/2018-06-08_J_20.jpg
2018-06-08,J,STATE OF THE NEWSPAPER,,600,The Rapid City Journal,South Dakota,NA
2018-06-08,J,SAILING LIT,,600,"""My purpose holds to sail beyond the sunset"", he says in a Tennyson poem that bears his name, set after a Homer epic",Ulysses,NA
2018-06-08,J,TONGUE-TWISTER PROTAGONISTS,,600,A man with this first name also applied to a male turkey (he threw Tim three thumbtacks),Tom,NA
2018-06-08,J,ITALY BEFORE THE ROMANS,,800,"According to legend, refugees of this 1200 B.C. conflict first fled to Thrace, then north Africa & finally Italy",the Trojan War,NA
2018-06-08,J,POP CULTURE SQUIRRELS,,800,June Foray gave voice to this high-flying resident of Frostbite Falls--again!,Rocky (the Flying Squirrel),NA
2018-06-08,J,THIS CATEGORY WILL BLOW YOU AWAY,,800,In November 1605 he was caught red-handed in a cellar getting ready to blow up England's Parliament,Guy Fawkes,NA
2018-06-08,J,STATE OF THE NEWSPAPER,,800,The Bainbridge Island Review,Washington,NA
2018-06-08,J,SAILING LIT,,800,"A strange ship called the Demeter brings this character to England, but its crew is gone & the captain is dead!",Count Dracula,NA
2018-06-08,J,TONGUE-TWISTER PROTAGONISTS,,800,This boy who selected vine fruits from the brine,Peter Piper,NA
2018-06-08,J,ITALY BEFORE THE ROMANS,,1000,"The colonies of Magna Graecia included Croton, home of Milo & many other victors in these regular competitions",the Olympics,NA
2018-06-08,J,POP CULTURE SQUIRRELS,,1000,"Slappy & Skippy Squirrel were characters in this cartoon series that also starred Wakko, Yakko & Dot",the Animaniacs,NA
