date,round,category,comment,value,clue,response,link
1998-09-17,J,THE OLD FARMER'S ALMANAC,,100,"An Old Farmer's proverb says ""March winds and"" these ""bring forth May flowers""",April showers,NA
1998-09-17,J,SCIENCE CLASS,,100,"By definition, organic compounds must contain atoms of this element",Carbon,NA
1998-09-17,J,THE SMALL SCREEN,,100,Tom Smothers guest-starred as Todd's hippie dad on this Brooke Shields sitcom,"""Suddenly Susan""",NA
1998-09-17,J,INVENTORS,,100,In June 1896 he completed his first automobile at his home on Bagley Avenue in Detroit,Henry Ford,NA
1998-09-17,J,IT'S ALL RELATIVE,,100,Nicolas Cage is this to Francis Ford Coppola,Nephew,NA
1998-09-17,J,"CROSSWORD CLUES ""B""",,100,Baby bed          (8),Bassinet,NA
1998-09-17,J,THE OLD FARMER'S ALMANAC,,200,"To cure these in a baby, the Almanac advises, don't yell Boo; put 2 broom straws in its hair",Hiccups,NA
1998-09-17,J,SCIENCE CLASS,,200,"The name of this science comes from 2 Greek words meaning ""Earth discussion""",Geology,NA
1998-09-17,J,THE SMALL SCREEN,,200,"This ""X-Files"" star also hosts Showtime's ""Red Shoe Diaries""",David Duchovny,NA
1998-09-17,J,INVENTORS,,200,"In 1896 he received his first patent for wireless telegraphy in England, not his native Italy",Guglielmo Marconi,NA
1998-09-17,J,IT'S ALL RELATIVE,,200,William Henry Harrison was this to Benjamin Harrison,Grandfather,NA
1998-09-17,J,"CROSSWORD CLUES ""B""",,200,Dugout furniture             (5),Bench,NA
1998-09-17,J,THE OLD FARMER'S ALMANAC,,300,The Almanac's gardener's companion says it's the most popular garden vegetable (or is it a fruit?),Tomato,NA
1998-09-17,J,SCIENCE CLASS,,300,This threadlike structure found in cells is made up largely of proteins & DNA,Chromosomes,NA
1998-09-17,J,THE SMALL SCREEN,,NA,"(Hi, I'm Fred Savage.  The answer is:)  On ""The Wonder Years"" I played Kevin Arnold; this actor narrated the show as the adult Kevin",Daniel Stern,http://www.j-archive.com/media/1998-09-17_J_08.jpg
1998-09-17,J,INVENTORS,,300,"George Eastman received a patent for this on September 4, 1888; say cheese!",the (roll-film) camera,NA
1998-09-17,J,IT'S ALL RELATIVE,,300,Garry Marshall is this to Penny Marshall,Brother,NA
1998-09-17,J,"CROSSWORD CLUES ""B""",,300,Winged monarch            (9),Butterfly,NA
