date,round,category,comment,value,clue,response,link
1985-12-10,J,BODIES OF WATER,,100,"Largest undrained freshwater swamp in lower 48 U.S. states, fortunately for Pogo",Okefenokee Swamp,NA
1985-12-10,J,CHOCOLATE,,100,"This European nation discovered chocolate in Mexico, then kept it a secret for almost 100 years",Spain,NA
1985-12-10,J,1932,,100,"Completed in 1932, this NYC movie house still has more seats than any other in the world",Radio City Music Hall,NA
1985-12-10,J,PROVERBIAL ANATOMY,,100,"Cervantes wrote in ""Don Quixote"", ""A bird"" here ""is worth two in the bush""",a hand,NA
1985-12-10,J,WEATHER,,100,Some say it comes in like a lion & goes out like a lamb,March,NA
1985-12-10,J,"""BULL""",,100,Informal discussion group,bull session,NA
1985-12-10,J,BODIES OF WATER,,200,"Lake Kinneret & the Sea of Tiberias are other names for this Biblical ""Sea""",Sea of Galilee,NA
1985-12-10,J,CHOCOLATE,,200,Largest stockholder of this U.S. chocolate co. is an orphanage started by co.'s founder,Hershey,NA
1985-12-10,J,1932,,200,"On July 8th, it dropped to 41.22, its lowest point of the Great Depression",Dow Jones,NA
1985-12-10,J,PROVERBIAL ANATOMY,,200,"Ovid said, ""Ugly is a field without grass, a plant without leaves, or"" this without hair",the head,NA
1985-12-10,J,WEATHER,,200,"If the air is ½ saturated, this is the relative humidity",50%,NA
1985-12-10,J,"""BULL""",,200,Weapon of Indiana Jones & Zorro,bullwhip,NA
1985-12-10,J,BODIES OF WATER,,300,"Wheeling, W.V. is a port on this major river",Ohio River,NA
1985-12-10,J,CHOCOLATE,,300,"Field ration D a 600 calorie chocolate starvation preventative, was developed for this war",World War II,NA
1985-12-10,J,1932,,300,French medics found fewer germs were exchanged during a kiss than this less intimate greeting,handshake,NA
1985-12-10,J,PROVERBIAL ANATOMY,,300,This is the mirror of the soul,eyes,NA
1985-12-10,J,WEATHER,,300,"In Poland, it's ""God's gift to Poland"", in England ""all hallow's summer"", & in America, this",Indian summer,NA
1985-12-10,NA,NA,NA,NA,NA,NA,NA
1985-12-10,J,BODIES OF WATER,,400,North American Bay named for explorer whose crew mutinied & cast him adrift there,Hudson Bay,NA
1985-12-10,J,CHOCOLATE,,400,"Cocoa is a misspelling of this word from Maya for ""bitter juice""",cacao,NA
