date,round,category,comment,value,clue,response,link
2001-01-03,J,STREET SMARTS,,100,It's the stately street where the U.S. president lives,Pennsylvania Avenue,NA
2001-01-03,J,DRUGS,,100,The Salk vaccine prevents this crippling disease,Polio,NA
2001-01-03,J,FRIENDS,,100,"These 2 friends are credited with the lyric ""Oh I get by with a little help from my friends""",John Lennon & Paul McCartney,NA
2001-01-03,J,ROMANS,,100,The Romans didn't usually use these vehicles in battle; they were reserved for the victory parades,Chariots,NA
2001-01-03,J,COUNTRYMEN,(Alex: All of the clues have to do with men and women who have a country in their name--think about that.),100,"This basketball great is sometimes called ""His Airness""",Michael Jordan,NA
2001-01-03,J,LEND ME YOUR MOUSEKETEER EARS,,100,She's probably America's favorite Mouseketeer & QVC sells her collectible bears,Annette Funicello,NA
2001-01-03,J,STREET SMARTS,,200,"In this European city the locals call the Boulevard Saint-Michel the ""Boul' Miche"" for short",Paris,NA
2001-01-03,J,DRUGS,,200,This drug first synthesized in 1905 is now less common as a dental anesthetic than lidocaine,Novocaine,NA
2001-01-03,J,FRIENDS,,200,"According to a classic song title, these ""Are A Girl's Best Friend""",Diamonds,NA
2001-01-03,J,ROMANS,,200,Commit the crime & you may have had to do the time in one of these schools to learn fighting for the games,Gladiator school,NA
2001-01-03,J,COUNTRYMEN,(Alex: All of the clues have to do with men and women who have a country in their name--think about that.),200,"As Rod Tidwell in ""Jerry Maguire"", he popularized the phrase ""Show me the money!""","Cuba Gooding, Jr.",NA
2001-01-03,J,LEND ME YOUR MOUSEKETEER EARS,,200,"From 1991 to 1993 this future ""Felicity"" star was in the house with Mickey Mouse",Keri Russell,NA
2001-01-03,J,STREET SMARTS,,300,This Manhattan avenue has long been synonymous with the advertising industry,Madison Avenue,NA
2001-01-03,J,DRUGS,,300,The administration of drugs was made much easier by this 1853 invention seen here,Hypodermic needle,NA
2001-01-03,J,FRIENDS,,300,"In a Shakespeare play, he says ""Friends, Romans, Countrymen, lend me your ears""",Mark Antony (after the death of Caesar),NA
2001-01-03,J,ROMANS,,300,"The Romans celebrated Anna Perenna, sort of a New Year's Day festival, on the 15th or ides of this month",March,NA
2001-01-03,J,COUNTRYMEN,(Alex: All of the clues have to do with men and women who have a country in their name--think about that.),300,"This supermodel known for her swimsuit issue covers was born in Santa Barbara, not in Dublin",Kathy Ireland,NA
2001-01-03,J,LEND ME YOUR MOUSEKETEER EARS,,300,"Platinum albums, an exercise video, touring & writing a book have kept this teen from Plantwood, Louisiana busy",Britney Spears,NA
2001-01-03,J,STREET SMARTS,,400,The Garden State Parkway passes by Paramus & Passaic in this state,New Jersey,NA
2001-01-03,J,DRUGS,,400,"From the Latin for ""I shall please"", it's a fake drug given in place of a real one",Placebo,NA
2001-01-03,J,FRIENDS,,400,Movie in which Billy Crystal told Meg Ryan that a man & a woman can never truly be friends,When Harry Met Sally...,NA
2001-01-03,J,ROMANS,,400,A funny thing might have happened on the way to this chief marketplace of Rome,The Forum,NA
2001-01-03,J,COUNTRYMEN,(Alex: All of the clues have to do with men and women who have a country in their name--think about that.),400,This younger brother of Rob is married to Hilary Swank,Chad Lowe,NA
2001-01-03,J,LEND ME YOUR MOUSEKETEER EARS,,400,'50s club member Cubby O'Brien continued to play this instrument as an adult for the Carpenters & Bernadette Peters,Drums,NA
2001-01-03,J,STREET SMARTS,,500,In 1775 Daniel Boone blazed this road through the Cumberland Gap,Wilderness Road,NA
2001-01-03,J,DRUGS,,500,"AKA Zidovudine, the drug with this 3-letter abbreviation was approved in 1987 to fight the AIDS virus",AZT,NA
2001-01-03,J,FRIENDS,,500,"Her novel ""Circle of Friends"" became a movie starring Minnie Driver",Maeve Binchy,NA
2001-01-03,J,ROMANS,,NA,"From the Latin for ""mob"", it was the term for the Latin spoken by the mobs of uneducated Romans",Vulgar Latin,NA
2001-01-03,J,COUNTRYMEN,(Alex: All of the clues have to do with men and women who have a country in their name--think about that.),500,"Nobel Prize-winning novelist Anatole, or the country of his birth",France,NA
2001-01-03,J,LEND ME YOUR MOUSEKETEER EARS,,500,"The former Mouseketeer & ""Facts of Life"" star seen here, she's now a mom who home-schools her 3 kids",Lisa Whelchel,NA
2001-01-03,DJ,SCIENCE & NATURE,,200,"This African carnivore famous for its ""laugh"" also emits a piercing howl",Hyena,NA
2001-01-03,DJ,TV TITLE ROLES,(Alex: You have to name the actor.),200,"""Frasier""",Kelsey Grammer,NA
2001-01-03,DJ,NORTHWESTERN INDIANS,,200,"These 50-foot-tall cedarwood creations have been called ""The Hallmark of Northwest Coastal Art""",Totem poles,NA
2001-01-03,DJ,"""N"" TICING",,200,"Also used as an insecticide, it's a toxic alkaloid found in tobacco",Nicotine,NA
2001-01-03,DJ,FUN DATES,,200,It's been said that birds choose their mates on this holiday,Valentine\'s Day,NA
2001-01-03,DJ,REALLY BAD DATES,,200,"An Aug. 5, 1861 act by Congress imposed a tax on this, at a rate of 3% for anything over $800",Income tax,NA
2001-01-03,DJ,SCIENCE & NATURE,,400,They're considered the 3 precious metals,"Gold, silver & platinum",NA
2001-01-03,DJ,TV TITLE ROLES,(Alex: You have to name the actor.),400,"""Norm""",Norm Macdonald,NA
2001-01-03,DJ,NORTHWESTERN INDIANS,,400,Sails were added to these 50-foot-long cedarwood creations after contact with Europeans,Canoes,NA
2001-01-03,DJ,"""N"" TICING",,400,It's the deadly type of necktie seen here,Noose,NA
2001-01-03,DJ,FUN DATES,,400,Legend says that this symbol of St. Patrick's Day was used by St. Patrick to illustrate the Holy Trinity,Shamrock,NA
2001-01-03,DJ,REALLY BAD DATES,,400,"A New Mexico community & this national lab were ravaged by a fire that began as a controlled burn on May 4, 2000",Los Alamos,NA
2001-01-03,DJ,SCIENCE & NATURE,,600,"The name of this noble gas might remind you of a ""Warrior Princess""",Xenon,NA
2001-01-03,DJ,TV TITLE ROLES,(Alex: You have to name the actor.),600,"""Sabrina the Teenage Witch""",Melissa Joan Hart,NA
2001-01-03,DJ,NORTHWESTERN INDIANS,,600,The Nootka were expert at this activity of which New Bedford became the world's center,Whaling,NA
2001-01-03,DJ,"""N"" TICING",,600,This warm-water species of shark shares its name with someone who might be registered or practical,Nurse shark,NA
2001-01-03,DJ,FUN DATES,,600,This federal holiday can fall on any date from February 15 to February 21,Presidents\' Day/Washington\'s Birthday,NA
2001-01-03,DJ,REALLY BAD DATES,,600,"The Love Canal in this state, a toxic waste dump site in the '40s & '50s, was declared a disaster area on Aug. 7, 1978",New York,NA
2001-01-03,DJ,SCIENCE & NATURE,,800,This main male sex hormone is also produced in small amounts by the female ovaries,Testosterone,NA
2001-01-03,DJ,TV TITLE ROLES,(Alex: You have to name the actor.),800,"""Boy Meets World""",Ben Savage,NA
2001-01-03,DJ,NORTHWESTERN INDIANS,,NA,"""Y"" tribes include the Yurok, Yokuts & this one that gave their name to a Washington city of 55,000",Yakima,NA
2001-01-03,DJ,"""N"" TICING",,800,It's showing favoritism by someone in power to family members or friends,Nepotism,NA
2001-01-03,DJ,FUN DATES,,800,Day on which Mexico's Battle of Puebla is celebrated,Cinco de Mayo,NA
2001-01-03,DJ,REALLY BAD DATES,,NA,"On March 9, 1916 Mexican soldiers & this revolutionary general attacked the town of Columbus, New Mexico, killing 15",Pancho Villa,NA
2001-01-03,DJ,SCIENCE & NATURE,,1000,"Boyle's Law says that at constant temperature, the volume of a gas varies inversely with this",Pressure (exerted on it),NA
2001-01-03,DJ,TV TITLE ROLES,(Alex: You have to name the actor.),1000,"""Jesse""",Christina Applegate,NA
2001-01-03,DJ,NORTHWESTERN INDIANS,,1000,"Meaning ""to give"", it's a ceremony at which the host gives gifts & might destroy his own property",Potlatch,NA
2001-01-03,DJ,"""N"" TICING",,1000,"This city of 350,000 on Honshu Island hosted the Winter Olympics in 1998",Nagano,NA
2001-01-03,DJ,FUN DATES,,1000,"Cities can earn the designation ""Tree City USA"" from the foundation for this holiday in Nebraska",Arbor Day,NA
2001-01-03,DJ,REALLY BAD DATES,,1000,"On June 19, 1756 146 British prisoners were packed into the dungeon in India that was given this nickname",Black Hole of Calcutta,NA
2001-01-03,FJ,BROADWAY MUSICALS,,NA,In 1949 this Shakespeare-based show won the 1st Tony for Best Musical; in 2000 it won for Best Musical Revival,"Kiss Me, Kate",NA
