date,round,category,comment,value,clue,response,link
2007-07-26,J,POLITICIANS,,200,"Before he was NYC mayor, he was the U.S. attorney who prosecuted the mafia in the ""pizza connection"" case",Rudy Giuliani,NA
2007-07-26,J,THE DISNEY CHANNEL,,200,"Ron Stoppable helps this title girl in her fight against villains like Frugal Lucre & Sr. Senior, Jr.",Kim Possible,NA
2007-07-26,J,DOWN SOUTH,,200,"For authentic Cajun & Creole dishes, head down south to this ""Bayou State""",Louisiana,NA
2007-07-26,J,STORY SPOILERS,,200,"Harry is chosen for & competes in the Triwizard Tournament.  He fights Voldemort.  ""Moody"" tries to kill Harry",Harry Potter and the Goblet of Fire,NA
2007-07-26,J,MUSIC CLASS,,200,"On sheet music, this sign identifies the second line of the staff as the G above middle C",a treble clef,http://www.j-archive.com/media/2007-07-26_J_26.jpg
2007-07-26,J,"""OUND"" ABOUT",,200,"5,760 grains in troy weight or 7,000 grains in avoirdupois weight",a pound,NA
2007-07-26,J,POLITICIANS,,400,We hope Silvestre Reyes can keep secrets--he chairs the House Permanent Select Committee on this,Intelligence,NA
2007-07-26,J,THE DISNEY CHANNEL,,400,"A junior high hoops star starts turning into a leprechaun in the Disney Channel movie ""The Luck of"" them",the Irish,NA
2007-07-26,J,DOWN SOUTH,,400,The 1862 Civil War battle of these 2 ironclads ended when one had to withdraw because of the tides,the Monitor and the Merrimack,NA
2007-07-26,J,STORY SPOILERS,,400,Jess likes to run.  Jess & Leslie build a fantasyland filled with creatures.  Leslie drowns.  Jess crowns his sis,Bridge to Terabithia,NA
2007-07-26,J,MUSIC CLASS,,400,"The name of this section of an orchestra in which instruments are struck comes from the Latin for ""a beating""",percussion,NA
2007-07-26,J,"""OUND"" ABOUT",,400,Where a baseball pitcher stands,the mound,NA
2007-07-26,J,POLITICIANS,,600,This senator was the first African-American president of the Harvard Law Review,Barack Obama,NA
2007-07-26,J,THE DISNEY CHANNEL,,600,The Diffy family from the year 2121 gets stuck in our century on this show,Phil of the Future,NA
2007-07-26,J,DOWN SOUTH,,600,"Opryland, once a popular theme park in this city, was demolished to make way for a shopping mall",Nashville,NA
2007-07-26,J,STORY SPOILERS,,600,"Ponyboy vs. the Socs.  Johnny kills a Soc.  A church catches on fire, kids are saved.  Johnny dies, Dally is shot",The Outsiders,NA
2007-07-26,J,MUSIC CLASS,,600,"In 1890 this composer wrote a rousing number called ""The High School Cadets"", heard here",(John Philip) Sousa,http://www.j-archive.com/media/2007-07-26_J_28.mp3
2007-07-26,J,"""OUND"" ABOUT",,600,8-letter word meaning to encircle or enclose on all sides,surround,NA
2007-07-26,J,POLITICIANS,,800,In 2004 this North Carolinian was almost the vice president-elect,John Edwards,NA
2007-07-26,J,THE DISNEY CHANNEL,,800,"This title kid is ""in the (White) House"" when his dad is made executive chef",Cory (Baxter),NA
2007-07-26,J,DOWN SOUTH,,800,In 2004 this hyphenated North Carolina city was named one of the most livable cities in America,Winston-Salem,NA
2007-07-26,J,STORY SPOILERS,,NA,"Sherlock Holmes discovers a cane, then a family curse.  Howling is heard.  The culprit drowns on the moors",The Hound of the Baskervilles,NA
2007-07-26,J,MUSIC CLASS,,800,"Rachmaninoff wrote one ""on a Theme of Paganini""; Gershwin wrote on ""in Blue""",a rhapsody,NA
2007-07-26,J,"""OUND"" ABOUT",,800,Subterranean,underground,NA
2007-07-26,J,POLITICIANS,,1000,This former Massachusetts governor was CEO of the 2002 Winter Olympics in Salt Lake City,Mitt Romney,NA
2007-07-26,J,THE DISNEY CHANNEL,,1000,"Disney says this title guy ""is your average 13-year-old kid, who just so happens to be a powerful and magical dragon!""",Jake Long,NA
2007-07-26,J,DOWN SOUTH,,1000,"Home to a famous naval hospital, this unincorporated Maryland city was named for a church",Bethesda,NA
2007-07-26,J,STORY SPOILERS,,1000,"Trojans flee Troy.  Dido & Aeneas hook up.  He goes, she stabs herself.  The Trojans reach Italy.  Fighting ensues",the Aeneid,NA
2007-07-26,J,MUSIC CLASS,,1000,"You may have studied these Chopin pieces whose name is French for ""studies""",études,NA
2007-07-26,J,"""OUND"" ABOUT",,1000,"In chemistry, a substance consisting of 2 or more elements",a compound,NA
2007-07-26,DJ,SIGNS & SYMBOLS,,400,The star on Nevada's flag is this metallic color because it represents Nevada's state mineral,silver,NA
2007-07-26,DJ,WORLD HERITAGE SITES,,400,"This entire Italian city, spread of 188 islands, is a World Heritage Site",Venice,NA
2007-07-26,DJ,THE SUMMER OLYMPICS,,400,In 1948 Micheline Ostermeyer won Olympic gold for throwing the discus & for putting this,the shot,NA
2007-07-26,DJ,EXPLORERS & EXPLORATION,,400,From October 1804 to April 1805 this pair camped in N.D. with the Mandan Indians before heading west to Oregon,Lewis and Clark,NA
2007-07-26,DJ,ANATOMY & MEDICINE,,400,"It's a network of nerves, like the solar one",plexus,NA
2007-07-26,DJ,ONLINE INSULTS,,400,"If someone uses the acronym ""GAL"", they don't think you're female, but rather that you should ""get"" this",a life,NA
2007-07-26,DJ,SIGNS & SYMBOLS,,800,A sheaf of this grain symbolizes-- what else?-- agriculture on Ohio's state seal,wheat,NA
2007-07-26,DJ,WORLD HERITAGE SITES,,800,The old cities of Bern in Switzerland & Damascus in this country made the list,Syria,NA
2007-07-26,DJ,THE SUMMER OLYMPICS,,800,The 1972 games at this German city were the scene of terrorism & tragedy,Munich,NA
2007-07-26,DJ,EXPLORERS & EXPLORATION,,800,In 1775 this frontiersman led a group through the Cumberland Gap,Daniel Boone,NA
2007-07-26,DJ,ANATOMY & MEDICINE,,800,Nephrology is a medical specialty concerned with these organs,kidneys,NA
2007-07-26,DJ,ONLINE INSULTS,,800,"""DQYDJ"" has nothing to do with your turntable gig; in fact, it means ""Don't quit"" this",your day job,NA
2007-07-26,DJ,SIGNS & SYMBOLS,,1200,"(Kelly of the Clue Crew shows a shape on the monitor.)  The traditional symbol for this sign of the zodiac resembles a ""mane""",Leo,http://www.j-archive.com/media/2007-07-26_DJ_09.jpg
2007-07-26,DJ,WORLD HERITAGE SITES,,1200,This South American capital didn't exist 60 years ago,Brasilia,NA
2007-07-26,DJ,THE SUMMER OLYMPICS,,1200,"Different strokes: In 2004 Amanda Beard won Olympic gold in 200-meter breast, Natalie Coughlin in 100-meter this",backstroke,NA
2007-07-26,DJ,EXPLORERS & EXPLORATION,,1200,Bjarni Herjolfsson sold his ship to this man who used it to explore Vinland around 1000,Leif Ericson,NA
2007-07-26,DJ,ANATOMY & MEDICINE,,1200,The hip is this type of 3-word joint,ball and socket,NA
2007-07-26,DJ,ONLINE INSULTS,,1200,"Provoking people in an online forum could get you this moniker, like the nemesis of the Billy Goats Gruff",troll,NA
2007-07-26,DJ,SIGNS & SYMBOLS,,1600,Not the Easter but the Prairie type of this flower is the floral emblem of Saskatchewan,lily,NA
2007-07-26,DJ,WORLD HERITAGE SITES,,1600,You can visit this North America country's L'Anse Aux Meadows historic park even if you're not a Viking,Canada,NA
2007-07-26,DJ,THE SUMMER OLYMPICS,,1600,A platypus was one of the mascots of the 2000 games held in this city,Sydney,NA
2007-07-26,DJ,EXPLORERS & EXPLORATION,,1600,"After his 5-year voyage, 1831-36, this naturalist never went abroad again; he had been seasick much of the time",Charles Darwin,NA
2007-07-26,DJ,ANATOMY & MEDICINE,,1600,These 5 bones make up the palm of the hand,metacarpals,NA
2007-07-26,DJ,ONLINE INSULTS,,NA,"If someone uses the term ""PEBCAK"", it's a dis meaning the ""problem exists between"" these 2 places",chair and keyboard,NA
2007-07-26,DJ,SIGNS & SYMBOLS,,2000,"From the Latin for ""triple leaf"", it's the name of the official Girl Scout emblem depicted here",trefoil,http://www.j-archive.com/media/2007-07-26_DJ_11.jpg
2007-07-26,DJ,WORLD HERITAGE SITES,,2000,"A visit to this country's Komodo National Park shouldn't ""drag on"" all day",Indonesia,NA
2007-07-26,DJ,THE SUMMER OLYMPICS,,2000,She won all-around gold for the U.S. in 2004; Maybe you can see her better now,Carly Patterson,http://www.j-archive.com/media/2007-07-26_DJ_06a.jpg
2007-07-26,DJ,EXPLORERS & EXPLORATION,,2000,"In 1682 he claimed the entire Mississippi Valley for France; 5 years later, his own men killed him in Texas",LaSalle,NA
2007-07-26,DJ,ANATOMY & MEDICINE,,NA,"It's also called the auditory tube, & when it's blocked, an earache can result",eustachian tube,NA
2007-07-26,DJ,ONLINE INSULTS,,2000,"If you lack technology like Gameboys & iPods, you could be called ""Urban"" this, like a Mennonite sect",Amish,NA
2007-07-26,FJ,AMERICAN AUTHORS,,NA,"Injured on the Austro-Italian front of July 8, 1918, he also crossed the English Channel with U.S. forces on D-Day",Ernest Hemingway,NA
