date,round,category,comment,value,clue,response,link
1989-11-22,J,TRANSPORTATION,,100,NYC has waged a successful campaign to remove this type of marking from all subway cars,graffiti,NA
1989-11-22,J,ABBREVIATIONS,,100,The more familiar name of the Great Atlantic & Pacific Tea Company,the A&P,NA
1989-11-22,J,SING-ALONG SONGS,,100,"""How ya gonna keep 'em down on the farm, after they've seen"" this place",Paree,NA
1989-11-22,J,WOMEN,,100,She logged 14 days of flight time in space in 1983 & 1984 on 2 shuttle missions,Sally Ride,NA
1989-11-22,J,COOKING,,100,Cooking method used to make Japanese tempura or Italian fritto misto,frying,NA
1989-11-22,J,ANIMALS,,100,"It's the plural of ""mongoose""",mongooses,NA
1989-11-22,J,TRANSPORTATION,,200,"In Florida in April 1989 this type of craft picked up a prisoner from the yard, hit the fence & crashed",a helicopter,NA
1989-11-22,J,ABBREVIATIONS,,200,2-letter abbreviation that can refer to a boss in the army or someone who refuses to serve in the army,c.o.,NA
1989-11-22,J,SING-ALONG SONGS,,200,"""I love you as I loved you when you were"" this age",sweet 16,NA
1989-11-22,J,WOMEN,,200,"""I've been seen around the world by more people than any other actress on TV,"" she told us in 1987",Lucille Ball,NA
1989-11-22,J,COOKING,,200,"""Joy of Cooking"" says 1 ounce of this will raise 4 cups of flour in 1 1/2 to 2 hours",yeast,NA
1989-11-22,J,ANIMALS,,200,"Experts call all reptiles with shells ""turtles"" & use this term for most terrestrial turtles",tortoises,NA
1989-11-22,J,TRANSPORTATION,,300,"Ohio's Cedar Point Park currently boasts the highest, fastest & steepest vehicle of this type",a roller coaster,NA
1989-11-22,J,ABBREVIATIONS,,300,"The only state whose 2 letter postal abbreviation contains an ""X""",Texas,NA
1989-11-22,J,SING-ALONG SONGS,,300,"Height of the girl described by ""Could she love, could she woo? Could she, could she, could she coo?""",five foot two,NA
1989-11-22,J,WOMEN,,300,At the 1976 Olympics she scored 7 10.00s & took home 5 medals,Nadia Com&#259;neci,NA
1989-11-22,J,COOKING,,300,"Literally ""blue ribbon"", this French cooking school is one of the most renowned in the world",Cordon Bleu,NA
1989-11-22,J,ANIMALS,,300,"With the keenest sense of smell of all breeds, this dog's ""testimony"" can be used as evidence in court",a bloodhound,NA
1989-11-22,J,TRANSPORTATION,,400,From 1937-39 the Chinese built a famous road from Kumning in Yunnan Province to Lashio in this country,Burma,NA
1989-11-22,J,ABBREVIATIONS,,400,The CEO of a company is its chief executive officer; the CFO is this,chief financial officer,NA
1989-11-22,J,SING-ALONG SONGS,,400,"""Shoo-fly pie and"" this ""makes your eyes light up, your tummy say 'howdy'""",apple pan dowdy,NA
1989-11-22,NA,NA,NA,NA,NA,NA,NA
1989-11-22,J,COOKING,,NA,"The Marseilles version of this stew is made with ""rascasse"", a Mediterranean rockfish",bouillabaisse,NA
1989-11-22,J,ANIMALS,,400,"The 2 animals named for the Afrikaans words for ""earth pig"" & ""earth wolf""",aardvark & aardwolf,NA
1989-11-22,J,TRANSPORTATION,,500,"Studebaker introduced this model in 1962; in 1989, 360 new ones will be built in Youngstown, Ohio",the Avanti,NA
1989-11-22,J,ABBREVIATIONS,,500,"When a Britisher donates a pound to a pound, he's supporting this group, the R.S.P.C.A.",the Royal Society for the Prevention of Cruelty to Animals,NA
1989-11-22,J,SING-ALONG SONGS,,500,"Building whose ""roof is so slanty it touches the ground""",a shanty in old shanty town,NA
1989-11-22,NA,NA,NA,NA,NA,NA,NA
1989-11-22,J,COOKING,,500,Pots & pans made of this metal don't conduct heat all that well but are the easiest to clean,stainless steel,NA
1989-11-22,J,ANIMALS,,500,"This prehistoric animal, whose name means ""dawn horse"", was the progenitor of modern horses",Eohippus,NA
1989-11-22,DJ,"""A"" IN LITERATURE",,200,"In ""Paradise Lost"" Milton wrote about the ""fallen"" ones on the burning lake of Hell",angels,NA
1989-11-22,DJ,U.S. RIVERS,,NA,"At least 4 U.S. rivers have this name that's in the title of the following song:""Come sit by my side if you love me...""",the Red River,NA
1989-11-22,DJ,9-LETTER WORDS,,200,"A kind of pig, pudding & terrier are all named for this district in England",Yorkshire,NA
1989-11-22,DJ,ORGANIZATIONS,,200,Membership in this sober group founded in 1935 has more than doubled in the last 10 years,Alcoholics Anonymous,NA
1989-11-22,DJ,MONEY,,200,This company has promised hand delivery of replacement traveler's checks usually within 3 hours,American Express,NA
1989-11-22,DJ,THE WHITE HOUSE,,200,"This designer, known for his colored glass, decorated the White House for Chester Alan Arthur",Tiffany,NA
1989-11-22,DJ,"""A"" IN LITERATURE",,400,The adjective always used to describe Dickens' Dodger,artful,NA
1989-11-22,DJ,U.S. RIVERS,,400,"Called the ""Rhine of America"", the St. John River links Canada's New Brunswick province & this state",Maine,NA
1989-11-22,DJ,9-LETTER WORDS,,400,"Type of crime committed when making a ""shakedown""",blackmail,NA
1989-11-22,DJ,ORGANIZATIONS,,400,"The 47 self-governing nations of this organization include Belize, the Bahamas, Ghana & Canada",the British Commonwealth of Nations,NA
1989-11-22,DJ,MONEY,,400,"From 1795-1933 the U.S. Mint made $10 gold coins called this, the name of the bird on the obverse",gold eagles,NA
1989-11-22,DJ,THE WHITE HOUSE,,400,"Mrs. Harrison had this installed in the White House, but she & Benjamin were afraid to turn it on & off",electricity,NA
1989-11-22,DJ,"""A"" IN LITERATURE",,600,"This musketeer liked to dress in black, but we don't know what cologne he wore",Aramis,NA
1989-11-22,DJ,U.S. RIVERS,,600,"Utah's 2 largest rivers are this 1 & the Green River, its main tributary",the Colorado,NA
1989-11-22,DJ,9-LETTER WORDS,,600,Term for a type of tree that sheds its leaves at the end of the growing season,deciduous,NA
1989-11-22,DJ,ORGANIZATIONS,,600,"52,000 people joined or rejoined this organization after Bush made it an issue in his campaign",the American Civil Liberties Union,NA
1989-11-22,DJ,MONEY,,600,"Except for some $100 U.S. Treasury Notes, these are the only paper money now issued in the U.S.",Federal Reserve Notes,NA
1989-11-22,DJ,THE WHITE HOUSE,,600,This former White House hostess introduced Martin Van Buren's eldest son to his future wife,Dolley Madison,NA
1989-11-22,DJ,"""A"" IN LITERATURE",,NA,"In ""East of Eden"" he was the father of Caleb & Aron Trask",Adam,NA
1989-11-22,DJ,U.S. RIVERS,,800,Fort Peck Dam on this river has created the largest lake in Montana,the Missouri River,NA
1989-11-22,DJ,9-LETTER WORDS,,800,This Christian observance held on the 7th Sunday after Easter is also called Whitsunday,Pentecost,NA
1989-11-22,NA,NA,NA,NA,NA,NA,NA
1989-11-22,DJ,MONEY,,800,"In 1782, Gouvernor Morris suggested this name for a coin, maybe from the Latin for hundred",cent,NA
1989-11-22,DJ,THE WHITE HOUSE,,800,The Lincolns held a White House reception for this tiny Barnum star & his new wife,(General) Tom Thumb,NA
1989-11-22,DJ,"""A"" IN LITERATURE",,1000,"Clytemnestra must have found this husband aggravating, because she killed him",Agamemnon,NA
1989-11-22,DJ,U.S. RIVERS,,1000,"Metropolitan Philadelphia has the world's largest freshwater port, along these 2 rivers",the Delaware & the Schuylkill,NA
1989-11-22,NA,NA,NA,NA,NA,NA,NA
1989-11-22,NA,NA,NA,NA,NA,NA,NA
1989-11-22,DJ,MONEY,,1000,"Central American country whose money is named for the national bird, the quetzal",Guatemala,NA
1989-11-22,DJ,THE WHITE HOUSE,,1000,"Noted for temperance, this first couple served wine at their 1st official dinner...but never again",(Rutherford & Lucy) Hayes,NA
1989-11-22,FJ,THE OSCARS,,NA,"This Irish-born actor has received 7 ""Best Actor"" nominations without winning an Oscar",Peter O\'Toole,NA
