date,round,category,comment,value,clue,response,link
2008-06-03,J,HISTORIC WOMEN,,200,Some say this Scottish queen married the Earl of Bothwell only because he abducted her,"Mary, Queen of Scots",NA
2008-06-03,J,SNL ON FILM,,200,Jake & Elwood are on a mission from God in this film,Blues Brothers,NA
2008-06-03,J,CLASSIC ADS & JINGLES,,200,"""Ask any mermaidyou happen to see,""What's the best tuna?'...""",Chicken of the Sea,NA
2008-06-03,J,AT THE HOSPITAL,,200,Smile! A photograph was taken of you with one of these photon streams that's also known as a Roentgen ray,an x-ray,NA
2008-06-03,J,MUSEUMS,,200,"Boneshakers, Velocipedes, & Schwinns abound in a museum honoring this mode of transport",bicycles,NA
2008-06-03,J,"""OUT"" IS IN",,200,5-letter word meaning to utter loudly,to shout,NA
2008-06-03,J,HISTORIC WOMEN,,400,"In ""You Learn By Living"", this first lady of the 1940s challenged, ""You must do the thing you think you cannot do""",Eleanor Roosevelt,NA
2008-06-03,J,SNL ON FILM,,400,2 friends are on a mission with their Illinois public access show in this film,Wayne\'s World,NA
2008-06-03,J,CLASSIC ADS & JINGLES,,400,"This cereal is ""A honey of an O""",Honey Nut Cheerios,NA
2008-06-03,J,AT THE HOSPITAL,,400,"You might be needled by this 4,000-year-old technique in widespread use in Chinese hospitals",acupuncture,NA
2008-06-03,J,MUSEUMS,,400,"The Shrine of the Book, which houses the Dead Sea Scrolls, is a wing of this country's national museum",Israel,NA
2008-06-03,J,"""OUT"" IS IN",,400,A type of extra strength beer that might make you extra big,stout,NA
2008-06-03,J,HISTORIC WOMEN,,600,She plotted against the French Revolution & gave military secrets to her brother Leopold II,Marie Antoinette,NA
2008-06-03,J,SNL ON FILM,,600,2 aliens from the planet Remulak are on a mission to raise their teen daughter in this film,Coneheads,NA
2008-06-03,J,CLASSIC ADS & JINGLES,,600,"It ""rinses cleaner than soap""",Zest,NA
2008-06-03,J,AT THE HOSPITAL,,600,"Intensive care is also called this ""care"", like the condition patients may be in",critical,NA
2008-06-03,J,MUSEUMS,,600,Honorees at the Astronaut Hall of Fame in Florida include this first American in space,(Alan) Shepard,http://www.j-archive.com/media/2008-06-03_J_28.jpg
