date,round,category,comment,value,clue,response,link
2016-03-24,J,THE FIRST MILLENNIUM,,200,"393 years after a bigger eruption, it was active again in 472, sending ash clouds as far away as Constantinople",Mount Vesuvius,NA
2016-03-24,J,SPORTS SHORTS 2015,,200,"This team won its first title since 1985, a different era technologically",Kansas City Royals,http://www.j-archive.com/media/2016-03-24_J_07.jpg
2016-03-24,J,PHYSIOLOGY,,200,This spongy tissue in most bones is also known as myeloid tissue,marrow,NA
2016-03-24,J,BOOZIN' IT UP,,200,"I'll have one of these vodka cocktails & unlike a certain character, I don't care if you shake it or stir it",a vodka martini,NA
2016-03-24,J,TRIPLE RHYME TIME,,200,"A chess piece, a day's beginning & a sign of boredom","pawn, dawn, yawn",NA
2016-03-24,J,FINAL RESTING PLACES,(Alex: How appropriate.),200,He shares a crypt with wife Coretta in Atlanta,Martin Luther King (Jr.),NA
2016-03-24,J,THE FIRST MILLENNIUM,,400,"According to tradition, the angel Gabriel appeared to him in 610 on Mount Hira",Mohammed,NA
2016-03-24,J,SPORTS SHORTS 2015,,400,She won Wimbledon & the Australian & French Opens but got slammed by Roberta Vinci at the U.S. Open,Serena Williams,NA
2016-03-24,J,PHYSIOLOGY,,400,These act as shock absorbers between the vertebrae,discs,NA
2016-03-24,J,BOOZIN' IT UP,,400,Stella Rosa calls itself your favorite wine for this type of stadium parking lot party,tailgate,NA
2016-03-24,J,TRIPLE RHYME TIME,,400,"A small city, a buffoon & a scowl","town, clown, frown",NA
2016-03-24,J,FINAL RESTING PLACES,(Alex: How appropriate.),400,"Dan Aykroyd led this fellow ""SNL"" comedian's funeral procession on a motorcycle to his grave in Martha's Vineyard",John Belushi,NA
2016-03-24,J,THE FIRST MILLENNIUM,,600,A major battle in 9 A.D. established this river as the boundary between the Roman Empire and Germany,the Rhine,NA
2016-03-24,J,SPORTS SHORTS 2015,,600,They made a splash as NBA champs,Golden State Warriors,NA
2016-03-24,J,PHYSIOLOGY,,600,"In medical speak, it's the calcaneal tendon",Achilles tendon,NA
2016-03-24,J,BOOZIN' IT UP,,600,"Made from pure agave, Hornitos says it was founded on this country's Independence Day",Mexico,NA
2016-03-24,J,TRIPLE RHYME TIME,,600,"A spelling contest, a poplar & a pope's bailiwick","bee, tree, see",NA
2016-03-24,J,FINAL RESTING PLACES,(Alex: How appropriate.),600,US President whose grave site is seen here,John F. Kennedy,http://www.j-archive.com/media/2016-03-24_J_28.jpg
2016-03-24,J,THE FIRST MILLENNIUM,,NA,"In one of their first known attacks, in 793 these raiders looted & burned a monastery in northern Britain",the Vikings,NA
2016-03-24,J,SPORTS SHORTS 2015,,800,"July 5:This team 5,Japan 2",the U.S. women\'s national soccer team,NA
