date,round,category,comment,value,clue,response,link
2015-07-28,J,"BOND, JAMES BOND",,200,Auric was this villain's first name,Goldfinger,NA
2015-07-28,J,HISTORY SINCE 1950,,200,"After months on the run, he was captured December 13, 2003 after he was found hiding in a hole near Tikrit",Saddam Hussein,NA
2015-07-28,J,DOMAIN EXTENSIONS,,200,The website vanderbilt.this has info to help you get a degree,edu,NA
2015-07-28,J,"""PAY"" DAY",,200,In June 2011 this online transaction service reached 100 million active accounts,PayPal,NA
2015-07-28,J,YOU MUST REMEMBER THIS,,200,"New Zealanders know this fruit is native to China & has green flesh spattered with tiny, edible black seeds",a kiwi,NA
2015-07-28,J,A FISH IS STILL A FISH,,200,"Though guppies are freshwater fish, add this to their tank to help them build up a protective slime coat",salt,NA
2015-07-28,J,"BOND, JAMES BOND",,400,"Later to play an Old West doctor, she was the Bond girl Solitaire in ""Live and Let Die""",Jane Seymour,NA
2015-07-28,J,HISTORY SINCE 1950,,400,This first African-American Attorney General said he was quitting in 2014 but was still on the job in 2015,Eric Holder,NA
2015-07-28,J,DOMAIN EXTENSIONS,,400,"Soldier, remember to type these 3 letters after www.army.",mil,NA
2015-07-28,J,"""PAY"" DAY",,400,To perform an ovario-hysterectomy on a dog,to spay,NA
2015-07-28,J,YOU MUST REMEMBER THIS,,400,"The population of this country, the western third of Hispaniola, is almost entirely descended from African slaves",Haiti,NA
2015-07-28,J,A FISH IS STILL A FISH,,400,"Slow & nearly defenseless in its normal state, it's intimidating & hard to swallow after doing its thing",blowfish (or pufferfish),http://www.j-archive.com/media/2015-07-28_J_17.mp4
2015-07-28,J,"BOND, JAMES BOND",,600,"(Kelly of the Clue Crew gives the clue from the Petersen Automotive Museum in Los Angeles.)  The massive gun mounted on the back of the Jaguar was pointed at the back of this James Bond actor during a daring car chase over ice in ""Die Another Day""",Pierce Brosnan,http://www.j-archive.com/media/2015-07-28_J_13.mp4
2015-07-28,J,HISTORY SINCE 1950,,600,"More than 1,000 rebels captured during this 1961 invasion of Cuba were later freed in exchange for food & medicine",Bay of Pigs,NA
2015-07-28,J,DOMAIN EXTENSIONS,,600,"The ""com"" in .com stands for this, something you see a lot of during the Super Bowl",commercial,NA
2015-07-28,J,"""PAY"" DAY",,600,This 1-word 1959 scandal enveloped many prominent DJs,payola,NA
2015-07-28,J,YOU MUST REMEMBER THIS,,600,"He was a Democrat in Texas' state House in the 1980s, but a Republican as governor for 14 years",Rick Perry,NA
2015-07-28,J,A FISH IS STILL A FISH,,600,"You might say giddyap! to this long-snouted fish (yes, it is a fish) that sucks food into its cylindrical mouth",a seahorse,NA
2015-07-28,J,"BOND, JAMES BOND",,800,"This movie's theme song contains the lyrics ""Nobody does it better, makes me feel sad for the rest""",The Spy Who Loved Me,NA
2015-07-28,J,HISTORY SINCE 1950,,800,"In China his Great Leap Forward program took a great leap back, contributing to a famine & millions of deaths",Mao,NA
2015-07-28,J,DOMAIN EXTENSIONS,,NA,Wikipedia & Craigslist are the most popular sites with this domain suffix,.org,NA
2015-07-28,J,"""PAY"" DAY",,800,The explosive charge carried by a missile,the payload,NA
2015-07-28,J,YOU MUST REMEMBER THIS,,800,"In Genesis, this man says, ""I shall be a fugitive and a vagabond in the earth""",Cain,NA
2015-07-28,J,A FISH IS STILL A FISH,,800,Fishermen have reeled in over half-ton specimens of the blue type of this,a marlin,http://www.j-archive.com/media/2015-07-28_J_23.jpg
2015-07-28,J,"BOND, JAMES BOND",,1000,"In 1967 not Sean Connery but this British gentleman played Bond in ""Casino Royale""",David Niven,NA
2015-07-28,J,HISTORY SINCE 1950,,1000,"This country's first female leader, Khaleda Zia was prime minister in the 1990s & again from 2001 to 2006",Bangladesh,NA
2015-07-28,NA,NA,NA,NA,NA,NA,NA
2015-07-28,J,"""PAY"" DAY",,1000,"The IRS W-9 form is a polite ""request for"" this ""identification number and certification""",a taxpayer identification number,NA
2015-07-28,J,YOU MUST REMEMBER THIS,,1000,This Ivy League college's Rauner Special Collections Library is home to the Robert Frost collection,Dartmouth,NA
