date,round,category,comment,value,clue,response,link
1997-07-03,J,1971,,100,In 1971 this type of auto insurance became popular in the U.S.,no-fault,NA
1997-07-03,J,ANNUAL EVENTS,,100,"In mid-July Golden, Colorado celebrates the spirit of the old west with a festival named for this showman","""Buffalo Bill"" Cody",NA
1997-07-03,J,ACTORS & ACTRESSES,,100,"He made the cover of Time in 1989 as ""Hollywood's Top Gun""",Tom Cruise,NA
1997-07-03,J,POTENT POTABLES,,100,"It's the traditional spirit added to eggnog, though whiskey or brandy may also be used",rum,NA
1997-07-03,J,WEIGHTS & MEASURES,,100,It can be one-fourth of a school year or one-fourth of a dollar,quarter,NA
1997-07-03,J,"DUE ""SOUTH""",,100,"Until 1994 it was made up of 4 provinces:  Transvaal, Natal, Orange Free State & Cape Province",Republic of South Africa,NA
1997-07-03,J,1971,,200,For most of 1971 he was governor of Georgia,Jimmy Carter,NA
1997-07-03,J,ANNUAL EVENTS,,200,"In late June, Hardin, Montana reenacts this famous 1876 battle between the cavalry & Indians",Little Big Horn,NA
1997-07-03,J,ACTORS & ACTRESSES,,200,"She played Solitaire in the 007 film ""Live and Let Die"" long before she became a frontier doctor on TV",Jane Seymour,NA
1997-07-03,J,POTENT POTABLES,,200,A Bloody Mary & a bloody bull both contain this spirit,vodka,NA
1997-07-03,J,WEIGHTS & MEASURES,,200,"In 5-card poker there are 624 possible 4-of-a-kind hands, & this many possible royal flushes",4,NA
1997-07-03,J,"DUE ""SOUTH""",,200,In 1956 the U.S. established the Amundsen-Scott Station here,South Pole,NA
1997-07-03,J,1971,,300,Postage stamps from this country weren't accepted by some others who still considered it East Pakistan,Bangladesh,NA
1997-07-03,J,ANNUAL EVENTS,,300,Flag Day is a legal holiday only in this Keystone State,Pennsylvania,NA
1997-07-03,J,ACTORS & ACTRESSES,,300,"Adam Arkin, who plays Dr. Aaron Shutt on this TV series, is the son of actor Alan Arkin",Chicago Hope,NA
1997-07-03,J,POTENT POTABLES,,300,Harvey's Bristol Cream is a famous brand of this,sherry,NA
1997-07-03,J,WEIGHTS & MEASURES,,300,Reduce 32/64 to a decimal & you get this,.50,NA
1997-07-03,J,"DUE ""SOUTH""",,300,This Indiana city is named for a turning point in the St. Joseph River,South Bend,NA
1997-07-03,J,1971,,400,He was the only officer found guilty at the court martial of those involved in the My Lai incident,"William Calley, Jr.",NA
1997-07-03,J,ANNUAL EVENTS,,400,This 8-day observance celebrates the liberation of Jews from Egyptian bondage,Passover,NA
1997-07-03,J,ACTORS & ACTRESSES,,400,"Like his brother John, he performed with Second City & was a regular on ""Saturday Night Live""",Jim Belushi,NA
1997-07-03,J,POTENT POTABLES,,400,It's the Spanish name for a popular party drink made with red wine & fruit juices,sangria,NA
1997-07-03,J,WEIGHTS & MEASURES,,400,"At sea level & 32 degrees F., it's 1,088 feet per second",speed of sound,NA
1997-07-03,J,"DUE ""SOUTH""",,400,"Alphabetically, countries here run from A-V",South America,NA
1997-07-03,J,1971,,500,In August 1971 this Republican mayor of New York City became a Democrat,John Lindsay,NA
1997-07-03,J,ANNUAL EVENTS,,NA,Summer events in this state include the Snake River Stampede & the Lewiston Roundup,Idaho,NA
1997-07-03,J,ACTORS & ACTRESSES,,500,"A native of Calcutta, Victor Banerjee played Dr. Aziz in this acclaimed David Lean film",A Passage to India,NA
1997-07-03,J,POTENT POTABLES,,500,"The name of this brandy is German for ""cherry water""",Kirschwasser,NA
1997-07-03,J,WEIGHTS & MEASURES,,500,"At 20 degrees C., this much water weighs 8.33 pounds",gallon,NA
1997-07-03,J,"DUE ""SOUTH""",,500,Sail from Singapore to Manila & you cross this body of water,South China Sea,NA
1997-07-03,DJ,HISTORIC GEOGRAPHY,,200,The major settlement of New Netherland was New Amsterdam on this island,Manhattan,NA
1997-07-03,DJ,BUSINESS & INDUSTRY,,200,"Every year this greeting card company produces 19,000 card designs in 20 languages",Hallmark,NA
1997-07-03,DJ,SCULPTURE,,200,"This cubist's ""Bull's Head"" sculpture was made from a bicycle seat & handlebars",Pablo Picasso,NA
1997-07-03,DJ,COUNTRY SINGERS,,200,"This long-haired country music ""outlaw"" was inducted into the Country Music Hall of Fame in 1993",Willie Nelson,NA
1997-07-03,DJ,ROCKS & MINERALS,,200,Marbles made of this mineral are popularly called aggies,agate,NA
