date,round,category,comment,value,clue,response,link
2005-01-13,J,WORLD HISTORY,,200,"This pair fled the Battle of Actium soon after fighting began, & their forces surrendered to Marcus Agrippa",Antony and Cleopatra,NA
2005-01-13,J,SONG STANDARDS,,200,"Closely identified with Gene Kelly, this song was introduced by Cliff Edwards in ""The Hollywood Revue of 1929""","""Singin\' In The Rain""",NA
2005-01-13,J,FOOD-O & DRINK-O,,200,"With its Jigglers recipes & all the neat new molds, this dessert is more fun to eat than ever",Jell-O,NA
2005-01-13,J,LEGAL LINGO,,200,"This failure or omission may be culpable, criminal or gross",negligence,NA
2005-01-13,J,"WRITE ON, GIRL!","(Alex: Come on, oh!  WRITE ON, GIRL! ...I said ""Come on"" instead of ""Write on""--that shows you where my mind is.)",200,"Under the name of A.M. Barnard, this ""Little Women"" author published Gothic tales like ""The Abbot's Ghost""",Louisa May Alcott,NA
2005-01-13,J,4-LETTER WORDS,,200,"This type of ""goose chase"" is fruitless",wild,NA
2005-01-13,J,WORLD HISTORY,,400,Around 981 this explorer was banned from Iceland for 3 years for killing a neighbor in a feud,Erik the Red,NA
2005-01-13,J,SONG STANDARDS,,400,"Hoagy Carmichael wrote this ""stellar"" song's melody as a piano piece; Mitchell Parish later added lyrics","""Stardust""",NA
2005-01-13,J,FOOD-O & DRINK-O,,400,At Starbucks they dilute this strong coffee with water to make Caffe Americano,espresso,NA
2005-01-13,J,LEGAL LINGO,,400,Kids kept after school & prisoners awaiting trial are held in it,detention,NA
2005-01-13,J,"WRITE ON, GIRL!","(Alex: Come on, oh!  WRITE ON, GIRL! ...I said ""Come on"" instead of ""Write on""--that shows you where my mind is.)",400,"She wrote ""American Star"" and ""Rock Star""; her actress-sister Joan wrote ""Star Quality""",Jackie Collins,NA
2005-01-13,J,4-LETTER WORDS,,400,"It's a deep, involuntary intake of breath through a wide-open mouth when you're sleepy",yawn,NA
2005-01-13,J,WORLD HISTORY,,NA,"From Aug. 19 to 21, 1991, this leader was placed under house arrest during an attempted coup by hardliners",(Mikhail) Gorbachev,NA
2005-01-13,J,SONG STANDARDS,,600,"Kate Smith, the ""First Lady of Radio"", once had the exclusive rights to sing this song on the air","""God Bless America""",NA
2005-01-13,J,FOOD-O & DRINK-O,,600,"On ""Seinfeld"", George's ATM password was this chocolate syrup",Bosco,NA
2005-01-13,J,LEGAL LINGO,,600,"""L.S."" on a document indicates the spot where this object is to be affixed",Legal Seal,NA
2005-01-13,J,"WRITE ON, GIRL!","(Alex: Come on, oh!  WRITE ON, GIRL! ...I said ""Come on"" instead of ""Write on""--that shows you where my mind is.)",600,Mine eyes have seen the glory of her being the first woman in the American Academy of Arts & Letters,Julia Ward Howe,NA
2005-01-13,J,4-LETTER WORDS,,600,The core of your tooth; we hope the school bully doesn't beat you to a bloody one,pulp,NA
2005-01-13,J,WORLD HISTORY,,800,"In 1969 West Irians voted to remain a part of this nation, & the U.N. recognized its control of Irian Jaya",Indonesia,NA
2005-01-13,J,SONG STANDARDS,,800,"It's the title line that follows ""Kiss me once, then kiss me twice, then kiss me once again""","""It\'s Been A Long, Long Time""",NA
2005-01-13,J,FOOD-O & DRINK-O,,800,"The taste of this tropical fruit has been described as a mix of peach & pineapple, only sweeter",Mango,NA
2005-01-13,J,LEGAL LINGO,,800,This district of a bailiff might be your area of expertise,bailiwick,NA
