date,round,category,comment,value,clue,response,link
1988-11-03,J,PRESIDENTIAL TRIVIA,,100,"As an Illinois Congressman, he attended the inaugural ball of Zachary Taylor",Abraham Lincoln,NA
1988-11-03,J,SPORTS GREATS,,100,"In 1973 Margaret Court lost a ""Battle of the Sexes"" tennis match to him",Bobby Riggs,NA
1988-11-03,J,FRANCE,,100,"After the revolution, Viollet-le-Duc supervised the repair of this famed French cathedral",Notre Dame,NA
1988-11-03,J,ACTRESSES,,100,"This star of ""The Outlaw"" said Howard Hughes got in bed with her once, but she threw him out",Jane Russell,NA
1988-11-03,J,HINTS FROM HELOISE,,100,"Used to trap odors in your refrigerator, it can be used as a deodorant",baking soda,NA
1988-11-03,J,"""HUM""DINGERS",,100,"Completes the quote from Dickens, ""Bah, said Scrooge...""",humbug,NA
1988-11-03,J,PRESIDENTIAL TRIVIA,,200,"The lyrics for it come from Sir Walter Scott's ""The Lady of the Lake""","""Hail to the Chief""",NA
1988-11-03,J,SPORTS GREATS,,200,"On average he hit a home run every 12 times he went to the plate, a Major League record",Babe Ruth,NA
1988-11-03,J,FRANCE,,200,"At present, France's finance ministry is headquartered in this Paris museum",Louvre,NA
1988-11-03,J,ACTRESSES,,200,"She called her autobiography ""Life is a Banquet"", which was one of her lines from ""Auntie Mame""",Rosalind Russell,NA
1988-11-03,J,HINTS FROM HELOISE,,200,"These desktop items are ""ideal"" for holding bra straps to slip straps",paper clips,NA
1988-11-03,J,"""HUM""DINGERS",,200,boring,humdrum,NA
1988-11-03,J,PRESIDENTIAL TRIVIA,,300,In 1809 he became the 1st president inaugurated wearing only American-made clothes,James Madison,NA
1988-11-03,J,SPORTS GREATS,,300,"Having done it 5 times, this former Dallas QB holds the Super Bowl record for fumbles",Roger Staubach,NA
1988-11-03,J,FRANCE,,300,You can travel about 270km per hour on the TGV which is this type of transportation,train,NA
1988-11-03,J,ACTRESSES,,300,"She was ""Mommie Dearest"" to her daughter but wanted her daughter's friends to call her ""Stinky""",Joan Crawford,NA
1988-11-03,J,HINTS FROM HELOISE,,300,"Device which can be used to punch holes in a belt, unclog a salt shaker or make a perfect circle for pastry",compass,NA
1988-11-03,J,"""HUM""DINGERS",,300,To degrade,humiliate (humble),NA
1988-11-03,J,PRESIDENTIAL TRIVIA,,NA,The 1st time a president left the U.S. while in office was when T. Roosevelt went to inspect this,Panama Canal,NA
1988-11-03,J,SPORTS GREATS,,400,"Jockey Eddie Arcaro has called this close friend & colleague ""the cleanest rider I have ever seen""",Willie Shoemaker,NA
1988-11-03,J,FRANCE,,400,"Becoming emperor in 1852, Louis Napoleon took this title",Napoleon III,NA
1988-11-03,J,ACTRESSES,,400,"This ""Psycho"" star eloped at age 14, but the marriage was annulled & she never saw the groom again",Janet Leigh,NA
1988-11-03,J,HINTS FROM HELOISE,,400,Product for pets than can be used to soak up lingering odors or mustiness,kitty litter (cat box filler),NA
1988-11-03,J,"""HUM""DINGERS",,400,"After he died January 13, 1978, his widow Muriel was appointed to fill out his Senate term",Hubert Humphrey,NA
1988-11-03,J,PRESIDENTIAL TRIVIA,,500,More presidents have been affiliated with this high church denomination than any other,Episcopalian,NA
1988-11-03,J,SPORTS GREATS,,500,"In 1953 this Texas golfer became 1st to win the U.S. Open, British Open & The Masters in 1 year",Ben Hogan,NA
1988-11-03,J,FRANCE,,500,Between 1871-1945 ownership of this disputed region passed back & forth between Germany & France,Alsace-Lorraine,NA
1988-11-03,J,ACTRESSES,,500,Gene Tierney said she stopped dating this future president when he said he could never marry her,John F. Kennedy,NA
1988-11-03,NA,NA,NA,NA,NA,NA,NA
1988-11-03,J,"""HUM""DINGERS",,500,Les Paul & Mary Ford and Seals & Croft both had hits called this,"""Hummingbird""",NA
1988-11-03,DJ,U.S. CITIES,,200,The garbage worker's strike that led M.L. King Jr. to this city was settled 2 weeks after his death,Memphis,NA
1988-11-03,DJ,SHIPS,,200,A poem by Oliver Wendell Holmes helped save this ship from the scrapyard,Old Ironsides (The Constitution),NA
1988-11-03,DJ,ZOOLOGY,,200,"While adult frogs have lungs, tadpoles breathe by means of these",gills,NA
1988-11-03,DJ,RECENT HISTORY,,200,"When 1st organized in Gdansk, it was the only legal ind. trade union in a Soviet bloc nation",Solidarity,NA
1988-11-03,DJ,SHAKESPEARE'S WOMEN,,200,"Not in ""Romeo & Juliet"" but in ""Love's Labour's Lost"" might a lord have sung ""I've Just Met a Girl"" named this",Maria,NA
1988-11-03,DJ,HODGEPODGE,,200,The Mayo Clinic barred this microwave product because fasting patients complained of enticing aromas,popcorn,NA
1988-11-03,DJ,U.S. CITIES,,400,Will Keith Kellogg was born in this city in 1860,"Battle Creek, Michigan",NA
1988-11-03,DJ,SHIPS,,400,"A boat on a ""Nantucket sleigh ride"" was pulled by one of these",whale,NA
1988-11-03,DJ,ZOOLOGY,,400,"The white bear to the Chinese, some say it's a bear while others say it's a cousin to the raccoon",panda,NA
1988-11-03,DJ,RECENT HISTORY,,400,"After a military coup failed in 1981, he continued as Spain's head of state",King Juan Carlos,NA
1988-11-03,DJ,SHAKESPEARE'S WOMEN,,400,"Besides Lady Macbeth, the other titled lady in the cast list of ""Macbeth""",Lady Macduff,NA
1988-11-03,DJ,HODGEPODGE,,400,"Department of Defense specs run 16 pages for making 3 types of these: chocolate, sugar & oatmeal",cookies,NA
1988-11-03,DJ,U.S. CITIES,,600,"Covington, Kentucky is included in this large Ohio city's metropolitan area",Cincinnati,NA
1988-11-03,DJ,SHIPS,,600,Trailers go directly off truck beds into the holds of these ships that have no interior cargo decks,container ships,NA
1988-11-03,DJ,ZOOLOGY,,NA,"A boll weevil is this type of insect of which there are 300,000 species",beetle,NA
1988-11-03,DJ,RECENT HISTORY,,600,"In 1984, after 116 yrs. the U.S. & this smallest European state re-established diplomatic relations",Vatican City,NA
1988-11-03,DJ,SHAKESPEARE'S WOMEN,,600,Shades of Dick Tracy--a characer named Doll Tearsheet appears in the 2nd part of this king's history,Henry IV,NA
1988-11-03,DJ,HODGEPODGE,,600,"Raised in L.A., 1988's Miss Universe Porntip Nakhirunkanok represented this country",Thailand,NA
1988-11-03,DJ,U.S. CITIES,,800,Illinois city that's home to the Jack Benny Center for the Arts,Waukegan,NA
1988-11-03,DJ,SHIPS,,800,"The Britannia, a ship in his line, began the 1st regular transatlantic steamship service in 1840",Cunard,NA
1988-11-03,DJ,ZOOLOGY,,800,"Only continent where poisonous snakes, like the Taipan, outnumber harless ones",Australia,NA
1988-11-03,DJ,RECENT HISTORY,,800,"On Nov. 25, 1984 Wm. Schroeder became the 2nd person in history to get one of these",artificial heart,NA
1988-11-03,DJ,SHAKESPEARE'S WOMEN,,800,"While there's a Katharine in 3 plays, this is the only play with a Katharina",The Taming of the Shrew,NA
1988-11-03,DJ,HODGEPODGE,,800,"An ornament that hangs from a watch chain, or the vest pocket in which to put a watch",fob,NA
1988-11-03,DJ,U.S. CITIES,,1000,The Oregon & Santa Fe Trails both began in this Missouri city,Independence,NA
1988-11-03,DJ,SHIPS,,1000,"Mamie Eisenhower christened this 1st nuclear powered merchant ship July 21, 1959",Savannah,NA
1988-11-03,DJ,ZOOLOGY,,1000,These hair-like projections move in waves & enable a one-celled paramecium to move forward,cilia,NA
1988-11-03,DJ,RECENT HISTORY,,NA,The 3 top Soviet leaders who died during Reagan's presidency,"Brezhnev, Andropov & Chernenko",NA
1988-11-03,DJ,SHAKESPEARE'S WOMEN,,1000,The only play in which a woman gets the last word is when Rosalind gives its epilogue,As You Like It,NA
1988-11-03,DJ,HODGEPODGE,,1000,In literature it's the American monetary equivalent to the British penny dreadful,dime novel,NA
1988-11-03,FJ,THE BIBLE,,NA,"While there were lots of animals on Noah's Ark, there were this many humans",8,NA
