date,round,category,comment,value,clue,response,link
1999-11-24,J,FAMOUS ART,,100,"To call for his paintings, like the one seen here, ""just put your lips together and blow""",James M. Whistler,http://www.j-archive.com/media/1999-11-24_J_01.jpg
1999-11-24,J,HOLIDAYS & OBSERVANCES,,100,On June 17 Suffolk County in this state celebrates Bunker Hill Day,Massachusetts,NA
1999-11-24,J,SUPERSTITIONS,,100,"Bite your tongue while eating & it means you've done this, though not necessarily ""under oath""",lie,NA
1999-11-24,J,GAME SHOW HOSTS,,100,"1976-1985:""Family Feud""",Richard Dawson,NA
1999-11-24,J,'MEMBER NOVEMBER?,,100,"The first college football game took place between Rutgers & this other N.J. university on November 6, 1869",Princeton,NA
1999-11-24,J,"STARTS WITH ""KN""",,100,A genuflection may include this body part touching the floor,the knee,NA
1999-11-24,J,FAMOUS ART,,200,"This man's art, seen here, depicted popular cabaret entertainers:",Toulouse-Lautrec,http://www.j-archive.com/media/1999-11-24_J_02.jpg
1999-11-24,J,HOLIDAYS & OBSERVANCES,,200,"Originally, Veterans Day was known as Armistice Day, to commemorate the end of this",World War I,NA
1999-11-24,J,SUPERSTITIONS,,200,"It's said if these itch, you're about to get a kiss, so pucker up!",Lips,NA
1999-11-24,J,GAME SHOW HOSTS,,200,"1966-1975:""Truth or Consequences""",Bob Barker,NA
1999-11-24,J,'MEMBER NOVEMBER?,,200,"Abe Lincoln delivered it November 19, 1863",the Gettysburg Address,NA
1999-11-24,J,"STARTS WITH ""KN""",,200,"If you don't know the face card between the 10 & the queen, you don't know this",a knave,NA
1999-11-24,J,FAMOUS ART,,300,He painted the pretty flowers seen here:,Vincent Van Gogh,http://www.j-archive.com/media/1999-11-24_J_03.jpg
1999-11-24,J,HOLIDAYS & OBSERVANCES,,300,Christians observe this holy day to celebrate Jesus' triumphant entry into Jerusalem,Palm Sunday,NA
1999-11-24,J,SUPERSTITIONS,,300,Buy a car on this unlucky day & it'll spend most of its time with the mechanic,Friday the 13th,NA
1999-11-24,J,GAME SHOW HOSTS,,300,"1966-1981:""Hollywood Squares""",Peter Marshall,NA
1999-11-24,J,'MEMBER NOVEMBER?,,300,"Later a prime minister, she was born November 19, 1917 in Allahabad",Indira Gandhi,NA
1999-11-24,J,"STARTS WITH ""KN""",,300,"I love to go a-wandering (Valderee, Valdera) with one of these on my back",a knapsack,NA
1999-11-24,J,FAMOUS ART,,400,She often painted everyday moments like the one seen here:,Mary Cassatt,http://www.j-archive.com/media/1999-11-24_J_04.jpg
1999-11-24,J,HOLIDAYS & OBSERVANCES,,400,"A foundation in Nebraska City, Nebraska oversees & coordinates the activities of this tree-planting holiday",Arbor Day,NA
1999-11-24,J,SUPERSTITIONS,,400,One reason horseshoes are considered lucky is that they're made of this magical metal,iron,NA
1999-11-24,J,GAME SHOW HOSTS,,400,"1966-1980:""The Newlywed Game""",Bob Eubanks,NA
1999-11-24,J,'MEMBER NOVEMBER?,,400,"This man abdicated the German throne on November 9, 1918",Kaiser Wilhelm II,NA
1999-11-24,J,"STARTS WITH ""KN""",,400,"In this city, you can visit the home of John Sevier, the first governor of Tennessee",Knoxville,NA
1999-11-24,J,FAMOUS ART,,500,Season represented in the masterpiece seen here:,spring,http://www.j-archive.com/media/1999-11-24_J_05.jpg
1999-11-24,J,HOLIDAYS & OBSERVANCES,,NA,Panama celebrates its independence from this country on November 3,Colombia,NA
1999-11-24,J,SUPERSTITIONS,,500,We wonder if Mary Surratt ever had a stiff neck; it's supposed to be an omen that this will happen,You will be hanged,NA
1999-11-24,J,GAME SHOW HOSTS,,500,"1961-1967:""Password""",Allen Ludden,NA
1999-11-24,J,'MEMBER NOVEMBER?,,500,"On November 7, 1917 this ""majority"" political faction toppled the provisional Russian government",Bolsheviks,NA
1999-11-24,J,"STARTS WITH ""KN""",,500,"First name of the man famous for telling his team to ""Win this one for the Gipper""",Knute (Rockne),NA
1999-11-24,DJ,FAMOUS ARTS,,200,"Paul Simon has said that he regrets letting this man sing lead on ""Bridge Over Troubled Water""",Art Garfunkel,NA
1999-11-24,DJ,THE ALPS,,200,Chamonix in the French Alps is the historic capital of this Alpine sport imported from Norway,skiing,NA
1999-11-24,DJ,"HEY, HEY WE'RE THE MAORIS!",,200,"Examples of these in Maori culture include Ruaumoko, who handles earthquakes, & Hinenuitepo, who handles death",gods/deities,NA
1999-11-24,DJ,20th CENTURY NOVELS,,200,"Some highbrow critics ""Kurt""ly dismiss his sci-fi novel ""The Sirens of Titan"" as a lesser work",Kurt Vonnegut,NA
1999-11-24,DJ,TV DETECTIVES,,200,"Were it not for 4 meddling kids & this title dog, many a cartoon crime would be unsolved",Scooby-Doo,NA
1999-11-24,DJ,"""IN"" WORDS",,200,"Originally, it consisted of the attorney general & the secretaries of State, War & Treasury",the Cabinet,NA
1999-11-24,DJ,FAMOUS ARTS,,400,"Famed for playing a sewer worker on TV, he originated the role of Felix Unger on Broadway",Art Carney,NA
1999-11-24,DJ,THE ALPS,,400,The Brenner Pass is a pathway from Austria to this country on the south,Italy,NA
1999-11-24,DJ,"HEY, HEY WE'RE THE MAORIS!",,400,"Of 4, 14 or 40, the percent of New Zealand's population that is Maori",14 percent,NA
1999-11-24,DJ,20th CENTURY NOVELS,,400,"Though it's fiction, this first Henry Miller novel tells of the adventures of Henry Miller in Paris",Tropic of Cancer,NA
1999-11-24,DJ,TV DETECTIVES,,400,"Mystery author Jessica Fletcher solved crimes in Cabot Cove, Maine on this show","Murder, She Wrote",NA
1999-11-24,DJ,"""IN"" WORDS",,400,"In names of birds, it follows gold, bull & purple",finch,NA
1999-11-24,DJ,FAMOUS ARTS,,600,"His book ""Kids Say the Darndest Things!"" topped the nonfiction bestsellers list for 2 years",Art Linkletter,NA
1999-11-24,DJ,THE ALPS,,600,This industry first brought income to the Alps in the 19th century & is now the main source of income there,tourism,NA
1999-11-24,DJ,"HEY, HEY WE'RE THE MAORIS!",,600,"The Maoris are the southernmost members of this larger Pacific ethnic group with ""many islands"" for homes",Polynesians,NA
1999-11-24,DJ,20th CENTURY NOVELS,,600,"Hemingway set ""A Farewell to Arms"" in WWI & ""For Whom the Bell Tolls"" in this war",the Spanish Civil War,NA
1999-11-24,DJ,TV DETECTIVES,,600,"These 2 actors were ""Moonlighting"" as the Blue Moon Detective Agency's Maddie Hayes & David Addison",Cybill Shepherd & Bruce Willis,NA
1999-11-24,DJ,"""IN"" WORDS",,600,"Last name of ""The Phantom Menace"" character seen here:",Jar Jar Binks,http://www.j-archive.com/media/1999-11-24_DJ_24.jpg
1999-11-24,DJ,FAMOUS ARTS,,800,"(Hi, I'm Art Alexakis of the rock band Everclear)  This American jazz drummer formed the Jazz Messengers & was a pioneer in the bebop movement",Art Blakey,NA
1999-11-24,DJ,THE ALPS,,800,"These features left over from the Ice Age include Maggiore, Constance & Como",lakes,NA
