date,round,category,comment,value,clue,response,link
2009-06-04,J,NOT HARD AT ALL,,200,Soft water is made soft by adding ions of this element that's abundant in seawater,sodium,NA
2009-06-04,J,EASY STREET,,200,"This Beverly Hills street is a magnet for fashionistas: its stores include Prada, Escada, Gucci & Versace",Rodeo Drive,NA
2009-06-04,J,CHILD'S PLAY,,200,The Darling children fly off on the adventure of a lifetime in this J.M. Barrie play,Peter Pan,NA
2009-06-04,J,DUCK! SOUP,,200,"Get down!  It's this Russian beet soup usually served with sour cream; it's cold, but it could stain",borscht,NA
2009-06-04,J,IN THE BAG,,200,In 1953 Tetley introduced bags filled with this to Britain,tea,NA
2009-06-04,J,"IT'S A ""SNAP""",,200,These flowers are named for their resemblance to tiny jaws,snapdragon,NA
2009-06-04,J,NOT HARD AT ALL,,400,Soft gooey stuff in the cavities of your ulna,marrow,NA
2009-06-04,J,EASY STREET,,400,"Trump has luxury condos at ""New York's best corner"": 59th Street & this avenue, 1 east of Madison",Park Avenue,NA
2009-06-04,J,CHILD'S PLAY,,400,A deaf & blind girl gets help from a special teacher in this 1959 play,The Miracle Worker,NA
2009-06-04,J,DUCK! SOUP,,400,"From the French for ""boil"", this is heading our way!",bouillon,NA
2009-06-04,J,IN THE BAG,,400,"As this Scottish garment lacks pockets, a pouch called a sporran is worn instead",a kilt,NA
2009-06-04,J,"IT'S A ""SNAP""",,400,It's the colorful culinary favorite seen here,red snapper,http://www.j-archive.com/media/2009-06-04_J_02.jpg
2009-06-04,J,NOT HARD AT ALL,,600,"Though soft, this metal is durable & corrosion resistant, so the Romans made water pipes of it (not a good idea)",lead,NA
2009-06-04,J,EASY STREET,,NA,It runs from place Charles de Gaulle to Place de la Concorde,the Champs-Élysées,NA
2009-06-04,J,CHILD'S PLAY,,600,A Dickens tale of child pickpockets & orphans came to the stage as this Tony-winning musical,Oliver!,NA
2009-06-04,J,DUCK! SOUP,,600,Gallagher is advancing on us with this Mexican meatball soup; thank God we have tarps,albondigas,NA
2009-06-04,J,IN THE BAG,,600,Type of traveling bag that gave its name to Northern profiteers during Reconstruction,carpetbaggers,NA
2009-06-04,J,"IT'S A ""SNAP""",,600,"This drink company uses the slogan ""Made from the best stuff on Earth""",Snapple,NA
