date,round,category,comment,value,clue,response,link
2006-12-05,J,JON STEWART'S AMERICA,,200,"""This follow-up to 'The Articles of Confederation' is the rare sequel that's more bicameral than the original!""",the Constitution,NA
2006-12-05,J,THE GREEN BAY PACKERS,,200,"(Kelly of the Clue Crew reports from Green Bay, Wisconsin.)I'm in a re-creation of the office of this legendary Packers coach known for his commitment to victory",Vince Lombardi,NA
2006-12-05,J,SHELLFISH,,200,Pearls are believed to acquire their color from the shell lining of this host bivalve,oysters,NA
2006-12-05,J,SHIPWRECKS,,200,"Only divers can now sit at the bar of the Mikhail Lermontov, a Soviet one of these pleasure ships",cruise ships,NA
2006-12-05,J,WORLD LEADERS,,200,His removal of opposing Duma members & jailing of tycoons has made some fearful for democracy,(Vladimir) Putin,NA
2006-12-05,J,STATES BY COUNTIES,,200,"San Mateo,San Joaquin,San Bernardino",California,NA
2006-12-05,J,JON STEWART'S AMERICA,,400,"He was ""quoted"" as saying, ""the only thing we have to fear is fear itself...oh, and starvation. We might all starve""",Franklin Roosevelt,NA
2006-12-05,J,THE GREEN BAY PACKERS,,400,"The Pack has garnered 3 Super Bowl trophies, winning No. XXXI & these 2 numbers",I & II,NA
2006-12-05,J,SHELLFISH,,400,"Pacific coast species of this shellfish include the Pismo & the Geoduck, which can weigh as much as five pounds",clams,NA
2006-12-05,J,SHIPWRECKS,,400,"Built in 1892 but with a hull still made of this, the 300-foot Frank O'Connor sank in Lake Michigan in 1919",wood,NA
2006-12-05,J,WORLD LEADERS,,400,"The French don't seem to get tired of this man, first appointed prime minister in 1974 & now president",Chirac,NA
2006-12-05,J,STATES BY COUNTIES,,400,"Champaign,Pulaski,Cook",Illinois,NA
2006-12-05,J,JON STEWART'S AMERICA,,600,"This D.C. building's rotunda ""was made famous by the Stephen Baldwin/Pauly Shore vehicle Bio-Rotunda""",the Capitol,NA
2006-12-05,J,THE GREEN BAY PACKERS,,600,"(Jimmy of the Clue Crew walks through the stands in Green Bay.)On December 26, 1993, defensive back LeRoy Butler scored a touchdown off a Raiders fumble and originated this alliterative celebration",the Lambeau leap,http://www.j-archive.com/media/2006-12-05_J_17a.jpg
2006-12-05,J,SHELLFISH,,600,"In the southern U.S., one can often see the mud mounds around the burrows created by this crustacean",crayfish,NA
2006-12-05,J,SHIPWRECKS,,600,"In 1700 the Henrietta Marie brought this main cargo from Africa to Jamaica, then sank with its next cargo, sugar",slaves,NA
2006-12-05,J,WORLD LEADERS,,600,In 2006 his Taepodong missile test had us wondering about looking for fallout shelters,Kim Jong-il,NA
2006-12-05,J,STATES BY COUNTIES,,600,"Choctaw,Cimarron,Muskogee",Oklahoma,NA
2006-12-05,J,JON STEWART'S AMERICA,,800,"This 1215 document ""served as a wake-up call that Europe would be forced to answer...in about 500 years""",the Magna Carta,NA
2006-12-05,J,THE GREEN BAY PACKERS,,800,"November 29, 2004, the day of this quarterback's 200th consecutive start, was proclaimed his day in Wisconsin",Brett Favre,NA
2006-12-05,J,SHELLFISH,,800,This mollusk is easily recognized by its fan-shaped shell that has an earlike projection at each end of the hinge,a scallop,NA
2006-12-05,J,SHIPWRECKS,,800,"The largest diveable wreck, U.S.S. President Coolidge, sank in 1942 when it hit one of the USA's own these",mines,NA
2006-12-05,J,WORLD LEADERS,,800,This general took power in Pakistan in a 1999 coup,Musharraf,NA
