date,round,category,comment,value,clue,response,link
2010-12-09,J,CREATURES OF THE NIGHT,,200,"The tapeti, or Brazilian this, is a nocturnal member of the genus Sylvilagus, or cottontail",a rabbit,NA
2010-12-09,J,"TAKE A ""COMP"" DAY",,200,"A small space for storage, perhaps for your driving gloves?",a compartment,NA
2010-12-09,J,IN THE DOGHOUSE,,200,"Good for retaining heat, Dogloo's plastic doghouses are designed to look like these northern domiciles",igloos,NA
2010-12-09,J,PRE-1929 U.S. PAPER CURRENCY,,200,"In 1886 this first lady graced the $1 Silver Certificate, the first woman ever to appear on U.S. currency",Martha Washington,NA
2010-12-09,J,THERE'S A SEXY CATEGORY!,,200,In 2010 this singer made a surprise appearance during Jay-Z's set at Coachella; how'd Jay ever get her to show?,Beyoncé,NA
2010-12-09,J,I KNOW A LITTLE...,,200,"German; she's das Madchen, this young person",a young girl,NA
2010-12-09,J,CREATURES OF THE NIGHT,,400,"If you've never seen a ""flying"" one of these, it might be because they're nocturnal (Bullwinkle's pal is an exception)",squirrel,NA
2010-12-09,J,"TAKE A ""COMP"" DAY",,400,"A molecule, or an enclosure of buildings",a compound,NA
2010-12-09,J,IN THE DOGHOUSE,,400,London's Elmtree offers under-floor heating & has installed these so you can view your pet via computer,webcams,NA
2010-12-09,J,PRE-1929 U.S. PAPER CURRENCY,,400,A 1914 $5 Federal Reserve note depicted the pilgrims & this explorer sighting land on the reverse side,Columbus,NA
2010-12-09,J,THERE'S A SEXY CATEGORY!,,400,Sofia Vergara has Ed O'Neill remarried with children of all ages on this ABC sitcom,Modern Family,NA
2010-12-09,J,I KNOW A LITTLE...,,400,"Indonesian; he's only dua, this many, years old",2,NA
2010-12-09,J,CREATURES OF THE NIGHT,,600,"Because tadpoles are 4 times bigger than adults, the nocturnal Pseudis paradoxa is known as the ""shrinking"" this",frog,NA
2010-12-09,J,"TAKE A ""COMP"" DAY",,600,This noun for someone who travels with another is also the lowest rank of knighthood,a companion,NA
2010-12-09,J,IN THE DOGHOUSE,,600,"This comic book kid's dog, Dollar, has a house wired for TV & phone",Richie Rich,NA
2010-12-09,J,PRE-1929 U.S. PAPER CURRENCY,,600,"In 1896 a $2 ""Educational"" Series Silver Certificate was issued featuring this steamboat designer",Fulton,NA
2010-12-09,J,THERE'S A SEXY CATEGORY!,,600,Last name shared by Bond actress Barbara & Hazzard County bombshell Catherine,Bach,NA
2010-12-09,J,I KNOW A LITTLE...,,600,"Greek; he's known as this letter,which in math means a tiny quantity",epsilon,NA
2010-12-09,J,CREATURES OF THE NIGHT,,800,"As you might expect from its name, the 2-toed variety of this nocturnal animal is a real slow mover",a sloth,NA
2010-12-09,J,"TAKE A ""COMP"" DAY",,800,"A lingering feeling of remorse or regret for a misdeed, it's from the Latin for ""stinging""",compunction,NA
2010-12-09,J,IN THE DOGHOUSE,,800,"From the Latin for ""dog"" comes this word that refers to a shelter for one dog or many",a kennel,NA
2010-12-09,J,PRE-1929 U.S. PAPER CURRENCY,,800,"This 22nd & 24th president's portrait graced the $20 bill from 1914 to 1928, when Jackson replaced him",Cleveland,NA
2010-12-09,J,THERE'S A SEXY CATEGORY!,,800,Julian Casablancas & sometime Drew Barrymore boyfriend Fabrizio Moretti sexed up this rock band,The Strokes,NA
2010-12-09,J,I KNOW A LITTLE...,,800,Hungarian; he waits for Szent Mikulas to bring him presents in this month,December,NA
2010-12-09,J,CREATURES OF THE NIGHT,,1000,"The 222 members of the avian order Strigiformes, better known as these, are all nocturnal",owls,NA
2010-12-09,J,"TAKE A ""COMP"" DAY",,1000,Awareness & sympathy for another's suffering,compassion,NA
2010-12-09,J,IN THE DOGHOUSE,,1000,The Petinn Royal at this capital's Narita airport will not only take your terrier but will also house your hamster,Tokyo,NA
2010-12-09,J,PRE-1929 U.S. PAPER CURRENCY,,NA,"For a brief time in the 1860s, this ""Great Compromiser"" appeared on the $50 U.S. note",Henry Clay,NA
2010-12-09,J,THERE'S A SEXY CATEGORY!,,1000,"The Mad Hatter was a recent role for this 2-time People magazine ""Sexiest Man Alive""",Johnny Depp,NA
2010-12-09,J,I KNOW A LITTLE...,,1000,"Russian; he loves p'yanitsa, a version of this ""bellicose"" card game",war,NA
2010-12-09,DJ,OPRAH'S FAVORITE BOOKS,,400,(Oprah gives the clue from a chair) Even today the perfect summer read is this John Steinbeck novel of good & evil centering on the Trask family,East of Eden,NA
2010-12-09,DJ,THE GOLDEN BOOT AWARDS,,400,"In 1983 this singing cowboy & sports owner got one of the first Golden Boots, given for work in Westerns",Gene Autry,NA
2010-12-09,DJ,MIDDLE NAMES,,400,A Supreme Court justice: Maria,(Sonia) Sotomayor,NA
2010-12-09,DJ,CASUAL & SPORTY FASHION,,400,"This Portland, Oregon, sportswear company took its name from the river that runs by the city",Columbia,http://www.j-archive.com/media/2010-12-09_DJ_10.jpg
