date,round,category,comment,value,clue,response,link
1995-09-27,J,THE OLD TESTAMENT,,100,"After 3 attempts, she discovered the secret of Samson's strength & betrayed him to the Philistines",Delilah,NA
1995-09-27,J,COLORS,,100,"Shades of this color include powder, sapphire & navy",blue,NA
1995-09-27,J,SCIENCE,,100,Ferrovanadium is an alloy of vanadium & this metal,iron,NA
1995-09-27,J,POP MUSIC,,100,"As this group, Donny & his brothers had only one No. 1 record in the U.S.: ""One Bad Apple"" in 1971",The Osmonds,NA
1995-09-27,J,STATE CAPITALS,,100,"This Rhode Island city has almost twice the population of Warwick, the state's second largest city",Providence,NA
1995-09-27,J,FOREIGN WORDS & PHRASES,,100,The Spanish term for these scrambled items is huevos revueltos,eggs,NA
1995-09-27,J,THE OLD TESTAMENT,,200,This queen gave Solomon 120 talents of gold & other precious items,Queen of Sheba,NA
1995-09-27,J,COLORS,,200,Battleship is a tint of this color,grey,NA
1995-09-27,J,SCIENCE,,200,The horny casing of the toes of ungulates is called this,hooves,NA
1995-09-27,J,POP MUSIC,,200,"""Piano Man"", released in 1973, was his first successful album",Billy Joel,NA
1995-09-27,J,STATE CAPITALS,,200,"On July 4, 1831 ""America"" was first sung at this city's Park Street Church at the foot of Beacon HIll",Boston,NA
1995-09-27,J,FOREIGN WORDS & PHRASES,,200,"When shopping in Lisbon, you may want to ask, ""Quanto custa?"", which means this","""How much does it cost?""",NA
1995-09-27,J,THE OLD TESTAMENT,,300,"Miriam & Aaron criticized this man, their brother, for marrying an Ethiopian",Moses,NA
1995-09-27,J,COLORS,,300,"It's the ""flowery"" color of Elizabeth Taylor's eyes",violet,NA
1995-09-27,J,SCIENCE,,300,In 1990 this space telescope provided the first picture of Charon as completely separate from Pluto,the Hubble telescope,NA
1995-09-27,J,POP MUSIC,,300,"You ""can't trust that day"", according to The Mamas & The Papas","Monday(, Monday)",NA
1995-09-27,J,STATE CAPITALS,,300,This capital lies at the southern end of Puget Sound on Budd Inlet & Capitol Lake,"Olympia(, Washington)",NA
1995-09-27,J,FOREIGN WORDS & PHRASES,,300,"In Dutch, apricots are abrikozen, figs are vijgen & this fruit is kokosnoot",coconut,NA
1995-09-27,J,THE OLD TESTAMENT,,400,"Jacob's other name was this, like the 12 tribes descended from him",Israel,NA
1995-09-27,J,COLORS,,400,"This color found on the togas of Roman emperors is a synonym for ""regal""",purple,NA
1995-09-27,J,SCIENCE,,400,"He outlines his 3 laws of motion in ""Philosophiae Naturalis Principia Mathematica""",Sir Isaac Newton,NA
1995-09-27,J,POP MUSIC,,400,"At age 40, she won 3 Grammys for ""Nick of Time"", 1989's album of the year",Bonnie Raitt,NA
1995-09-27,J,STATE CAPITALS,,400,"When this future Confederate capital became a city in 1782, half of its population was slaves","Richmond(, Virginia)",NA
1995-09-27,J,FOREIGN WORDS & PHRASES,,400,The French refer to this season of the year as l'hiver,winter,NA
1995-09-27,J,THE OLD TESTAMENT,,500,"In 1 Samuel 31 this king falls upon his own sword, opening the way for David to become king",Saul,NA
1995-09-27,J,COLORS,,500,This pale yellow color shares its name with a French region & the sparkling wine produced there,champagne,NA
1995-09-27,J,SCIENCE,,500,"Fusion, the change of a solid to a liquid state, is more commonly called this",melting,NA
1995-09-27,J,POP MUSIC,,500,"This British group's 1979 album ""The Wall"" included the hit single ""Another Brick in the Wall""",Pink Floyd,NA
1995-09-27,J,STATE CAPITALS,,NA,"Alphabetically, it's the last state capital named for a U.S. president",Madison (Wisconsin),NA
1995-09-27,J,FOREIGN WORDS & PHRASES,,500,Italians call this country La Svezia,Sweden,NA
1995-09-27,DJ,HISTORY,,200,In 1791 this future French emperor became a lieutenant colonel in the Corsican National Guard,Napoleon,NA
1995-09-27,DJ,ECONOMICS,,200,"An APR, or annual percentage rate, is a rate of this",interest,NA
1995-09-27,DJ,WOMEN,,200,A magazine launched in 1972 helped popularize this courtesy title used before a woman's name,"""Ms.""",NA
1995-09-27,DJ,WORLD GEOGRAPHY,,200,Ticino is this country's southernmost canton,Switzerland,NA
1995-09-27,DJ,SHIPS & BOATS,,200,"It's voyage was ""naturally"" chronicled in an 1839 book",the Beagle,NA
1995-09-27,DJ,20th CENTURY NOVELS,,200,"This ""Heart of Darkness"" author's ""Nostromo"" takes place in the fictional country of Costaguana",Joseph Conrad,NA
1995-09-27,DJ,HISTORY,,400,Between the 800s & 1400s the Khmer had a Hindu-Buddhist kingdom with its capital in what is now this country,Cambodia,NA
1995-09-27,DJ,ECONOMICS,,400,"These proceeds from a business may be normal or supernormal & may be ""shared"" with employees",profits,NA
1995-09-27,DJ,WOMEN,,400,1994 inductees into the National Women's Hall of Fame included Bella Abzug & this 1984 candidate for VP,Geraldine Ferraro,NA
1995-09-27,DJ,WORLD GEOGRAPHY,,400,"This European country's highest point is Vaalserberg which rises 1,053 feet near Maastricht",The Netherlands,NA
1995-09-27,DJ,SHIPS & BOATS,,400,It was the first nuclear-powered submarine to sail under the North Pole,the Nautilus,NA
1995-09-27,DJ,20th CENTURY NOVELS,,400,"In Mary McCarthy's ""The Group"", Kay Strong marries one week after graduation from this college",Vassar,NA
1995-09-27,DJ,HISTORY,,600,In 1830 this peninsula connected to southern Spain was made a British crown colony,Gibraltar,NA
1995-09-27,DJ,ECONOMICS,,NA,Term for precious metals like gold or silver used in international transactions in bulk form,bullion,NA
1995-09-27,DJ,WOMEN,,600,"Grace Murray Hopper, who helped develop COBOL, also coined this term for a computer glitch",a bug,NA
1995-09-27,DJ,WORLD GEOGRAPHY,,600,The 2 northern extensions of the Red Sea are the Gulf of Aqaba & this gulf,Gulf of Suez,NA
1995-09-27,DJ,SHIPS & BOATS,,600,The Cutty Sark was built in 1869 to carry crates of this cargo from China,tea,NA
1995-09-27,DJ,20th CENTURY NOVELS,,600,"Manfred de Spain appears in ""The Town"", ""The Mansion"" & ""The Reivers"" by this author",(William) Faulkner,NA
1995-09-27,DJ,HISTORY,,800,"In 1964 Moise Tshombe, who led the Katanga secession, became premier of this country, now Zaire",the Congo,NA
1995-09-27,DJ,ECONOMICS,,800,"This German researched his 1859 ""Critique of Political Economy"" at the British Museum",Karl Marx,NA
1995-09-27,DJ,WOMEN,,800,"In 1868 this author of ""The Battle Hymn of the Republic"" co-founded the New England Woman Suffrage Assoc.",Julia Ward Howe,NA
