date,round,category,comment,value,clue,response,link
2001-01-18,J,FORMER WORLD LEADERS,,100,This man was the last president of his country(Soviet Union),Mikhail Gorbachev,NA
2001-01-18,J,BUILDING PARTS,,100,"It can be a platform extending outdoors from an upper floor, or a place for cheaper theater seats",Balcony,NA
2001-01-18,J,STATES BY CITIES & TOWNS,,100,"Laughlin,Elko,Sparks",Nevada,NA
2001-01-18,J,AMERICAN BEER HISTORY,,100,In 1864 this man joined his father-in-law Eberhard Anheuser in the brewing business,Adolphus Busch,NA
2001-01-18,J,SUMMER SONGS,,100,"This group's ""Surfin' U.S.A."" says, ""We're waxing down our surfboards, we can't wait for June""",The Beach Boys,NA
2001-01-18,J,"""Q...T""",,100,Shhhhh!!,Quiet,NA
2001-01-18,J,FORMER WORLD LEADERS,,200,He's the long-time prisoner seen here(in South Africa),Nelson Mandela,NA
2001-01-18,J,BUILDING PARTS,,200,"It's a raised section of a room where you store hay, or an upper-story room for artists",Loft,NA
2001-01-18,J,STATES BY CITIES & TOWNS,,200,"Heber Springs,Hot Springs,Hope",Arkansas,NA
2001-01-18,J,AMERICAN BEER HISTORY,,200,In 1789 this president announced that he would henceforth only drink porter beer made in America,George Washington,NA
2001-01-18,J,SUMMER SONGS,,200,"""Summer's here and the time is right for fighting in the street"", says this group's ""Street Fighting Man""",The Rolling Stones,NA
2001-01-18,J,"""Q...T""",,200,"Last name of cartoon adventurer Jonny, who was voiced by Tim Matheson",Quest,NA
2001-01-18,J,FORMER WORLD LEADERS,,300,This prime minister was also the daughter of a prime minister & the mother of a prime minister,Indira Gandhi,NA
2001-01-18,J,BUILDING PARTS,,300,"Somebody may ""bet on"" this window that forms a recess in a room",Bay,NA
2001-01-18,J,STATES BY CITIES & TOWNS,,300,"Rhinelander,Appleton,Eau Claire",Wisconsin,NA
2001-01-18,J,AMERICAN BEER HISTORY,,300,In 1612 Adrian Block & Hans Christiansen established the New World's first known brewery on this island,Manhattan,NA
2001-01-18,J,SUMMER SONGS,,300,"This girl group's ""Cruel Summer"" heated up the summer of 1984",Bananarama,NA
2001-01-18,J,"""Q...T""",,300,Last name of the British designer credited with the introduction of hot pants around 1970,(Mary) Quant,NA
2001-01-18,J,FORMER WORLD LEADERS,,400,He's the Canadian NAFTA signer seen here,Brian Mulroney,NA
2001-01-18,J,BUILDING PARTS,,400,The minibar is found in a hotel room; the minbar is the pulpit in one of these Islamic structures,Mosque,NA
2001-01-18,J,STATES BY CITIES & TOWNS,,NA,"Woodstock,Dunwoody,Fort Oglethorpe",Georgia,NA
2001-01-18,J,AMERICAN BEER HISTORY,,400,"Formed one year earlier, this ""Service"" began taxing beer at a dollar a barrel in 1862 to finance the Civil War",Internal Revenue Service (IRS),NA
2001-01-18,J,SUMMER SONGS,,400,"On Aug. 13, 1966 this group's ""Summer in the City"" began a 3-week stay at No. 1",The Lovin\' Spoonful,NA
