date,round,category,comment,value,clue,response,link
2001-07-11,J,AFRICANA,,100,"The southern part of Africa is often called ""Sub-"" this 3 1/2-million-square-mile area",Sahara,NA
2001-07-11,J,BIBLICAL CRIME BLOTTER,,100,This woman is wanted in connection with stolen hair & the kidnapping of her boyfriend by Philistines,Delilah,NA
2001-07-11,J,ARCHITECTS,,100,In 1805 Charles Bulfinch enlarged this city's Faneuil Hall,Boston,NA
2001-07-11,J,SELLERS,,100,"Founded in 1957, Dialamerica, Inc. is the USA's largest private company in this type of marketing",Telemarketing,NA
2001-07-11,J,THE DAY THE MUSIC DIED,(Alex: You have to name the musician),100,"August 16, 1977 in Memphis, Tennessee",Elvis Presley,NA
2001-07-11,J,"""LAP"" DANCE",,100,It's the continuation of the suit coat's collar,Lapel,NA
2001-07-11,J,AFRICANA,,200,"The country's name is properly pronounced ""Luh-Soo-Too"", but is spelled this way",L-E-S-O-T-H-O,NA
2001-07-11,J,BIBLICAL CRIME BLOTTER,,200,"Wanted in the case of fruit missing from the forbidden tree, this animal is considered long & dangerous",Snake/serpent,NA
2001-07-11,J,ARCHITECTS,,200,Canberra designer Walter Burley Griffin served as this American architect's assistant from 1901 to 1906,Frank Lloyd Wright,NA
2001-07-11,J,SELLERS,,200,"Harry Bogen is the dressmaker hero of the musical ""I Can Get It for You"" this way",Wholesale,NA
2001-07-11,J,THE DAY THE MUSIC DIED,(Alex: You have to name the musician),200,"December 8, 1980 in New York City",John Lennon,NA
2001-07-11,J,"""LAP"" DANCE",,200,A region of northern Scandinavia or Russia,Lapland,NA
2001-07-11,J,AFRICANA,,300,In 2000 Durban in this country hosted the 13th International AIDS Conference & the first held on the continent,South Africa,NA
2001-07-11,J,BIBLICAL CRIME BLOTTER,,300,This Egyptian crime boss is wanted in connection with ordering the death of all male Jewish children,Pharaoh,NA
2001-07-11,J,ARCHITECTS,,300,"Richard Hunt, the first American to attend the Ecole des Beaux-Arts, designed this statue's stone-&-concrete pedestal",Statue of Liberty,NA
2001-07-11,J,SELLERS,,300,"(Hi, I'm Jeff Bezos, founder & CEO of Amazon.com.) It's estimated that 60% of net shoppers flag an average of 7 sites with one of these, also used in products we sell",Bookmarks,http://www.j-archive.com/media/2001-07-11_J_27.jpg
2001-07-11,J,THE DAY THE MUSIC DIED,(Alex: You have to name the musician),300,"September 18, 1970 in London",Jimi Hendrix,NA
2001-07-11,J,"""LAP"" DANCE",,300,The type of filmmaking seen here,Time-lapse photography,NA
2001-07-11,J,AFRICANA,,400,A lion subspecies shares its name with these nomadic people of Tanzania & Kenya,Masai,NA
2001-07-11,J,BIBLICAL CRIME BLOTTER,,400,"Wife of Ahab, this Baal worshiper & harlot was last seen in Jezreel",Jezebel,NA
2001-07-11,J,ARCHITECTS,,NA,"Cass Gilbert designed this merchant's NYC skyscraper for 270,000,000 nickels or 135,000,000 dimes",F.W. Woolworth (Woolworth Building),NA
2001-07-11,J,SELLERS,,400,In 1978 Campbell Soup bought this pickle producer famous for its stork symbol,Vlasic Foods,NA
2001-07-11,J,THE DAY THE MUSIC DIED,(Alex: You have to name the musician),400,"July 3, 1971 in Paris",Jim Morrison,NA
2001-07-11,J,"""LAP"" DANCE",,400,Perry Farrell of Jane's Addiction & Porno for Pyros founded this mega-concert event,Lollapalooza,NA
2001-07-11,J,AFRICANA,,500,"Meaning ""guided one"", it was the title of the 1880s Sudanese leader whose forces defeated General Gordon",The Mahdi,NA
2001-07-11,J,BIBLICAL CRIME BLOTTER,,500,"Wanted for treason against King David, he's known to have killed his half-brother for raping Tamar",Absalom,NA
2001-07-11,J,ARCHITECTS,,500,"Albert Speer, who designed a stadium for this city, was convicted of war crimes in trials there",Nuremberg,NA
2001-07-11,J,SELLERS,,500,"Strangely, this ""colorful"" German company sells its classic travel alarm clocks only in black & white",Braun,NA
2001-07-11,J,THE DAY THE MUSIC DIED,(Alex: You have to name the musician),500,"August 9, 1995 in Forest Knolls, California",Jerry Garcia,NA
2001-07-11,J,"""LAP"" DANCE",,500,Take your gemstones to this specialist to have them cut & polished,Lapidary,NA
2001-07-11,DJ,THE KOREAN WAR,,200,The first division of this U.S. fighting force spearheaded the landing at Inchon,Marines,NA
2001-07-11,DJ,TUBE TEST,,200,"David Janssen had a 4-year ""run"" in this series; Tim Daly hopes for at least that in the remake",The Fugitive,NA
2001-07-11,DJ,HOLD THE MAYO CLINIC,,200,The Mayo Clinic was started in Rochester in this state,Minnesota,NA
2001-07-11,DJ,TRAIN STATIONS,,200,"In the movie ""The Clock"", Judy Garland finds love in this ""stately"" NYC station",Penn Station,NA
2001-07-11,DJ,MEDIEVAL MUSIC,,200,In 950 this instrument in Winchester Cathedral needed 70 men to work the bellows,Organ,NA
2001-07-11,DJ,BEFORE & AFTER,,200,"Singer of ""My Cherie Amour"" whose secret identity is Diana Prince",Stevie Wonder Woman,NA
2001-07-11,DJ,THE KOREAN WAR,,400,"His reaction to the North's invasion was ""Dean, we've got to stop the blanks of blanks no matter what""",Harry S. Truman,NA
2001-07-11,DJ,TUBE TEST,,400,"This spin-off spun off a show of its own, ""Checking In"", with Marla Gibbs continuing as Florence Johnston",The Jeffersons,NA
2001-07-11,DJ,HOLD THE MAYO CLINIC,,400,"In 1914 Mayo isolated the pure hormone thyroxin, made by this gland",Thyroid gland,NA
2001-07-11,DJ,TRAIN STATIONS,,400,St. Petersburg's Finland Station is famous as the site of this leader's return to Russia in 1917,Lenin,NA
2001-07-11,DJ,MEDIEVAL MUSIC,,400,The Minnesingers were this present-day country's counterpart of France's troubadours,Germany,NA
2001-07-11,DJ,BEFORE & AFTER,,400,Morticia gets a big wet one from Richard Dawson on this ooky game show,The Addams Family Feud,NA
2001-07-11,DJ,THE KOREAN WAR,,600,"In 1950 Gen. Walton Walker, the main U.S. field commander, was killed riding in this type of vehicle",Jeep,NA
2001-07-11,DJ,TUBE TEST,,600,"He provides the voice for Thurgood Stubbs on ""The P.J.s""",Eddie Murphy,NA
2001-07-11,DJ,HOLD THE MAYO CLINIC,,600,In 1950 Mayo doctors Edward Kendall & Philip Hench won the Nobel Prize for their work with this steroid,cortisone,NA
2001-07-11,DJ,TRAIN STATIONS,,600,"This capital city's main train station is known as Bahnhof Zoo, & not just at rush hour",Berlin,NA
2001-07-11,DJ,MEDIEVAL MUSIC,,600,Guido D'Arezzo established the series of lines now called this as the basis of musical notation,Staff,NA
2001-07-11,DJ,BEFORE & AFTER,,600,"Star of ""The Exorcist"" who disappears from the Maryland woods in a scary 1999 film",Linda Blair Witch Project,NA
2001-07-11,DJ,THE KOREAN WAR,,800,"In bitter battles of 1951, Pork Chop was a hill & Heartbreak was one of these",Ridge,NA
2001-07-11,DJ,TUBE TEST,,800,"""Happy Days"" was spun off from a segment on this ""Love""ly comedy anthology show of the '70s","Love, American Style",NA
2001-07-11,DJ,HOLD THE MAYO CLINIC,,800,The Mayo-Gibbon bypass machine assumes the functions of these 2 different organs,Heart & lung,NA
2001-07-11,DJ,TRAIN STATIONS,,NA,Sherlock Holmes often left London from this station that shares its name with a battle,Waterloo Station,NA
2001-07-11,DJ,MEDIEVAL MUSIC,,NA,From 590 to 604 this type of music would have gotten a Papal Choice Award,Gregorian Chant (named for Pope Gregory I),NA
2001-07-11,DJ,BEFORE & AFTER,,800,Louisa May Alcott & relationship guru John Gray collaborated on this book sequel,"Little Men are from Mars, Women are from Venus",NA
2001-07-11,DJ,THE KOREAN WAR,,1000,"The sound of a Commie submachine gun as it ""belched"" out bullets gave it this nickname","""Burp Gun""",NA
2001-07-11,DJ,TUBE TEST,,1000,"We have to cop to the fact he created ""Police Story""; ""The Blue Knight"" was based on one of his books",Joseph Wambaugh,NA
2001-07-11,DJ,HOLD THE MAYO CLINIC,,1000,In 1973 Mayo introduced to North America this scanner that uses a computer & X-rays,CT scanner,NA
2001-07-11,DJ,TRAIN STATIONS,,1000,"A real depot inspired the symbol of this Wisconsin insurance company, seen here",Wausau,NA
2001-07-11,DJ,MEDIEVAL MUSIC,,1000,"A 13th century hit tells us this ""is icumen in""",Summer,NA
2001-07-11,DJ,BEFORE & AFTER,,1000,Dystopian Anthony Burgess novel that's a New Zealand fish,A Clockwork Orange Roughy,NA
2001-07-11,FJ,CONTEMPORARY BRITISH AUTHORS,,NA,"In May 1973 Sports Illustrated ran one of his short stories under the title ""A Day of Wine and Roses""",Dick Francis,NA
