date,round,category,comment,value,clue,response,link
2005-05-04,J,ATTILA THE HUN,(Alex: Popular kinda guy.),200,"The Latins called Attila Flagellum Dei, which means this",Scourge of God,NA
2005-05-04,J,THAT WENT TO NO. 1?,,200,"Jeff Probst knows this group hit the top spot in 1982 with ""Eye Of The Tiger""",Survivor,NA
2005-05-04,J,NAME THAT NATION,,200,Official population 1.3 billion,China,NA
2005-05-04,J,THE NATURE OF THE BEAST,,200,"Evolution has given the giant panda this many digits on each hand, 2 more than most Disney characters",6,NA
2005-05-04,J,HALLMARK HOLIDAYS,,200,"Nurses Week begins on May 6th & ends May 12th--appropriately, this woman's birthday",Florence Nightingale,NA
2005-05-04,J,"IT HAD TO BE ""U""",,200,It occupies almost all of the British Isles except for the Republic of Ireland,the United Kingdom,NA
2005-05-04,J,ATTILA THE HUN,(Alex: Popular kinda guy.),400,"In 451 Attila conquered, then abandoned, this town in Gaul where 961 years later a certain ""maid"" was born",Orléans,NA
2005-05-04,J,THAT WENT TO NO. 1?,,400,"They had 3 No. 1s, including ""Blame It On The Rain""; too bad they never actually sang on any of them",Milli Vanilli,NA
2005-05-04,J,NAME THAT NATION,,400,Official population 921,Vatican City,NA
2005-05-04,J,THE NATURE OF THE BEAST,,400,"Markings on teeth from a Ukraine site led anthropologists to believe humans first rode these 6,000 years ago",horses,NA
2005-05-04,J,HALLMARK HOLIDAYS,,400,"On Friendship Day, buy your bud a stuffed animal of this honey lover, the U.N.'s Friendship Ambassador",Winnie the Pooh,NA
2005-05-04,J,"IT HAD TO BE ""U""",,400,"From the Latin for ""the womb"", it's where the embryo is nourished",the uterus,NA
2005-05-04,J,ATTILA THE HUN,(Alex: Popular kinda guy.),600,"In 441 Attila's forces razed Singidunum, on whose site this capital of Serbia & Montenegro was built",Belgrade,NA
2005-05-04,J,THAT WENT TO NO. 1?,,600,"""Might As Well Face It"", the video for this 1986 Robert Palmer hit was famed for its zombie-liked backup band of models","""Addicted To Love""",NA
2005-05-04,J,NAME THAT NATION,,600,The biggest importer of oil,the United States,NA
2005-05-04,J,THE NATURE OF THE BEAST,,600,"In a prophecy, Isaiah says a cow's calf will lie down with this animal's cub",a bear cub,NA
2005-05-04,J,HALLMARK HOLIDAYS,,600,This month was chosen for Grandparents Day to signify the autumn of life,September,NA
