date,round,category,comment,value,clue,response,link
2019-09-17,NA,NA,NA,NA,NA,NA,NA
2019-09-17,J,VERBS,,200,To identify the nature of a person's illness,diagnose,NA
2019-09-17,J,HELPING THE ENVIRONMENT,,200,In 2019 Germany announced it would phase out power plants that use this fossil fuel,coal,NA
2019-09-17,J,LET'S HAVE A BALL,,200,"3 inches in diameter, 108 double stitches",a baseball,NA
2019-09-17,J,BURGERS,,200,Hamburger U.'s main campus is a sprawling Illinois facility that trains this company's employees,McDonald\'s,NA
2019-09-17,J,"CAL. ""A""",(Alex: Of...),200,"The name of this city near Los Angeles is from the German for ""home"" on the Santa ""Ana"" River",Anaheim,NA
2019-09-17,J,HALLEY'S COMET IN HISTORY,,400,It's been speculated that Halley's Comet in 12 B.C. was this star from Matthew 2:2,the Star of Bethlehem (the star that the Magi followed accepted),NA
2019-09-17,J,VERBS,,400,"It can mean to work jointly on a scientific activity; or in wartime, to cooperate traitorously with an enemy",collaborate,NA
2019-09-17,J,HELPING THE ENVIRONMENT,,400,Airborne wind energy systems use drones or these tethered playthings like the diamond or sled kind,a kite,NA
2019-09-17,J,LET'S HAVE A BALL,,400,"Long axis 11 to 11 1/4 inches, inflated to (important!) at least 12.5 pounds per square inch",a football,NA
2019-09-17,J,BURGERS,,400,The first hamburger chain in the U.S. was this one that sounds like it could've benefitted from a moat,White Castle,NA
2019-09-17,J,"CAL. ""A""",(Alex: Of...),400,"AKA ""The Rock"", this island is a prime stop on your San Francisco tour schedule",Alcatraz,NA
2019-09-17,J,HALLEY'S COMET IN HISTORY,,600,"When the comet showed up in 451, it added to the ""Scourge of God"" reputation for this invader of Europe",Attila the Hun,NA
2019-09-17,J,VERBS,,600,"It can mean to present the way something works, or to publicly protest",demonstrate,NA
2019-09-17,J,HELPING THE ENVIRONMENT,,600,Proceeds from this Ben & Jerry's flavor inspired by a Vermont band benefit environmental causes,Phish Food,NA
2019-09-17,J,LET'S HAVE A BALL,,600,Wilson makes the official AVP one,a volleyball,NA
2019-09-17,J,BURGERS,,600,"Not seen on In-N-Out's drive-thru menu is the ""Protein Style"" burger, which uses this instead of a bun",lettuce,NA
2019-09-17,J,"CAL. ""A""",(Alex: Of...),600,This street intersects with Haight Street to create the name of a San Francisco neighborhood,Ashbury,NA
2019-09-17,J,HALLEY'S COMET IN HISTORY,,800,A probe designed to study Halley's Comet was one of the many casualties of this 1986 space program disaster,the Challenger disaster,NA
2019-09-17,J,VERBS,,800,"Samuel Taylor Coleridge defended this then-new verb, saying that to ""render intense"" just didn't work",intensify,NA
2019-09-17,J,HELPING THE ENVIRONMENT,,800,"Worried about pollution, in 2019 residents of Toledo, Ohio voted to give personhood status to this lake",Erie,NA
2019-09-17,J,LET'S HAVE A BALL,,800,The yellow ones were introduced for TV in 1972,tennis balls,NA
2019-09-17,J,BURGERS,,800,"Hamburger is sometimes turned into this kind of ""steak"", as in the name of a British city",Salisbury,NA
2019-09-17,J,"CAL. ""A""",(Alex: Of...),800,"This Spanish word refers to a deep gully & precedes ""Grande"" in the name of a cute village on the Central Coast",Arroyo,NA
2019-09-17,J,HALLEY'S COMET IN HISTORY,,NA,"This author can't have been surprised to die April 21, 1910, the day after Halley's Comet reached perihelion",(Mark) Twain,NA
2019-09-17,J,VERBS,,1000,"This 4-letter verb means ""to beget""; use it as a noun when addressing a king",sire,NA
2019-09-17,J,HELPING THE ENVIRONMENT,,1000,"Preserving outdoor America is the goal of the league named for this author of ""The Compleat Angler""",(Izaak) Walton,NA
2019-09-17,J,LET'S HAVE A BALL,,1000,Babe Ruth worked out--yes he did!--with one of these,a medicine ball,http://www.j-archive.com/media/2019-09-17_J_01.jpg
2019-09-17,J,BURGERS,,1000,"The FleurBurger 5000 is a $5,000 burger with black truffles & foie gras, made from wagyu, a type of beef originally from this country",Japan,NA
2019-09-17,J,"CAL. ""A""",(Alex: Of...),1000,It's paired with Oakland in the name of a coliseum in the Bay Area,Alameda,NA
2019-09-17,NA,NA,NA,NA,NA,NA,NA
2019-09-17,NA,NA,NA,NA,NA,NA,NA
2019-09-17,DJ,ACTOR-DIRECTORS,,400,"His career as an actor-director has been largely a ""rocky"" one but also includes ""The Expendables""",(Sylvester) Stallone,NA
2019-09-17,NA,NA,NA,NA,NA,NA,NA
2019-09-17,DJ,NEVER TO RETURN,,400,This 3-named naval hero sailed from America in 1787 & died bitter in Europe in 1792,John Paul Jones,NA
2019-09-17,NA,NA,NA,NA,NA,NA,NA
2019-09-17,DJ,CENTER FOR THE INTREPID,(Sarah: The Center for the Intrepid--a Texas military hospital providing cutting-edge rehabilitation for America's fighting men and women.),800,"(Sarah of the Clue Crew delivers the clue.)  At the center's dedication in 2007, this veteran & senator said, ""The [Iraq] War"", in which many of the soldiers & attendants were injured, had ""divided"" the nation, but not in its ""admiration for you""",(John) McCain,http://www.j-archive.com/media/2019-09-17_DJ_21b.jpg
2019-09-17,DJ,AWARDS & HONORS,,800,Cardi B won Best New Artist at these MTV awards in 2018,the VMAs (Video Music Awards),NA
2019-09-17,DJ,ACTOR-DIRECTORS,,800,Clint Eastwood transports cartel drugs in this 2018 film he also directed,The Mule,NA
2019-09-17,DJ,FROM C TO D,"(Alex: Each correct response will begin with a ""C""; end with a ""D"".)",800,koa.com helps you find this type of place to put up your tent,campground,NA
2019-09-17,DJ,NEVER TO RETURN,,800,"In 1194 Richard I left England to fight for disputed land in this country, where he caught an arrow 5 years later",France,NA
2019-09-17,DJ,SHAKESPEARE'S EXIT LINES,(Alex: You have to identify the character who is speaking the last line.),800,"""My kingdom for a horse!""",Richard III,NA
2019-09-17,DJ,CENTER FOR THE INTREPID,(Sarah: The Center for the Intrepid--a Texas military hospital providing cutting-edge rehabilitation for America's fighting men and women.),1200,"(Sarah of the Clue Crew reports from the Center for the Intrepid in San Antonio, Texas.)  An advanced alternative to mechanically controlled prosthetic arms are ones that pick up signals of this type of activity in muscle contractions & in nerves & convert them into movements of the artificial limb",electrical impulses,http://www.j-archive.com/media/2019-09-17_DJ_17.wmv
2019-09-17,DJ,AWARDS & HONORS,,1200,"The MacArthur Fellows Program gives out what are nicknamed these Grants, though IQs are not measured",Genius,NA
2019-09-17,DJ,ACTOR-DIRECTORS,,1200,"He directed ""Tropic Thunder""; Steve Coogan directed the film within that film",(Ben) Stiller,NA
2019-09-17,DJ,FROM C TO D,"(Alex: Each correct response will begin with a ""C""; end with a ""D"".)",1200,"In a 1982 no. 1 hit The J. Geils Band sang, ""My blood runs cold, my memory has just been sold, my angel is"" this",centerfold,NA
2019-09-17,DJ,NEVER TO RETURN,,NA,Local boy made good Napoleon paid a sentimental visit to this island in 1799 & never saw it again,Corsica,NA
2019-09-17,DJ,SHAKESPEARE'S EXIT LINES,(Alex: You have to identify the character who is speaking the last line.),1200,"""O true apothecary! Thy drugs are quick. Thus with a kiss I die""",Romeo,NA
2019-09-17,DJ,CENTER FOR THE INTREPID,(Sarah: The Center for the Intrepid--a Texas military hospital providing cutting-edge rehabilitation for America's fighting men and women.),1600,"(Sarah of the Clue Crew reports from the Center for the Intrepid in San Antonio, Texas.)  ""People say, 'He lost a leg.'...I object...you gave a leg"" was said by General Peter Pace of these patients at the center--an alliterative phrase for injured soldiers that became common during the USA's 21st century conflicts",wounded warriors,http://www.j-archive.com/media/2019-09-17_DJ_16.jpg
2019-09-17,DJ,AWARDS & HONORS,,1600,It's the French military award seen here,the Croix de Guerre,http://www.j-archive.com/media/2019-09-17_DJ_04.jpg
2019-09-17,DJ,ACTOR-DIRECTORS,,1600,"As Variety would say, he toplined & helmed 2014's ""A Million Ways to Die in the West""",Seth MacFarlane,NA
2019-09-17,DJ,FROM C TO D,"(Alex: Each correct response will begin with a ""C""; end with a ""D"".)",1600,Motion picture film substance,celluloid,NA
2019-09-17,DJ,NEVER TO RETURN,,1600,"Pablo Picasso, who died in 1973, last set foot in Spain in this decade, not long before the Fascist takeover",the \'30s,NA
2019-09-17,DJ,SHAKESPEARE'S EXIT LINES,(Alex: You have to identify the character who is speaking the last line.),1600,"""Then fall"", me",Caesar,NA
