date,round,category,comment,value,clue,response,link
2014-03-19,J,MEANINGS OF GEOGRAPHIC NAMES,,200,"The name of this small country comes from German for ""light stone""",Liechtenstein,NA
2014-03-19,J,TEAM PLAYERS,,200,"Emerson Boozer,Joe Klecko,Mark Sanchez",the New York Jets,NA
2014-03-19,J,KIDDY LIT TITLE ADJECTIVES,,200,"""____ with a Chance of Meatballs""",Cloudy,NA
2014-03-19,J,LEGEND,,200,This Round Table knight had a kid with the daughter of grail-keeping King Pelles but had eyes for Guinevere,Lancelot,NA
2014-03-19,J,WAIT FOR IT!,,200,"After we finally see it again around 2061, the next time will be 2137-ish",Halley\'s Comet,NA
2014-03-19,J,"""-ARY""",,200,"Given free as a gift, or describing a remark like, ""You look good!""",complimentary,NA
2014-03-19,J,MEANINGS OF GEOGRAPHIC NAMES,,400,"The name of this body of water comes from words meaning ""middle"" & ""earth""",the Mediterranean,NA
2014-03-19,J,TEAM PLAYERS,,400,"Norm Van Lier,Joakim Noah,Scottie Pippen",the (Chicago) Bulls,NA
2014-03-19,J,KIDDY LIT TITLE ADJECTIVES,,400,It describes the character seen here,curious,http://www.j-archive.com/media/2014-03-19_J_08a.jpg
2014-03-19,J,LEGEND,,400,"G.K. Chesterton said, ""Many a man has been hanged on less evidence than there is for"" this Scottish legend",the Loch Ness monster,NA
2014-03-19,J,WAIT FOR IT!,,400,"At 18-22 months, it has the longest gestation of any mammal, & birth is no picnic--one comes out around 220 pounds",an elephant,NA
2014-03-19,J,"""-ARY""",,400,A minute blood vessel,a capillary,NA
2014-03-19,J,MEANINGS OF GEOGRAPHIC NAMES,,600,"This city's name, ""smoky bay"" in Icelandic, refers to steam from volcanic activity",Reykjavik,NA
2014-03-19,J,TEAM PLAYERS,,600,"Robin Roberts,Chase Utley,Steve Carlton",the Philadelphia Phillies,NA
2014-03-19,J,KIDDY LIT TITLE ADJECTIVES,,600,"""The Very ____ Caterpillar""",Hungry,NA
2014-03-19,J,LEGEND,,600,"Part of ""The Legend of"" this movie character is his stunning ability on jazz flute & telling San Diego what it can do to itself",Ron Burgundy,NA
2014-03-19,J,WAIT FOR IT!,,600,Copyright law says post-1978 songs will not enter this 2-word realm until 70 years after the death of the last surviving author,public domain,NA
2014-03-19,J,"""-ARY""",,600,A pro soldier hired to serve in a foreign army,a mercenary,NA
2014-03-19,J,MEANINGS OF GEOGRAPHIC NAMES,,800,"The name of this Wisconsin city is French for ""bottom of the lake"", its position",Fond du Lac,NA
2014-03-19,J,TEAM PLAYERS,,800,"Jacques Plante,Jean Beliveau,Guy Lafleur--all have had their jerseys retired",the (Montreal) Canadiens,NA
2014-03-19,J,KIDDY LIT TITLE ADJECTIVES,,800,"Ezra Jack Keats' celebration of winter:""The ____ Day""",Snowy,NA
