date,round,category,comment,value,clue,response,link
1999-06-22,J,STATE FAIR SITES,(Alex: You give us the state.),100,Sacramento,California,NA
1999-06-22,J,FOR FISH AFICIONADOS,(Alex: You're going to have trouble saying that; you can identify it simply as FISH.),100,"The ""Jeopardy!"" staff & aquarium fish both thrive under these tubular lights",Fluorescent lights,NA
1999-06-22,J,FAMOUS LASTS,,100,In 1936 Kentuckian Rainey Bethea was the condemned man in the USA's last public one of these,Hanging/execution,NA
1999-06-22,J,FICTIONAL CHARACTERS,,100,"In ""Interview with the Vampire"", Louis tells a reporter of his initiation into the world of the undead by this vampire",Lestat,NA
1999-06-22,J,I KNOW THAT SONG,,100,"""Raindrops on roses and whiskers on kittens...""","""My Favorite Things""",NA
1999-06-22,J,"""FOR"" WORDS & ""BACK"" WORDS",,100,"Your spinal column, or what a coward lacks",Backbone,NA
1999-06-22,J,STATE FAIR SITES,(Alex: You give us the state.),200,Jackson,Mississippi,NA
1999-06-22,J,FOR FISH AFICIONADOS,(Alex: You're going to have trouble saying that; you can identify it simply as FISH.),200,"Author Mike Wickham calls this decision between 2 types of aquarium ""your first major choice""",Freshwater or saltwater,NA
1999-06-22,J,FAMOUS LASTS,,200,"Known scientifically as Raphus cucullatus, the last of these flightless birds died around 1680",Dodo,NA
1999-06-22,J,FICTIONAL CHARACTERS,,200,Count Vronsky & the husband of this title character have the same first name: Alexey,"""Anna Karenina""",NA
1999-06-22,J,I KNOW THAT SONG,,200,"""That's me in the corner, that's me in the spotlight...""","""Losing My Religion""",NA
1999-06-22,J,"""FOR"" WORDS & ""BACK"" WORDS",,200,"Some people ""can't see"" it ""for the trees""",Forest,NA
1999-06-22,J,STATE FAIR SITES,(Alex: You give us the state.),300,Shreveport,Louisiana,NA
1999-06-22,J,FOR FISH AFICIONADOS,(Alex: You're going to have trouble saying that; you can identify it simply as FISH.),300,"Your pets deserve a full aquarium, not one of these glass enclosures in which famous people live",Fishbowl,NA
1999-06-22,J,FAMOUS LASTS,,300,"Charles I, the last ruler of this dual monarchy, laid down his crown in November 1918",Austria-Hungary,NA
1999-06-22,J,FICTIONAL CHARACTERS,,NA,Constance Reid is the maiden name of this character mentioned in the title of a D.H. Lawrence novel,Lady Chatterley,NA
1999-06-22,J,I KNOW THAT SONG,,300,"""Love can touch us one time, and last for a lifetime, and never let go till we're gone...""","""My Heart Will Go On""",NA
1999-06-22,J,"""FOR"" WORDS & ""BACK"" WORDS",,300,"In the classic joke, it's the response to ""Waiter, what is this fly doing in my soup?""",The backstroke,NA
1999-06-22,J,STATE FAIR SITES,(Alex: You give us the state.),400,Harrisburg,Pennsylvania,NA
1999-06-22,J,FOR FISH AFICIONADOS,(Alex: You're going to have trouble saying that; you can identify it simply as FISH.),400,"Like a certain pigeon, the aquarium fish seen here are called this kind of tail",Fantail,NA
1999-06-22,J,FAMOUS LASTS,,400,"On May 26, 1927 the last Ford of this model rolled off the Highland Park, Michigan assembly line",Model T,NA
1999-06-22,J,FICTIONAL CHARACTERS,,400,Migrant ranch hands Lennie & George dream of buying a farm in this Steinbeck work,"""Of Mice and Men""",NA
1999-06-22,J,I KNOW THAT SONG,,400,"""I see a little silhouetto of a man, scaramouche, scaramouche, will you do the fandango""","""Bohemian Rhapsody""",NA
1999-06-22,J,"""FOR"" WORDS & ""BACK"" WORDS",,400,It's the legal process by which a homeowner loses his rights to a property,Foreclosure,NA
1999-06-22,J,STATE FAIR SITES,(Alex: You give us the state.),500,Cherry Hill,New Jersey,NA
1999-06-22,NA,NA,NA,NA,NA,NA,NA
1999-06-22,J,FAMOUS LASTS,,500,"This author's last puvblished novel using her first major character was ""Curtain: Hercule Poirot's Last Case""",Agatha Christie,NA
1999-06-22,J,FICTIONAL CHARACTERS,,500,"In this Edith Wharton novel, Newland Archer marries May Welland but is tempted by Ellen Olenska","""The Age of Innocence""",NA
1999-06-22,J,I KNOW THAT SONG,,500,"""Kiss today goodbye, and point me toward tomorrow...""","""What I Did for Love""",NA
1999-06-22,J,"""FOR"" WORDS & ""BACK"" WORDS",,500,Trademark name for a laminated heat-resistant plastic used for counter tops & flooring,Formica,NA
1999-06-22,DJ,THE SOUTH PACIFIC,,200,"A big product in Fiji is copra, the dried white meat of this",Coconut,NA
1999-06-22,DJ,SCREEN SIRENS,,200,Olivia Hussey played it chaste as this Shakespeare heroine in a 1968 Zeffirelli film,Juliet,NA
1999-06-22,DJ,HAIL THE ROMAN EMPEROR!,,200,Possible fire-starter:54-68 A.D.,Nero,NA
1999-06-22,DJ,MILITARY SCIENCE,,200,It's the military rank the Constitution gives the U.S. president,Commander-in-Chief,NA
1999-06-22,DJ,BORN & DIED,,200,"She was born once upon a time in Philadelphia, & saw the end in Monaco in 1982",Princess Grace (Grace Kelly),NA
1999-06-22,DJ,"""T"" TIME",,200,"Pachyderm proboscises, or certain swimsuits",Trunks,NA
1999-06-22,DJ,THE SOUTH PACIFIC,,400,Mysteries on this island include the Rongo-Rongo Tablets & huge stone figures,Easter Island,NA
1999-06-22,DJ,SCREEN SIRENS,,400,"In ""Sea of Love"", one of detective Al Pacino's many worries is that this blonde is a killer",Ellen Barkin,NA
1999-06-22,DJ,HAIL THE ROMAN EMPEROR!,,400,The first:27 B.C.-14 A.D.,Caesar Augustus,NA
1999-06-22,DJ,MILITARY SCIENCE,,400,"In mission types it precedes -and-attack, -and-destroy & -and-rescue",Search,NA
1999-06-22,DJ,BORN & DIED,,400,He got his start in Sarrat in the Philippines in 1917 & died in Honolulu in 1989,Ferdinand Marcos,NA
1999-06-22,DJ,"""T"" TIME",,400,The name of this mushroom implies that it's a seat for an amphibian,Toadstool,NA
1999-06-22,DJ,THE SOUTH PACIFIC,,600,Between 1801 & 1803 Matthew Flinders became the first person to circumnavigate this country,Australia,NA
1999-06-22,DJ,SCREEN SIRENS,,600,"""Repulsion"" was an odd title for a film starring this Frenchwoman later known for her Chanel ads",Catherine Deneuve,NA
1999-06-22,DJ,HAIL THE ROMAN EMPEROR!,,600,The madman:37-41 A.D.,Caligula,NA
1999-06-22,DJ,MILITARY SCIENCE,,600,The bugle call that starts the day or the morning ceremony with the flag raising,Reveille,NA
1999-06-22,DJ,BORN & DIED,,600,"This author was born in Edinburgh, Scotland in 1850 & died in Samoa in 1894",Robert Louis Stevenson,NA
1999-06-22,DJ,"""T"" TIME",,600,Young-young Pharaoh-Pharaoh synonym for tsk-tsk,Tut-Tut,NA
1999-06-22,DJ,THE SOUTH PACIFIC,,800,"In part to prove how the sweet potato made it from the Andes to the Maoris, he set sail in 1947",Thor Heyerdahl,NA
1999-06-22,DJ,SCREEN SIRENS,,800,"She debuted in 1957's ""A Face in the Crowd"" & is seen here 2 years later in ""Anatomy of a Murder""Sure, but that's only usual with me; with men, I mean almost all men, ever since I was a kid",Lee Remick,NA
1999-06-22,DJ,HAIL THE ROMAN EMPEROR!,,NA,The master builder:117-138 A.D.,Hadrian,NA
1999-06-22,DJ,MILITARY SCIENCE,,800,"""DEFCON"" with this number means the military is at maximum readiness",1,NA
1999-06-22,DJ,BORN & DIED,,800,2-time Nobel Prize winner who was born in Warsaw in 1867 & died in France in 1934,Marie Curie,NA
1999-06-22,DJ,"""T"" TIME",,800,Even the women in this country are called Turkmen,Turkmenistan,NA
1999-06-22,NA,NA,NA,NA,NA,NA,NA
1999-06-22,DJ,SCREEN SIRENS,,1000,"As Miss Goodthighs in ""Casino Royale"", she was billed as Jacky rather than Jacqueline",Jacqueline Bisset,NA
1999-06-22,DJ,HAIL THE ROMAN EMPEROR!,,1000,The stoic philosopher:161-180 A.D.,Marcus Aurelius,NA
1999-06-22,NA,NA,NA,NA,NA,NA,NA
1999-06-22,DJ,BORN & DIED,,NA,"This businessman checked in on Christmas Day 1887 in New Mexico & checked out in 1979 in Santa Monica, CA.",Conrad Hilton,NA
1999-06-22,DJ,"""T"" TIME",,1000,Merry prankster Eulenspiegel,Till,NA
1999-06-22,FJ,HISTORIC DATES,(Alex: And we'll have one for you after this!),NA,"On this date a record 10,471 flags were flown above the U.S. Capitol, one at a time","July 4, 1976 (the Bicentennial)",NA
