date,round,category,comment,value,clue,response,link
2010-05-21,J,YEATS IS GREATS,,200,"Yeats rhymed, ""In courtesy I'd have her chiefly learned; hearts are not had as a gift but hearts are"" this",earnéd,NA
2010-05-21,J,SONG LYRICS,,200,"""Stairway To Heaven"" explains what's up ""if there's"" this ""in your hedgerow""",a bustle,NA
2010-05-21,J,FASHIONABLE WORDS,,200,It's the animal name for a high-heeled shoe or a slipper with no back,a mule,NA
2010-05-21,J,CELEBRATIONS OF THE MONTH,(Alex: You have to name the month.),200,D-Day anniversary &Magna Carta day,June,NA
2010-05-21,J,MISSING PERSONS,,200,"On December 21, 1970 this man, missing here, asked Nixon if he could become a federal drug agent","<a href=""http://www.j-archive.com/media/2010-05-21_J_11a.jpg"" target=""_blank"">Elvis Presley</a>",http://www.j-archive.com/media/2010-05-21_J_11.jpg
2010-05-21,J,CAUSED BY...,,200,"Aeolian, like certain vibrations",wind,NA
2010-05-21,J,YEATS IS GREATS,,400,"This Dublin theatre that opened in 1904 grew out of the Irish literary theatre, which Yeats co-founded",the Abbey Theatre,NA
2010-05-21,J,SONG LYRICS,,NA,"In R.E.M.'s ""It's The End Of The World As We Know It"", 2 of the 4 men with the initials ""L.B.""","(2 of) Leonid Brezhnev, Lenny Bruce, Lester Bangs & Leonard Bernstein",NA
2010-05-21,J,FASHIONABLE WORDS,,400,Jackie Kennedy's iconic look included this classic round brimless hat,pillbox,NA
2010-05-21,J,CELEBRATIONS OF THE MONTH,(Alex: You have to name the month.),400,National Philanthropy Day &All Souls' Day,November,NA
2010-05-21,J,MISSING PERSONS,,400,"In 1943, Tehran was the stage for a photo of FDR, Churchill & this other leader","<a href=""http://www.j-archive.com/media/2010-05-21_J_12a.jpg"" target=""_blank"">Stalin</a>",http://www.j-archive.com/media/2010-05-21_J_12.jpg
2010-05-21,J,CAUSED BY...,,400,"Anthropogenic, as in some environmental problems",us (humans),NA
2010-05-21,J,YEATS IS GREATS,,600,"Irishman Yeats wrote a poem entitled this holiday ""1916""",Easter,NA
2010-05-21,J,SONG LYRICS,,600,"They were the ""3 men I admire most"" in Don McLean's ""American Pie""","the Father, Son & the Holy Ghost",NA
2010-05-21,J,FASHIONABLE WORDS,,600,The name of these riding breeches is derived from a city in India,jodhpurs,NA
2010-05-21,J,CELEBRATIONS OF THE MONTH,(Alex: You have to name the month.),600,National Teacher Day &Kentucky Derby Day,May,NA
2010-05-21,J,MISSING PERSONS,,600,"This woman missing here quietly gets from ""a"" to ""B"" after a Supreme Court ruling in 1956","<a href=""http://www.j-archive.com/media/2010-05-21_J_13a.jpg"" target=""_blank"">Rosa Parks</a>",http://www.j-archive.com/media/2010-05-21_J_13.jpg
2010-05-21,J,CAUSED BY...,,600,"Diluvial, like some debris",flooding,NA
