date,round,category,comment,value,clue,response,link
2000-02-09,J,LITERARY HEROINES,,100,"""Anne of Avonlea"" is a 1909 sequel to this 1908 classic","""Anne of Green Gables""",NA
2000-02-09,J,"NEXT IN LINE, PLEASE",,100,"In the Catholic Church:bishop,archbishop,cardinal...",Pope,NA
2000-02-09,J,ISLANDS,,100,Taipei is this island's capital city,Taiwan,NA
2000-02-09,J,1999 FILMS,,100,In this film high school teacher Matthew Broderick gets involved with the campaign for student council,Election,NA
2000-02-09,J,SCIENCE CLASS,,100,"This word can mean to weaken a solution by adding water, or can describe a solution that's been weakened",Dilute,NA
2000-02-09,J,"MY ""BAD""",,100,"The theme to the TV show ""Cops"" asks them ""Whatcha gonna do when they come for you?""",Bad boys,NA
2000-02-09,J,LITERARY HEROINES,,200,Thorny problems beset this Bronte heroine when she's hired as a governess at Thornfield Hall,Jane Eyre,NA
2000-02-09,J,"NEXT IN LINE, PLEASE",,200,"At the White House:Betty Ford,Rosalynn Carter,Nancy Reagan...",Barbara Bush,NA
2000-02-09,J,ISLANDS,,200,"Now 73, the woman seen here at age 17 calls this island nation home:(Queen Elizabeth II)",Great Britain,NA
2000-02-09,J,1999 FILMS,,200,"A jazz guitarist is the subject of this director's ""Sweet and Lowdown""",Woody Allen,NA
2000-02-09,J,SCIENCE CLASS,,200,"Because he wrote his books in Latin, Swedish botanist Carl von Linne was better known by this Latinized name",Carolus Linnaeus,NA
2000-02-09,J,"MY ""BAD""",,200,"Proverbially, one of these malicious fruits ""spoils the whole barrel""",Bad apple,NA
2000-02-09,J,LITERARY HEROINES,,300,Countess Olenska is the not-so-innocent heroine of this Edith Wharton novel,"""The Age of Innocence""",NA
2000-02-09,J,"NEXT IN LINE, PLEASE",,300,"In the history of France:Henry III,Henry IV,Louis XIII...",Louis XIV,NA
2000-02-09,J,ISLANDS,,300,It's the island where you'll find the arena seen here:(Madison Square Garden),Manhattan,NA
2000-02-09,J,1999 FILMS,,300,"What part did this Irishman play in ""End of Days""?  Could it be...Satan?",Gabriel Byrne,NA
2000-02-09,J,SCIENCE CLASS,,NA,"The symbol of this element stands for stannum, which originally denoted an alloy of lead & silver",Tin,NA
2000-02-09,J,"MY ""BAD""",,300,"It can be a stroke of misfortune, or an unfortunate start to a game of pool",Bad break,NA
2000-02-09,J,LITERARY HEROINES,,400,"Maggie, the daughter of a miller, falls for her cousin's fiance in this George Eliot novel","""The Mill on the Floss""",NA
2000-02-09,J,"NEXT IN LINE, PLEASE",,400,"Beef:USDA standard,USDA select,USDA choice,USDA...",Prime,NA
2000-02-09,J,ISLANDS,,400,Jaffna & Trincomalee are cities of this island nation near India that was formerly known as Ceylon,Sri Lanka,NA
2000-02-09,J,1999 FILMS,,400,"""Music of the Heart"" was directed by this man, more known for his nightmares",Wes Craven,NA
2000-02-09,J,SCIENCE CLASS,,400,"The uvea in the eye consists of 3 parts: the choroid, the ciliary body & this colored part lying behind the cornea",Iris,NA
2000-02-09,J,"MY ""BAD""",,400,"Don't tell this animal ""Neither a burrower, nor a lender be"":",Badger,NA
2000-02-09,J,LITERARY HEROINES,,500,"Temple Drake is a college student in this Southerner's controversial 1931 novel ""Sanctuary""",William Faulkner,NA
2000-02-09,J,"NEXT IN LINE, PLEASE",,500,"In Roman numerals:I, V, X, L...",C (100),NA
2000-02-09,J,ISLANDS,,500,"The world's fourth-largest island, it lies off the southeast coast of Africa",Madagascar,NA
2000-02-09,J,1999 FILMS,,500,"Once Mighty Joe Young's girlfriend, she played the wife in ""The Astronaut's Wife""",Charlize Theron,NA
2000-02-09,J,SCIENCE CLASS,,500,"There are about 20,000 species of this organism that consists of an alga & a fungus living as a single unit",Lichen,NA
2000-02-09,J,"MY ""BAD""",,500,This sailor recounts his 7 voyages to a poor porter named Hindbad,Sinbad,NA
