date,round,category,comment,value,clue,response,link
1998-09-15,J,TEDDY ROOSEVELT,,100,In 1898 Roosevelt resigned as Asst. Secretary of the Navy to help organize this cavalry unit,the Rough Riders,NA
1998-09-15,J,IN THE CARDS,,100,It's the number of playing cards in a standard deck (not counting the jokers),52,NA
1998-09-15,J,NURSERY RHYME HEADLINES,,100,"""Four and Twenty"" of these ""Baked into Pie; All Survive""",blackbirds,NA
1998-09-15,J,WACKY TV NEIGHBORS,,100,"On ""Home Improvement"", Tim seeks advice from this neighbor whose face is always partly obscured",Wilson,NA
1998-09-15,J,BUSINESS MEN,,100,This company founded by Berry Gordy Jr. celebrated its 40th anniversary in 1998,Motown Records,NA
1998-09-15,J,"YES, ""N""DEEDY",,100,Bare with us: it's the 4-letter term for a painting like the one seen here,nude,http://www.j-archive.com/media/1998-09-15_J_16.jpg
1998-09-15,J,TEDDY ROOSEVELT,,200,"Roosevelt was famous for saying, ""Speak softly, but carry"" this",a big stick,NA
1998-09-15,J,IN THE CARDS,,200,"These fortune telling cards include ""The Lovers"", ""The Magician"" & ""The Wheel of Fortune""",tarot cards,NA
1998-09-15,J,NURSERY RHYME HEADLINES,,200,"Her ""Sheep Mutilated; Come Home Tailless""",Little Bo Peep,NA
1998-09-15,J,WACKY TV NEIGHBORS,,200,"Archie Bunker's neighbors, they moved on up to the East Side & got wacky neighbors of their own",The Jeffersons,NA
1998-09-15,J,BUSINESS MEN,,200,"In 1998 he went to his first owners meeting since 1989, to try to stop rival Murdoch's Dodgers buy",Ted Turner,NA
1998-09-15,J,"YES, ""N""DEEDY",,200,The name of this earthworm should tell you it creeps around in the evening,an ightcrawler,NA
1998-09-15,J,TEDDY ROOSEVELT,,300,Roosevelt was only 42 whern he succeeded this man as president in 1901,William McKinley,NA
1998-09-15,J,IN THE CARDS,,300,"The Donald knows one of these is a ""key resource to be used at an opportune moment""",a trump card,NA
1998-09-15,J,NURSERY RHYME HEADLINES,,300,"This family ""Invents New Diet: Only Eat Fat or Lean""",Jack Sprat & his wife,NA
1998-09-15,J,WACKY TV NEIGHBORS,,300,This sitcom cartoonist gets inspiration for her strip from the antics of neighbor Annie Spadaro,"Caroline (""In The City"")",NA
1998-09-15,J,BUSINESS MEN,,300,It shouldn't take you overnight to deliver the name of this company Fred Smith founded in 1973,Federal Express,NA
1998-09-15,J,"YES, ""N""DEEDY",,300,"Some creatures are nidicolous, meaning they remain in these for a while after birth",the nest,NA
1998-09-15,J,TEDDY ROOSEVELT,,400,"Roosevelt, who often participated in this sport, was virtually blinded in his left eye during a match",boxing,NA
1998-09-15,J,IN THE CARDS,,400,"If you're ""carded"" while buying cigarettes in Calif. it's because you don't look old enough to be this age",18,NA
1998-09-15,J,NURSERY RHYME HEADLINES,,400,"""Giant Threatens to Grind Englishman's Bones to Make"" this",his bread,NA
1998-09-15,J,WACKY TV NEIGHBORS,,400,Guys seen here entering their neighbors' apartment,Lenny & Squiggy (from Laverne & Shirley),http://www.j-archive.com/media/1998-09-15_J_09.jpg
1998-09-15,J,BUSINESS MEN,,400,"With a yardstick & a piece of plywood, Edwin Shoemaker felt inclined to design this recliner in 1928",La-Z-Boy,NA
1998-09-15,J,"YES, ""N""DEEDY",,NA,"Derived from the Greek for ""ship"", this unpleasant condition can affect you on dry land",nausea,NA
1998-09-15,J,TEDDY ROOSEVELT,,500,"In 1912, as a candidate of this new party, Roosevelt lost his third bid for president",the Bull Moose Party,NA
1998-09-15,J,IN THE CARDS,,500,The most valuable of these is the T206 Honus Wagner,a baseball card,NA
1998-09-15,J,NURSERY RHYME HEADLINES,,500,"""Three Wise Men of"" this city ""Drown When Boat Sinks""",Gotham,NA
1998-09-15,J,WACKY TV NEIGHBORS,,500,"In 1966 Sandra Gould replaced Alice Pearce in the role of this nosy neighbor on ""Bewitched""",Gladys Kravitz,NA
1998-09-15,J,BUSINESS MEN,,500,This inventor of vulcanization was sent to debtor's prison; maybe for bouncing checks?,Charles Goodyear,NA
1998-09-15,J,"YES, ""N""DEEDY",,500,"A big bottle that holds about 20 quarts of champagne, or a Babylonian king who probably couldn't",Nebuchadnezzar,NA
1998-09-15,DJ,CAN'T QUITE PLACE YOU,,200,In 1997 Slobodan Milosevic left the presidency of Serbia for that of this larger country,Yugoslavia,NA
1998-09-15,DJ,WOMEN'S FIRSTS,,200,"The first woman to win 3 Best Actress Oscars, she was also the first to win 4",Katharine Hepburn,NA
1998-09-15,DJ,THE THEATER,,200,"According to the title of a 1967 Tom Stoppard play, ""Rosencrantz And"" this character ""Are Dead""",Guildenstern,NA
1998-09-15,DJ,DEEP THINKERS,,200,"Socrates narrates this philosopher's ""Republic""",Plato,NA
1998-09-15,DJ,CRITTERS,,200,The whale type of this fish can weigh as much as 2 elephants,a shark,NA
1998-09-15,DJ,"WEBSTER'S THIRD, PAGE 1282",(Alex: These are definitions you will find in Webster's Third on that page.  Do you happen to have it with you?  I didn't think so.  So you have no advantage!),200,Near the bottom of column 2 comes this 2-letter abbreviation for pound,lb.,NA
1998-09-15,DJ,CAN'T QUITE PLACE YOU,,400,"F.W. De Klerk became president of this country in 1989, shared the Nobel Prize in 1993 & quit politics in 1997",South Africa,NA
1998-09-15,DJ,WOMEN'S FIRSTS,,400,"In 1971 this tennis player became the first woman athlete to earn $100,000 in one year",Billie Jean King,NA
1998-09-15,DJ,THE THEATER,,400,"Marion Paroo, the River City librarian, teaches piano to the town's youngsters in this show",The Music Man,NA
1998-09-15,DJ,DEEP THINKERS,,400,"His ""Thus Spake Zarathustra"" says, ""The world presented itself"" as a ""golden apple with a... velvety skin""",Friedrich Nietzsche,NA
1998-09-15,DJ,CRITTERS,,400,"This pit viper, also called the cottonmouth, is belligerent, so don't try to make shoes out of it",a water moccasin,NA
1998-09-15,DJ,"WEBSTER'S THIRD, PAGE 1282",(Alex: These are definitions you will find in Webster's Third on that page.  Do you happen to have it with you?  I didn't think so.  So you have no advantage!),400,"Sluggish, indolent & slothful are synonyms for this adjective used to describe the writer of the category",lazy,NA
1998-09-15,DJ,CAN'T QUITE PLACE YOU,,600,"Carlos Fuentes, author of ""The Old Gringo"", is one of this country's leading novelists",Mexico,NA
1998-09-15,DJ,WOMEN'S FIRSTS,,NA,In 1991 Sarah Williamson became the first girl mayor of this Nebraska community,Boys Town,NA
1998-09-15,DJ,THE THEATER,,600,In 1995 this musical won 6 Tonys including acting awards for Glenn Close & George Hearn,Sunset Boulevard,NA
1998-09-15,DJ,DEEP THINKERS,,600,"This woman & her New Bohemians sing, ""Philosophy is the talk on a cereal box""",Edie Brickell,NA
1998-09-15,DJ,CRITTERS,,600,"This substance is fed to all honeybees in the first 3 days of their lives, then only to future queens",royal jelly,NA
1998-09-15,DJ,"WEBSTER'S THIRD, PAGE 1282",(Alex: These are definitions you will find in Webster's Third on that page.  Do you happen to have it with you?  I didn't think so.  So you have no advantage!),600,"It's ""a jumping one-hand shot in basketball made off the backboard""",a lay-up,NA
1998-09-15,DJ,CAN'T QUITE PLACE YOU,,800,Native country of the man seen here,Poland (Lech Walesa),http://www.j-archive.com/media/1998-09-15_DJ_27.jpg
1998-09-15,DJ,WOMEN'S FIRSTS,,800,"Soon after she opened the USA's first birth control clinic, the police raided it & sent her to jail",Margaret Sanger,NA
1998-09-15,DJ,THE THEATER,,800,"Big Daddy's youngest son, he ends up in a cast after jumping hurdles while on a drunken binge",Brick,NA
1998-09-15,DJ,DEEP THINKERS,,NA,"This Jean Jacques Rousseau work says, ""Man was born free, and he is everywhere in chains""",The Social Contract,NA
1998-09-15,DJ,CRITTERS,,800,"Of the water flea, the fish louse or the sand fly, the one that isn't a crustacean",the sand fly,NA
1998-09-15,DJ,"WEBSTER'S THIRD, PAGE 1282",(Alex: These are definitions you will find in Webster's Third on that page.  Do you happen to have it with you?  I didn't think so.  So you have no advantage!),800,"Color of the head & neck of the lazuli bunting, a finch found in the western U.S. & on page 1282",blue,NA
1998-09-15,DJ,CAN'T QUITE PLACE YOU,,1000,"When King Charles II of this country died in 1700, a ""War of"" its ""Succession"" ensued",Spain,NA
1998-09-15,DJ,WOMEN'S FIRSTS,,1000,Among the first 6 women chosen for this program in 1978 were Margaret Seddon & Kathryn D. Sullivan,the astronaut program,NA
1998-09-15,DJ,THE THEATER,,1000,"In ""Six Degrees of Separation"" Ouisa Kittridge is charmed by a young black man claiming to be this actor's son",Sidney Poitier,NA
1998-09-15,DJ,DEEP THINKERS,,1000,"One of the most important philosophers, he spent his entire life, 1724-1804, in Konigsberg, East Prussia",Immanuel Kant,NA
1998-09-15,DJ,CRITTERS,,1000,This crocodilian found in India is sometimes called the gharial,a gavial,NA
1998-09-15,DJ,"WEBSTER'S THIRD, PAGE 1282",(Alex: These are definitions you will find in Webster's Third on that page.  Do you happen to have it with you?  I didn't think so.  So you have no advantage!),1000,"Biblical beggar whose name gives us a synonym for ""leper""",Lazarus,NA
1998-09-15,FJ,U.S. SENATORS,,NA,This current senator's great-grandfather fought against Custer in the Battle of the Little Bighorn,Ben Nighthorse Campbell (Cheyenne Indian),NA
