date,round,category,comment,value,clue,response,link
2003-11-07,J,GOOD HORSEKEEPING,,200,Silver & Scout were the horses of this fictional pair,the Lone Ranger & Tonto,NA
2003-11-07,J,"TV GUY""D""",,200,Nickname of TV teen Doctor Howser,Doogie,NA
2003-11-07,J,PORTS ILLUSTRATED,,200,Have a burger & stop by & see the world-famous Hagenbeck Zoo in this largest German port city,Hamburg,NA
2003-11-07,NA,NA,NA,NA,NA,NA,NA
2003-11-07,J,SOLDIER OF MISFORTUNE,,200,In 31 B.C. the combined forces of Cleopatra & this Roman were crushed by Octavian's in the Battle of Actium,Mark Antony,NA
2003-11-07,J,EATERS DIGEST,,200,"""It is written"" in the Bible that ""Man shall not live by"" this ""alone""",bread,NA
2003-11-07,J,GOOD HORSEKEEPING,,400,It's what you get when you breed a hotblood with a coldblood,a warmblood,NA
2003-11-07,J,"TV GUY""D""",,400,"X marks the spot for this ""X-Files"" star",David Duchovny,NA
2003-11-07,J,PORTS ILLUSTRATED,,400,"The building seen here is a landmark in this port city, founded in 1788",Sydney,http://www.j-archive.com/media/2003-11-07_J_12.jpg
2003-11-07,J,UNPOPULAR MECHANICS,,400,"Heard here, it becomes really unpopular at 3 A.M.",a car alarm,http://www.j-archive.com/media/2003-11-07_J_29.mp3
2003-11-07,J,SOLDIER OF MISFORTUNE,,400,British General Edward Braddock & 900 of his men were ambushed & killed near Fort Duquesne in 1755 during this war,the French and Indian War,NA
2003-11-07,J,EATERS DIGEST,,400,"In 1990 he proclaimed, ""I do not like broccoli, and I haven't liked it since I was a little kid...""",George H. Bush,NA
2003-11-07,J,GOOD HORSEKEEPING,,600,"Shetlands are measured in inches as well as in these, the normal horse measure",hands,NA
2003-11-07,J,"TV GUY""D""",,600,"Survey says he hosted ""Family Feud""",Richard Dawson,NA
2003-11-07,J,PORTS ILLUSTRATED,,600,"The Lenin Shipyards in this Polish port city, where Solidarity began in the 1980s, were later renamed",Gdansk,NA
2003-11-07,J,UNPOPULAR MECHANICS,,600,Stopzilla is software to stop these from constantly appearing on your computer screen,pop-up ads,NA
2003-11-07,J,SOLDIER OF MISFORTUNE,,600,This great Spanish author lost the use of his left hand at the 1571 Battle of Lepanto against the Turks,Cervantes,NA
2003-11-07,J,EATERS DIGEST,,600,"Charles De Gaulle is said to have asked, ""How can you be expected to govern a country that has 246 kinds of"" this",cheese,NA
2003-11-07,J,GOOD HORSEKEEPING,,800,Comanche survived but reports are sketchy on the fate of the horse Vic at this famous battle,Little Big Horn,NA
2003-11-07,J,"TV GUY""D""",,800,Mountie nemesis of Snidely Whiplash,Dudley Do-Right,NA
2003-11-07,J,PORTS ILLUSTRATED,,NA,"Begun in the 1500s, the Castillo de San Juan de Ulua dominates this Mexican port city whose name means ""true cross""",Veracruz,NA
2003-11-07,J,UNPOPULAR MECHANICS,,800,This airship's tragic destruction in 1937 was a major factor in putting a stop to regular passenger airship service,the Hindenburg,NA
2003-11-07,J,SOLDIER OF MISFORTUNE,,800,"Sing a ""song"" for this nephew of Charlemagne, lost with the rear guard at the battle of Roncesvalles",Roland,NA
2003-11-07,J,EATERS DIGEST,,800,"Alexandre Dumas said these expensive fungi ""can ... make women more tender and men more lovable""",truffles,NA
2003-11-07,J,GOOD HORSEKEEPING,,1000,"A name for any untamed western horse, or a 1959-60 TV Western starring Ty Hardin",bronco,NA
2003-11-07,J,"TV GUY""D""",,1000,"Now a director & producer, Danny De Vito won an Emmy for playing a curmudgeonly dispatcher with this last name",De Palma,NA
2003-11-07,J,PORTS ILLUSTRATED,,1000,"Gaze upon the blue, blue Mediterranean Sea in this Egyptian port city at the entrance to the Suez Canal",Port Said,NA
2003-11-07,J,UNPOPULAR MECHANICS,,1000,Appropriate 4-letter term for the space in a gallows floor through which a hangee fell,drop or trap,NA
2003-11-07,J,SOLDIER OF MISFORTUNE,,1000,"In the May 1863 Battle of Chancellorsville, Robert E. Lee won a great victory but lost this important general",Stonewall Jackson,NA
2003-11-07,J,EATERS DIGEST,,1000,"Dessert defined by Ambrose Bierce as ""a detestable substance produced by a...conspiracy of the hen...cow &...cook""",custard,NA
2003-11-07,DJ,CLASSIC ENGLISH LIT,,400,"Her ""Last Poems"" were published in 1862; she died in 1861 in Robert's arms, after 15 years of marriage",Elizabeth Barrett Browning,NA
2003-11-07,DJ,CONSTRUCTION,,400,"It can be the slope of a roof, or the gunk used to waterproof it",pitch,NA
2003-11-07,DJ,FORMER STATE GOVERNORS,,400,Thomas Jefferson,Virginia,NA
2003-11-07,DJ,WHERE FOR ART?,,400,"To get a hand on the art seen here, you'll have to travel to this world-famous museum[The Venus de Milo.]",the Louvre,NA
2003-11-07,DJ,THE BRITISH INVASION,,400,"On June 5, 1964 Mick, Keith & the rest of these boys gave their first U.S. concert in San Bernardino",The Rolling Stones,NA
2003-11-07,DJ,FOR THE BIRDS,,400,Someone with keen eyesight has this bird's eye,an eagle,NA
2003-11-07,DJ,CLASSIC ENGLISH LIT,,800,"In this family, Sarah wrote ""The Adventures of David Simple"" & Henry wrote ""Joseph Andrews""",Fielding,NA
2003-11-07,NA,NA,NA,NA,NA,NA,NA
2003-11-07,DJ,FORMER STATE GOVERNORS,,800,Nelson A. Rockefeller,New York,NA
2003-11-07,DJ,WHERE FOR ART?,,800,Usual midtown museum home of the masterpiece seen here[Van Gogh's Starry Night.],the Museum of Modern Art,NA
2003-11-07,DJ,THE BRITISH INVASION,,800,1 of the 2 title characters in No. 1 hits by Herman's Hermits,(1 of) Henry VIII (or Mrs. Brown),NA
2003-11-07,DJ,FOR THE BIRDS,,800,"It can precede ""-hearted"" or ""-livered""",chicken,NA
2003-11-07,DJ,CLASSIC ENGLISH LIT,,1200,"His ""Frost at Midnight"" was about his son Hartley; his poem ""Kubla Khan"" wasn't",Samuel Taylor Coleridge,NA
2003-11-07,NA,NA,NA,NA,NA,NA,NA
2003-11-07,DJ,FORMER STATE GOVERNORS,,1200,Ann Richards,Texas,NA
2003-11-07,DJ,WHERE FOR ART?,,1200,"A museum of the artist whose work is seen here opened in 1997 in this state, that inspired much of her work [Georgia O'Keeffe]",New Mexico,NA
2003-11-07,DJ,THE BRITISH INVASION,,1200,"In 1964 this London quintet was ""Glad All Over"" when it replaced the Beatles at the top of the U.K. charts",The Dave Clark Five,NA
2003-11-07,DJ,FOR THE BIRDS,,1200,It's the bird mentioned in the full name of the tails worn by a well-dressed Fred Astaire,swallow,NA
2003-11-07,DJ,CLASSIC ENGLISH LIT,,NA,As early as 1871 authors were putting out possible endings for this Dickens mystery,The Mystery of Edwin Drood,NA
2003-11-07,NA,NA,NA,NA,NA,NA,NA
2003-11-07,DJ,FORMER STATE GOVERNORS,,1600,Lawton Chiles,Florida,NA
2003-11-07,DJ,WHERE FOR ART?,,1600,"The ancient sculptures seen here are housed controversially at this museum[The Parthenon frieze, part of the Elgin Marbles.]",the British Museum,NA
2003-11-07,DJ,THE BRITISH INVASION,,1600,It's the only No. 1 hit on which Eric Burdon sang lead,"""House Of The Rising Sun""",NA
2003-11-07,DJ,FOR THE BIRDS,,1600,"Get one of this bird's eggs & you've got nothing, a big zero",a goose,NA
2003-11-07,DJ,CLASSIC ENGLISH LIT,,2000,The statue of the jungle girl Rima in Hyde Park is based on a character in this W.H. Hudson book,Green Mansions,NA
2003-11-07,DJ,CONSTRUCTION,,NA,"The name of this large beam that supports the joists literally means ""something that encircles""",a girder,NA
2003-11-07,DJ,FORMER STATE GOVERNORS,,2000,Adlai Stevenson,Illinois,NA
2003-11-07,DJ,WHERE FOR ART?,,2000,It's the Italian city where you can see the masterpiece before you[Da Vinci's The Last Supper],Milan,NA
2003-11-07,DJ,THE BRITISH INVASION,,2000,"This duo's only No. 1 hit, ""A World Without Love"", was written by Paul McCartney",Peter and Gordon,NA
2003-11-07,DJ,FOR THE BIRDS,,2000,"Early 20th century dancers performed this bird's ""trot""",the turkey,NA
2003-11-07,FJ,THE BIBLE,,NA,It's the first city mentioned in the first of Paul's epistles to appear in the New Testament,Rome,NA
